#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:17:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:17:03	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/clusters&-out.max=unlimited&-out=Name,Type,CST,N,Nt,GLON,GLAT,r50pc,rcpc,rtpc,s_pmRA,e_pmRA,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,X,Y,Z,RV,s_RV,e_RV,n_RV,logAge50,AV50,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,CMDCl50	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_clusters:
#Name: J/A+A/686/A42/clusters
#Title: Main catalogue (table 1)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id;meta.main]
#Column	Type	(A1)	[omgdr] Estimated type of object (1)	[ucd=src.class]
#Column	CST	(F11.8)	[3/99] Astrometric SNR (cluster significance test) (2)	[ucd=stat.snr]
#Column	N	(I6)	[10/153797] Number of member stars	[ucd=meta.number]
#Column	Nt	(I5)	[10/53464] Number of stars within tidal radius	[ucd=meta.number]
#Column	GLON	(F12.8)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(E10.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	r50pc	(F13.8)	Radius containing 50% of members in parsecs	[ucd=phys.size.radius]
#Column	rcpc	(F13.8)	Core radius in parsecs	[ucd=phys.size.radius]
#Column	rtpc	(F13.8)	Tidal radius in parsecs	[ucd=phys.size.radius]
#Column	s_pmRA	(F11.8)	Standard deviation of pmra	[ucd=stat.stdev]
#Column	e_pmRA	(F11.8)	Standard error of pmra	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	s_pmDE	(F11.8)	Standard deviation of pmdec	[ucd=stat.stdev]
#Column	e_pmDE	(F11.8)	Standard error of pmdec	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F12.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	s_Plx	(F11.8)	Standard deviation of parallax	[ucd=stat.stdev;pos.parallax]
#Column	e_Plx	(F11.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	dist16	(F15.8)	16th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist50	(F15.8)	50th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist84	(F16.8)	84th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	X	(F16.8)	X coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.x;pos.galactic;pos.heliocentric]
#Column	Y	(F16.8)	Y coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.y;pos.galactic;pos.heliocentric]
#Column	Z	(F16.8)	Z coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.z;pos.galactic;pos.heliocentric]
#Column	RV	(F13.8)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F13.8)	? Standard deviation of radial velocity	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	e_RV	(F13.8)	? Standard error of radial velocity	[ucd=stat.error]
#Column	n_RV	(I4)	Number of member stars with a radial velocity	[ucd=meta.note]
#Column	logAge50	(F11.8)	? 50th percentile of logarithm of cluster age	[ucd=time.age]
#Column	AV50	(F11.8)	? 50th percentile of V-band cluster extinction	[ucd=phys.absorption]
#Column	r50Jpc	(F12.8)	? Radius containing 50% of members within the Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	rJpc	(F13.8)	? Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	probJ	(E10.3)	? Probability of the cluster having a valid Jacobi radius	[ucd=stat.fit.goodness]
#Column	NJ	(I4)	[9/4171]? Number of stars within best-fit Jacobi radius	[ucd=meta.number]
#Column	MassJ	(F15.8)	? Cluster mass within the Jacobi radius	[ucd=phys.mass]
#Column	e_MassJ	(F15.8)	? Error on cluster mass within the Jacobi radius	[ucd=stat.error]
#Column	MassTot	(F15.8)	? Total observed cluster mass	[ucd=phys.mass]
#Column	e_MassTot	(F15.8)	? Error on total observed cluster mass	[ucd=stat.error]
#Column	CMDCl50	(F11.8)	[0/1] 50th percentile of CMD class	[ucd=meta.code]
Name	Type	CST	N	Nt	GLON	GLAT	r50pc	rcpc	rtpc	s_pmRA	e_pmRA	s_pmDE	e_pmDE	Plx	s_Plx	e_Plx	dist16	dist50	dist84	X	Y	Z	RV	s_RV	e_RV	n_RV	logAge50	AV50	r50Jpc	rJpc	probJ	NJ	MassJ	e_MassJ	MassTot	e_MassTot	CMDCl50
HXHWL_15            	o	13.78353686	    94	   94	259.08493062	-2.506e+00	   5.17260044	   5.28619697	  18.64287363	 0.13530747	 0.01395590	 0.17117850	 0.01765571	  0.72991734	 0.04420435	 0.00455933	  1285.98306728	  1289.88222589	   1293.80510127	  -8366.12850842	  -1265.33543415	    -34.97331142	  14.50747399	  24.51884681	   7.39271047	  11	 7.90218544	 0.86632228	  3.92450310	   8.64351414	 1.000e+00	  72	   224.23479449	    27.22130204	   295.04728237	    36.54062348	 0.99630362
HXHWL_17            	o	 6.60827443	    37	   32	226.54300757	 1.292e-01	   3.18808021	   7.03619216	   7.03619216	 0.11082545	 0.01959136	 0.12883238	 0.02277456	  0.89294285	 0.04846947	 0.00856827	  1054.79888016	  1059.64424672	   1064.53433446	  -8850.79753240	   -769.18344640	     25.05323960	  38.50021416	  12.96000570	   4.58205396	   8	 8.47216702	 0.40976864	  3.09961915	   6.88032651	 1.000e+00	  31	   101.57073919	    14.14274717	    99.66917198	    16.25123731	 0.99853894
HXHWL_18            	o	10.14418413	    45	   45	165.41395742	-1.999e+00	   4.97690017	  11.91846368	  11.91846368	 0.11166415	 0.01664591	 0.13552856	 0.02020341	  0.95618583	 0.03344976	 0.00498640	  1001.32851446	  1005.42163189	   1009.54834944	  -9094.48503528	    253.04583899	    -11.78089330	  -9.60008916	  20.88728692	   9.34107868	   5	 7.83656073	 0.76185748	  3.03579377	   6.53709674	 1.000e+00	  30	    82.44030730	    19.97393426	   141.23625624	    26.32052312	 0.99607727
HXHWL_20            	o	12.04442678	    72	   72	303.12166590	-8.793e-01	   2.90876211	   2.59017837	  11.63992259	 0.08460239	 0.00997049	 0.08117710	 0.00956681	  0.64590646	 0.03950149	 0.00465530	  1466.09721285	  1472.05520376	   1478.06181695	  -7317.77121704	  -1232.71964282	     -3.85174494	 -11.56140587	   1.90888661	   0.95444330	   4	 7.82574821	 1.79292125	  2.84610446	   9.48830053	 1.000e+00	  70	   389.05168615	    22.01903121	   395.39549202	    25.81702199	 0.99704903
HXHWL_21            	o	 8.70079323	    61	   54	224.62469553	 3.438e+00	   4.96175707	   8.43587745	  13.57916771	 0.08026387	 0.01092253	 0.07151143	 0.00973147	  0.46387627	 0.03738492	 0.00508744	  1999.83191693	  2014.63109614	   2029.65094246	  -9552.94011755	  -1412.64933975	    145.27671568	  37.05287456	  29.24103505	  14.62051752	   4	 8.90408659	 0.18321931	  4.15890206	   7.73494879	 9.994e-01	  37	   154.54007286	    31.34825079	   199.45645321	    53.60803081	 0.99837059
HXHWL_22            	o	11.44813659	   101	   99	224.06815078	 1.126e+00	   4.60131104	  10.80440368	  11.43892910	 0.09440114	 0.00948767	 0.09737861	 0.00978692	  0.86872226	 0.04782990	 0.00480709	  1090.11691541	  1094.02127666	   1097.95370614	  -8907.83308780	   -760.75882609	     44.31723073	  10.24230168	   9.38642604	   2.09886867	  20	 8.23094177	 0.19350326	  4.37908282	   9.51105533	 1.000e+00	  91	   264.04170939	    25.78395096	   281.11456787	    30.89244107	 0.99219570
HXHWL_27            	o	 5.58897546	    64	   41	333.89528102	-4.298e+00	   2.49526831	   4.42039092	   4.42039092	 0.13749400	 0.02147295	 0.13038070	 0.02036204	  0.59155971	 0.04085905	 0.00638111	  1553.33907964	  1561.66339838	   1570.07741759	  -6723.86169289	   -685.22110305	    -99.81657815	 -33.56036792	   4.99624377	   2.49812188	   4	 8.74582911	 0.87968886	  3.36630810	   7.55937051	 1.000e+00	  58	   235.14790476	    27.72472360	   253.70174985	    34.34815968	 0.99151385
HXHWL_28            	o	12.73439080	   106	   76	100.80042070	 6.203e-01	   3.12519282	   6.29361680	   6.29361680	 0.08591012	 0.00985457	 0.10081013	 0.01156371	  0.63031948	 0.04345385	 0.00498450	  1518.01203164	  1524.60892292	   1531.26340126	  -8407.60626536	   1497.51429100	     38.03841598	  34.45933583	  49.44176182	  34.96060505	   2	 7.84669328	 1.96977115	  3.73489944	   9.81269061	 1.000e+00	  93	   321.47345947	    68.89757570	   365.16679450	    75.60615523	 0.99406004
HXHWL_29            	o	17.38183976	   130	  130	  2.38941108	-2.851e-01	   2.80850888	   1.16122892	  24.01508511	 0.19766234	 0.01733613	 0.25135657	 0.02204543	  1.64340212	 0.06536938	 0.00573327	   592.14560031	   593.17406564	    594.20610976	  -7529.33184205	     24.72916908	     16.33185908	   0.74429452	   9.84842212	   1.53806513	  41	 7.94691539	 0.49468140	  2.30811608	   8.07780135	 1.000e+00	 100	   234.30279662	    28.83494889	   294.63298736	    40.64157258	 0.99802488
HXHWL_30            	o	10.85266772	    65	   62	 24.94646420	-6.085e+00	   3.65842437	   8.85827573	   9.03366216	 0.17815361	 0.02262553	 0.17196307	 0.02183933	  0.91234817	 0.04471950	 0.00567938	  1042.17820364	  1045.92518334	   1049.69920356	  -7179.25970505	    438.65521324	    -92.47862235	  -1.98782008	  26.71799374	   7.71282044	  12	 8.31024551	 0.85178488	  2.76933722	   7.07336440	 1.000e+00	  50	   171.83432048	    27.99521611	   208.71262076	    31.83374715	 0.99937570
HXHWL_31            	o	 7.34837504	    51	   25	 86.39600981	-4.819e-01	   1.20761183	   2.25382313	   2.25382313	 0.08836490	 0.01767298	 0.10060677	 0.02012135	  0.50808474	 0.01911367	 0.00382273	  1892.99241138	  1905.85277729	   1918.88907660	  -8002.21529660	   1902.01630689	      4.46654316	             	             	             	   0	 7.95014811	 1.79417551	  2.33232676	   8.87232650	 1.000e+00	  50	   253.29366435	    44.78924873	   254.85344232	    46.54829186	 0.99283919
HXHWL_33            	o	16.19190309	   126	  122	343.05076083	 2.657e+00	   3.02984306	   4.80268189	   8.52706472	 0.16389473	 0.01483833	 0.15918396	 0.01441184	  0.89794352	 0.05861712	 0.00530694	  1062.85516220	  1065.79568345	   1068.75252047	  -7103.44516377	   -310.37247508	     67.59387330	  -4.83169525	  14.47412660	   3.86837305	  14	 7.97898960	 1.09320027	  3.05791665	   9.55582447	 1.000e+00	 123	   447.24982030	    53.11338967	   458.68071950	    54.81133466	 0.99973768
HXHWL_34            	o	11.49293602	    73	   61	309.88627174	 1.281e+00	   2.92588341	   6.41440973	   6.41440973	 0.13693264	 0.01753243	 0.08673625	 0.01110544	  0.77316786	 0.03543910	 0.00453751	  1232.49858663	  1236.50188343	   1240.53127131	  -7329.17777216	   -948.55500895	     46.40173635	  -8.02596544	  17.48590326	   5.04774548	  12	 8.41980791	 0.65378290	  3.24438783	   7.64757617	 9.999e-01	  66	   205.71302547	    33.90943650	   240.56166508	    31.05095922	 0.99691522
HXHWL_35            	o	 6.20871316	    31	   26	161.10047835	-6.796e-01	   3.50259528	   8.01803009	   8.01803009	 0.06602661	 0.01294888	 0.08882983	 0.01742096	  0.49245519	 0.03364305	 0.00659794	  1840.26502206	  1859.37813601	   1878.89243683	  -9881.03519996	    602.22957928	      3.24861193	             	             	             	   0	 8.03619528	 1.02169788	  4.29586583	   9.61924712	 1.000e+00	  29	   217.42238482	    23.82675664	   228.33997668	    29.71354913	 0.98760581
HXHWL_36            	o	 7.16594385	    29	   28	263.26543131	-6.855e+00	   3.68106718	   7.59076761	   7.59076761	 0.08388008	 0.01585184	 0.10196455	 0.01926949	  0.95838646	 0.04895718	 0.00925204	   992.95369859	   998.32574557	   1003.75623610	  -8238.51556780	   -984.34967769	    -98.06093356	  29.23679738	   6.61615541	   4.67832836	   2	 7.99014783	 0.14170603	  3.48333694	   5.44986899	 1.000e+00	  22	    58.64765433	    13.41049054	    65.22699574	    19.43194677	 0.83270508
HXHWL_37            	o	 7.14609951	    43	   37	 20.50630342	-9.046e-01	   2.24378344	   4.41782280	   4.41782280	 0.08794977	 0.01445885	 0.12319834	 0.02025368	  0.89267165	 0.05870746	 0.00965145	  1070.05701784	  1075.15810281	   1080.30805566	  -7115.11598772	    376.59124638	      1.25009563	  23.33661233	  26.64980421	  10.07267920	   7	 8.24038982	 1.89218676	  2.35597338	   7.30545907	 1.000e+00	  43	   191.30154969	    29.55053159	   191.30154969	    29.55053159	 0.98684210
HXHWL_42            	o	11.40143633	    83	   80	252.90837992	-1.426e+00	   5.96732253	  12.27257447	  12.27257447	 0.11973773	 0.01338709	 0.14421835	 0.01612410	  0.89145239	 0.05337678	 0.00596770	  1069.15556090	  1071.90398672	   1074.66657945	  -8436.97712754	  -1024.24667184	     -5.07551475	  11.78432165	  11.06683885	   3.19472119	  12	 8.13572884	 0.43132329	  4.35553344	   7.68965897	 1.000e+00	  58	   156.23661958	    14.60885207	   233.36526695	    14.15828825	 0.99965340
HXHWL_45            	o	 9.47634657	    53	   48	111.34615398	-2.467e+00	   1.99337839	   1.85211382	   7.71411338	 0.22634896	 0.03267066	 0.11987814	 0.01730292	  0.99518834	 0.03972771	 0.00573420	   972.23671878	   974.91010149	    977.59822687	  -8476.61883500	    907.18876306	    -20.24687036	 -20.54700100	  13.19126455	   4.98582935	   7	 7.83066034	 2.13421130	  2.04484695	   8.01518154	 1.000e+00	  53	   174.34518620	    34.58829839	   174.34518620	    34.58829839	 0.99679944
HXHWL_46            	o	 9.75206122	    87	   76	 68.60337920	 2.656e+00	   3.58565341	   7.36762335	   7.36762335	 0.08294163	 0.00951406	 0.07580160	 0.00869504	  0.46073285	 0.04174510	 0.00478849	  2010.35726781	  2021.53237130	   2032.83240882	  -7385.02717138	   1880.18055181	    112.58522132	  -1.27000665	  11.33578068	   8.01560739	   2	 8.46197605	 1.60786307	  3.61807450	  10.04440663	 1.000e+00	  82	   436.91668687	    62.27349105	   483.77279149	    58.73401920	 0.99972910
HXHWL_47            	o	 8.15567931	    47	   47	327.21789214	-1.337e+00	   3.31360894	   4.87791337	   9.63600670	 0.12904797	 0.01882358	 0.10738883	 0.01566427	  0.58675595	 0.02438298	 0.00355662	  1596.08534316	  1607.20794467	   1618.48665364	  -6771.20530157	   -869.98012028	    -20.15855831	 -50.05770487	   4.50076985	   2.59852069	   3	 8.31504965	 2.49828112	  3.26094082	   8.49720591	 1.000e+00	  44	   327.63432835	    33.59642680	   343.86876440	    38.14252828	 0.98300099
HXHWL_48            	o	 9.95406796	    44	   44	225.16080179	 5.531e+00	   2.51224068	   4.63916274	   6.67526200	 0.12115045	 0.01826412	 0.12922975	 0.01948212	  0.89835885	 0.07194571	 0.01084622	  1032.79561119	  1038.33324903	   1043.93059034	  -8850.45601625	   -732.84194040	    122.73946687	   7.14269662	  18.28698286	   8.17818736	   5	 8.50643158	 0.20804882	  2.51224068	   7.08111068	 1.000e+00	  44	   110.12892322	    14.17438059	   110.12892322	    14.17438059	 0.99995619
HXHWL_49            	o	 9.18920570	    51	   41	169.76007360	-1.965e+00	   2.80472196	   5.08408578	   7.49997129	 0.08867348	 0.01384847	 0.09879714	 0.01542952	  0.64402472	 0.04201028	 0.00656090	  1458.52211734	  1466.59448134	   1474.75669756	  -9564.48296030	    260.56538555	    -25.79531382	  -5.95783361	   0.80745481	   0.57095677	   1	 8.07965469	 1.03881246	  2.91613333	   8.48115659	 1.000e+00	  42	   160.54835675	    39.85159566	   204.72001380	    44.98398687	 0.98094955
HXHWL_51            	o	12.34350065	    62	   62	 19.43658562	-2.255e+00	   2.58068247	   5.70826605	   5.70826605	 0.08470194	 0.01075716	 0.09889975	 0.01256028	  0.58680534	 0.02345049	 0.00297822	  1589.88290326	  1597.84151093	   1605.88019757	  -6616.52468946	    531.28995788	    -45.92897881	             	             	             	   0	 7.83147430	 1.65183878	  2.58068247	   8.69806391	 1.000e+00	  62	   371.14250320	    83.09005171	   371.14250320	    83.09005171	 0.99989173
HXHWL_52            	o	 7.71129075	    62	   51	220.34335964	 6.421e-01	   3.49438523	   4.72562231	  10.59519525	 0.07645855	 0.01070634	 0.08899451	 0.01246172	  0.59058339	 0.03242293	 0.00454012	  1569.69921041	  1580.32976485	   1591.10528877	  -9326.34301699	  -1022.98762723	     41.59000436	  18.88208857	  12.31719768	   7.11133740	   3	 8.38423824	 0.62265661	  3.33776959	   7.96941937	 1.000e+00	  41	   141.34550932	    29.72789941	   200.90498637	    40.08605501	 0.99652648
HXHWL_53            	o	 4.88976091	    16	   16	174.80340264	-1.219e+00	   1.87159653	   2.98841267	   5.25078147	 0.06528327	 0.01632082	 0.13061223	 0.03265306	  0.62233677	 0.03213774	 0.00803444	  1501.77307334	  1519.47675277	   1537.60281173	  -9634.94001852	    137.59455071	     -7.64732937	             	             	             	   0	 8.10585976	 0.75660360	  1.87159653	   6.65633068	 1.000e+00	  16	    76.64414771	    19.52322031	    76.64414771	    19.52322031	 0.97964489
HXHWL_55            	o	 6.08529516	    56	   45	298.45843323	-8.627e+00	   5.97312788	  11.80540657	  11.80540657	 0.18968781	 0.02827699	 0.13395005	 0.01996809	  0.75617269	 0.03429552	 0.00511247	  1257.91403077	  1262.70487771	   1267.53235666	  -7527.56280540	  -1097.56475907	   -170.12221753	   8.34800294	  17.47000153	   6.17657828	   8	 8.31148338	 0.55722290	  3.15604710	   5.23116980	 1.000e+00	  20	    62.66394389	     9.30375274	   174.42849891	    20.48242036	 0.99834061
HXHWL_56            	o	10.24908272	    40	   40	 92.54267079	-3.429e+00	   2.49864752	   2.25829612	   9.87926684	 0.10573851	 0.01671873	 0.11225956	 0.01774980	  0.75975258	 0.03736861	 0.00590850	  1263.35847385	  1269.14674146	   1274.98829284	  -8178.36917034	   1265.62737861	    -54.96478833	 -19.42333802	  13.43426470	   9.49945967	   2	 7.77486992	 0.97216791	  2.02442954	   7.35456531	 1.000e+00	  37	   142.34784315	    23.93935737	   136.45238492	    23.05556322	 0.99932671
HXHWL_58            	o	 9.42791039	    53	   47	203.35493161	 5.442e-01	   4.56289063	   9.42258212	  11.71625848	 0.04394994	 0.00641076	 0.05925657	 0.00864346	  0.48572041	 0.03650042	 0.00532413	  1860.56468536	  1873.13181188	   1885.86986143	  -9841.50532032	   -742.52283670	     42.99189395	 -14.73699251	  67.37173095	  38.89708700	   1	 7.71514583	 0.95221773	  3.99135603	  10.35203292	 1.000e+00	  41	   272.66810426	    26.14716054	   292.91565591	    60.15986220	 0.99988860
HXHWL_59            	o	 9.59441897	    46	   46	235.20760803	 1.647e+00	   3.14576440	   6.92136893	   7.94279659	 0.06665706	 0.00982805	 0.06395338	 0.00942941	  0.41661099	 0.03441561	 0.00507431	  2137.43175187	  2154.19580513	   2171.22490084	  -9350.49869711	  -1768.34765081	     85.85124001	             	             	             	   0	 7.98560882	 1.09120446	  3.14576445	   9.25658231	 1.000e+00	  46	   211.81121096	    47.35040303	   211.81121096	    47.35040303	 0.99998605
HXHWL_60            	o	13.75763904	    96	   92	210.91001762	 5.497e+00	   4.69810737	  11.08911510	  11.08911510	 0.08230690	 0.00858109	 0.11740590	 0.01224041	  0.48071263	 0.04068848	 0.00424207	  1896.43995464	  1906.96280344	   1917.60308089	  -9750.10401076	   -975.08409307	    207.63883200	  28.61987821	   7.86600530	   2.62200177	   9	 8.58160734	 0.47570682	  4.69810737	  11.55035738	 1.000e+00	  92	   386.55119840	    45.73356977	   408.18855405	    45.59657955	 0.99986371
HXHWL_62            	o	 9.19098033	    45	   45	233.59864505	-4.763e+00	   2.80748859	   3.29137070	   9.23421710	 0.09383407	 0.01398796	 0.08018091	 0.01195266	  0.51414770	 0.04754371	 0.00708740	  1789.11494259	  1803.36742619	   1817.84881010	  -9188.84510837	  -1446.47983342	   -126.21989974	  36.32170197	   0.62450726	   0.22079666	   1	 8.62445831	 1.36792010	  2.80748859	   9.25331374	 1.000e+00	  45	   222.31950116	    30.33321385	   222.31950116	    30.33321385	 0.98656511
HXHWL_65            	o	 9.24293679	    55	   45	245.80000121	 3.281e+00	   2.97934719	   7.17382043	   7.17382043	 0.08501933	 0.01267393	 0.13220384	 0.01970779	  0.99183061	 0.04610060	 0.00687227	   960.84634274	   963.72629803	    966.62356946	  -8516.23758691	   -877.59265701	     76.97143472	   7.18016686	   5.80335384	   1.67528395	  12	 8.67853594	 0.07760525	  2.74464074	   6.11767560	 9.973e-01	  39	    76.71467963	    20.75864771	   104.47244232	    28.71722894	 0.98485455
HXHWL_66            	o	 9.62255730	    95	   58	 14.83892077	 1.392e+00	   3.28729462	   6.33512797	   6.33512797	 0.11615884	 0.01525240	 0.16455867	 0.02160761	  0.57925972	 0.02795555	 0.00367074	  1604.00468071	  1610.89364089	   1617.84203043	  -6565.16794755	    412.43049086	     55.96107501	  17.32458181	  33.47188042	  12.65118164	   7	 7.32348323	 1.44349676	  4.57005132	   9.30992643	 1.000e+00	  78	   466.05019098	    79.76386743	   563.92867460	    96.71033005	 0.80492017
HXHWL_68            	o	10.02882352	    57	   53	262.66986898	-4.452e+00	   5.23221324	  10.96351116	  10.96351116	 0.10710264	 0.01471168	 0.15399401	 0.02115270	  0.80498714	 0.04497063	 0.00617719	  1181.13648598	  1185.48133206	   1189.85826146	  -8273.00418013	  -1172.24472895	    -70.84047874	   8.81151492	  14.12657741	   4.99449934	   8	 8.24301338	 0.39780439	  2.98650624	   5.27377199	 9.907e-01	  27	    52.58209364	    17.18251061	   148.10191093	    24.98383876	 0.99985415
HXHWL_71            	o	12.53600704	    67	   67	255.79565961	-4.527e+00	   5.59157915	  13.11514125	  13.11514125	 0.09699035	 0.01184926	 0.11608675	 0.01418225	  0.67879186	 0.04000932	 0.00488792	  1408.89132215	  1414.69126993	   1420.53916811	  -8468.31444159	  -1367.16059339	    -89.97527052	  15.08488417	  12.78514318	   9.04046144	   2	 8.23331451	 1.44511497	  3.63537086	   8.54471324	 1.000e+00	  51	   209.69720662	    17.91597967	   243.96099218	    32.85914149	 0.99632215
HXHWL_72            	o	 7.37000356	    51	   49	217.36907971	 4.602e-01	   9.30987674	  21.57342446	  21.57342446	 0.06221883	 0.00888840	 0.09566304	 0.01366615	  0.55965522	 0.03652999	 0.00521857	  1633.51240294	  1644.73379798	   1656.11042990	  -9429.03352821	   -998.23290553	     37.35491457	  32.03231424	  20.68051498	  10.34025749	   4	 8.69382000	 0.16733715	  4.86109482	   6.99794922	 9.406e-01	  20	    92.97942199	    21.37714948	   198.75114582	    25.66042595	 0.99746728
HXHWL_74            	o	10.29684415	    71	   64	216.74967431	-8.321e-01	   1.95166459	   2.35252980	   6.31137168	 0.09300334	 0.01162542	 0.11068983	 0.01383623	  0.42262588	 0.05837447	 0.00729681	  2178.60133832	  2202.68621723	   2227.30957557	  -9886.78280853	  -1317.77066525	     -6.67139174	  71.28984465	   0.70272239	   0.40571696	   1	 8.63039446	 1.13161415	  2.16850578	  10.04710150	 1.000e+00	  69	   243.51251853	    56.67326901	   253.75975125	    59.23950175	 0.99878836
HXWHB_10            	o	 8.81830550	    71	   57	174.27552046	-8.899e-01	   4.05645036	   7.92105595	   7.92105595	 0.09962608	 0.01319580	 0.11488543	 0.01521695	  0.38696164	 0.04724748	 0.00625808	  2281.85492689	  2302.82941778	   2324.19307499	 -10413.12613408	    229.66991577	     -9.10068618	   5.78758056	  12.69847416	   8.97917719	   2	 8.60641432	 0.93828592	  4.42826028	  11.60536648	 1.000e+00	  64	   342.60958120	    29.58868584	   335.04325423	    53.53677201	 0.99430138
Haffner_3           	o	19.20777729	   176	  174	219.83538888	 1.752e-03	   2.95641800	   2.30110108	  13.25335241	 0.09705748	 0.00735791	 0.11280186	 0.00855149	  0.36257112	 0.06836365	 0.00518264	  2428.83233613	  2448.71397153	   2468.92378255	 -10002.30658224	  -1568.60550945	     25.68533358	  45.89907628	  12.57577347	   7.26062620	   3	 8.69426775	 0.99708983	  2.95641800	  14.99812529	 1.000e+00	 174	   791.49203153	    78.14096231	   798.72304497	    80.39437274	 0.99608180
Haffner_4           	o	12.52301456	   110	  104	227.94410493	-3.626e+00	   1.93071018	   1.22652325	  10.47544212	 0.06947483	 0.00681257	 0.07314864	 0.00717281	  0.20115468	 0.06064502	 0.00594673	  3965.84988492	  4046.82989400	   4131.18595535	 -10827.98499026	  -2998.71838465	   -228.24082113	  58.41445719	   1.92524833	   1.11154264	   3	 8.70726013	 1.13154471	  2.18519894	  15.86753396	 1.000e+00	 110	   738.74088152	    97.37234270	   738.74088152	    97.37234270	 0.98812908
Haffner_5           	o	31.29608984	   473	  285	236.06113155	-4.636e+00	   2.51438503	   1.71824635	  12.71059333	 0.07924876	 0.00469429	 0.08902571	 0.00527343	  0.58112125	 0.04780413	 0.00283167	  1613.31407324	  1617.75680556	   1622.22407418	  -9022.55809632	  -1337.75370415	   -107.64941691	  -8.64380517	   7.30317613	   1.04331088	  49	 9.14963245	 0.74223131	  3.14866070	  15.74093797	 1.000e+00	 452	  1162.56376396	   235.12058732	  1134.73903431	   241.83425754	 0.94937706
Haffner_6           	o	26.34294280	   402	  393	227.86088764	 2.200e-01	   4.89991372	   4.08489749	  20.70604228	 0.09936266	 0.00501218	 0.09952435	 0.00502034	  0.20620613	 0.07330060	 0.00369753	  4324.17315157	  4371.20918277	   4419.27973224	 -11054.69053800	  -3241.30372666	     45.08705143	  84.39397182	  24.18697174	   6.70825898	  13	 8.64212608	 1.63388348	  4.94474367	  25.11455301	 1.000e+00	 396	  2805.53312433	   296.12939453	  2853.93596784	   297.93180996	 0.99933001
Haffner_7           	o	16.92975201	   136	  136	242.67078808	-6.801e+00	   3.12076835	   1.73862423	  19.34514196	 0.06867135	 0.00588852	 0.09014636	 0.00772999	  0.20003612	 0.04914893	 0.00421449	  4076.76258927	  4131.23064101	   4187.17385507	 -10006.53355072	  -3644.28508743	   -463.64372365	  85.74140561	   0.33226773	   0.19183486	   3	 8.92279959	 0.40435515	  2.91808982	  15.14392426	 1.000e+00	 127	   722.79544824	   109.20338024	   676.93839246	   124.30057416	 0.94340724
