#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:41 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:41	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/594/A27/psz2&-out.max=unlimited&-out=INDEX,NAME,GLON,GLAT,RAJ2000,DEJ2000,SNR,PIPEDET,PIPE-DET,VALID,z,MSZ,MSZ_ERR_UP,MSZ_ERR_LOW,MSZERR,Y5R500,e_Y5R500,COSMO,REDSHIFT_ID	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35940027
#Name: J/A+A/594/A27
#Title: Planck Sunyaev-Zeldovich sources (PSZ2) (Planck+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	creator=Plankc collaboration Ade P.A.R.	    First author or institution
#INFO	cites=bibcode:2016A&A...594A..27P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/594/A27	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35940027	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-04-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_594_A27_psz2:
#Name: J/A+A/594/A27/psz2
#Title: Second SZ catalogue (PSZ2) (Union catalog)
#Column	Index	(I4)	Index used to cross-reference with individual catalogues (INDEX)	[ucd=meta.id]
#Column	Name	(A18)	Source name (NAME) (1)	[ucd=meta.id;meta.main]
#Column	GLON	(F11.7)	Galactic longitude (GLON)	[ucd=pos.galactic.lon]
#Column	GLAT	(F11.7)	Galactic latitude (GLAT)	[ucd=pos.galactic.lat]
#Column	RAJ2000	(F11.7)	Right ascension (J2000) transformed from (GLON,GLAT) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination (J2000) transformed from (GLON,GLAT) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	SNR	(F8.5)	Signal-to-noise ratio of the detection (SNR)	[ucd=stat.snr]
#Column	z	(F9.6)	Redshift of cluster (REDSHIFT) (5)	[ucd=src.redshift]
#Column	MSZ	(F9.6)	? SZ mass proxy (MSZ) (6)	[ucd=phys.mass]
#Column	E_MSZ	(F9.6)	? Upper bound of 68% SZ mass proxy confidence interval (MSZ_ERR_UP) (6)	[ucd=stat.error;stat.max]
#Column	e_MSZ	(F9.6)	? Lower bound of 68% SZ mass proxy confidence interval (MSZ_ERR_LOW) (6)	[ucd=stat.error]
#Column	Y5R500	(F10.6)	Mean marginal Y5R500 as determined by reference pipeline (Y5R500)	[ucd=stat.snr]
#Column	e_Y5R500	(F9.6)	Uncertainty on Y5R500 as determined by reference pipeline (Y5R500_ERR)	[ucd=stat.error]
#Column	COSMO	(I1)	[0/1] Indicates whether detection is in the cosmology sample (COSMO)	[ucd=meta.code]
#Column	zID	(a25)	External identifier of cluster associated with redshift measurement (REDSHIFT_ID) (5)	[ucd=src.redshift]
Index	Name	GLON	GLAT	RAJ2000	DEJ2000	SNR	z	MSZ	E_MSZ	e_MSZ	Y5R500	e_Y5R500	COSMO	zID
 884	PSZ2 G192.90+29.63	192.9075375	 29.6388583	123.3039290	+29.3651998	 4.63930	 0.360465	 5.170002	 0.737849	 0.779209	  1.011536	 0.364120	0	RMJ081305.4+292014.8
 885	PSZ2 G193.31-46.13	193.3153085	-46.1342625	053.9795212	-06.9899481	 4.63345	 0.640000	 6.085709	 0.756552	 0.829687	  0.791027	 0.176572	0	
 886	PSZ2 G193.63+54.85	193.6351213	 54.8531489	152.5728755	+32.8306790	 5.85427	 0.292000	 5.185323	 0.497973	 0.544404	  2.063320	 0.729818	0	WHL J152.572+32.83
 887	PSZ2 G193.90+09.41	193.9094357	  9.4181678	102.7990898	+21.1486224	 5.06113	-1.000000	         	         	         	  4.450949	 2.322002	0	
 888	PSZ2 G194.36+14.07	194.3693099	 14.0750025	107.5619264	+22.6875302	 4.94129	 0.289000	 5.065539	 0.578170	 0.591070	  2.346271	 0.875319	0	RXC J0710.4+2240
 889	PSZ2 G194.68-49.76	194.6873979	-49.7682783	051.3417219	-09.6804547	 5.71161	-1.000000	         	         	         	  1.400381	 0.438701	0	
 890	PSZ2 G194.98+54.12	194.9802511	 54.1272058	151.7502218	+32.0212319	 5.48132	 0.374986	 5.663106	 0.649686	 0.674468	  1.241760	 0.391548	0	RMJ100655.7+315934.9
 891	PSZ2 G195.03-79.43	195.0379286	-79.4355971	023.8236155	-23.4606533	 4.67005	-1.000000	         	         	         	  1.850056	 0.939660	0	
 892	PSZ2 G195.24+29.34	195.2418617	 29.3485769	123.6578888	+27.3365605	 4.96606	 0.284176	 4.943095	 0.603071	 0.641455	  1.228145	 0.421427	0	RMJ081435.5+271915.7
 893	PSZ2 G195.39-29.08	195.3932297	-29.0882824	069.3003417	+00.7271491	 5.43679	 0.284200	 5.561950	 0.612509	 0.648716	  1.614767	 0.537321	0	RXCJ0437.1+0043
 894	PSZ2 G195.60+44.06	195.6042825	 44.0664485	140.0993066	+30.5037545	 7.56083	 0.295200	 6.130715	 0.459614	 0.495533	  2.095674	 0.680286	1	RXC J0920.4+3030
 895	PSZ2 G195.65-17.67	195.6599089	-17.6758475	079.1680765	+06.5066677	 4.90574	 0.028400	 1.660515	 0.185453	 0.189479	  8.466730	 2.621496	0	RXC J0516.6+0626
 896	PSZ2 G195.75-24.32	195.7577842	-24.3206054	073.5266638	+02.9622520	11.78439	 0.203000	 7.800380	 0.403368	 0.413187	  5.691766	 0.992763	1	RXC J0454.1+0255
 897	PSZ2 G196.65-45.51	196.6577117	-45.5185512	055.7313311	-08.6606033	 4.91021	-1.000000	         	         	         	  1.537715	 0.599514	0	
 898	PSZ2 G197.13+33.46	197.1348596	 33.4680781	128.6142613	+26.9731318	 4.98160	 0.456100	 5.866946	 0.635317	 0.737297	  2.207815	 1.146069	0	WHL J128.694+26.97
 899	PSZ2 G198.46+46.01	198.4669651	 46.0169320	142.7117608	+28.8476199	 6.26546	 0.299462	 5.554940	 0.518981	 0.554599	  1.785653	 0.630789	1	RMJ093049.7+285108.0
 900	PSZ2 G198.47-23.69	198.4768278	-23.6975009	075.3424178	+01.1553828	 5.70269	 0.124800	 3.629380	 0.374369	 0.374628	  3.739984	 2.249297	0	RXCJ0501.6+0110
 901	PSZ2 G198.73+13.34	198.7326184	 13.3434824	108.7047414	+18.5210065	 6.02919	-1.000000	         	         	         	  6.433941	 1.765298	0	
 902	PSZ2 G198.80-57.57	198.8055785	-57.5740644	045.5297386	-15.5701843	 4.82947	-1.000000	         	         	         	  1.111342	 0.365953	0	
 903	PSZ2 G198.90+18.16	198.9021492	 18.1647664	113.4538978	+20.3135281	 5.86283	 0.318400	 5.842621	 0.545116	 0.567492	  2.774074	 0.913910	0	WHL J113.433+20.31
 904	PSZ2 G199.09-16.61	199.0980955	-16.6135294	081.7646430	+04.2177000	 4.62144	 0.151000	 4.623632	 0.754303	 0.768824	  7.208323	 3.818645	0	RXC J0527.2+0413
 905	PSZ2 G199.61+53.41	199.6130615	 53.4106247	151.2011973	+29.2311114	 5.40493	 0.371173	 5.538029	 0.576712	 0.602148	  2.206731	 0.744172	0	
 906	PSZ2 G199.73+36.98	199.7354951	 36.9817084	133.0360632	+25.8873902	 4.60708	-1.000000	         	         	         	  0.801848	 0.184318	0	
 907	PSZ2 G199.75+46.59	199.7575020	 46.5900975	143.5387273	+28.0763834	 4.76488	 0.553387	 5.914315	 0.731606	 0.782131	  0.900683	 0.252829	0	
 908	PSZ2 G200.06+77.22	200.0656118	 77.2268513	178.5581184	+29.2430523	 5.00230	 0.360512	 4.621805	 0.569733	 0.657147	  2.108478	 0.890270	0	RMJ115415.7+291524.1
 909	PSZ2 G200.63-64.71	200.6309466	-64.7163659	039.1085852	-19.3489484	 5.13078	 0.090700	 2.479620	 0.303110	 0.324352	  3.593839	 1.535936	0	RXCJ0236.6-1923
 910	PSZ2 G200.82+27.42	200.8251946	 27.4282956	123.3944219	+22.0688736	 5.86092	 0.382015	 6.093917	 0.580655	 0.611892	  1.236013	 0.410597	0	RMJ081327.4+220331.4
 911	PSZ2 G200.95-28.16	200.9592464	-28.1646086	072.5834864	-03.0073371	 6.19541	 0.220000	 5.302291	 0.508556	 0.540957	  2.099909	 0.824949	1	
 912	PSZ2 G201.20-42.83	201.2025379	-42.8375599	059.7072371	-10.2162510	 4.70046	-1.000000	         	         	         	  1.936879	 1.108140	0	
 913	PSZ2 G201.50-27.31	201.5082844	-27.3199874	073.5591887	-03.0190208	 7.10882	 0.537700	 8.304255	 0.698157	 0.727741	  1.380477	 0.204605	1	MACSJ0454.1-0300
 914	PSZ2 G201.54+30.62	201.5413753	 30.6284334	126.8799468	+22.5541527	 6.95545	 0.334900	 6.348716	 0.532533	 0.507088	  1.608518	 0.466229	1	ZwCl 0824.5+2244
 915	PSZ2 G202.50+19.17	202.5051368	 19.1763820	115.8559427	+17.5724772	 4.83866	 0.101593	 2.605886	 0.363161	 0.380291	  3.092429	 1.054064	0	RMJ074323.1+173341.9
 916	PSZ2 G202.61-26.26	202.6128626	-26.2645046	074.9619810	-03.3718330	 4.87432	-1.000000	         	         	         	  1.274050	 0.460519	0	
 917	PSZ2 G202.66+66.98	202.6657493	 66.9806035	166.8142374	+28.7964975	 4.62707	-1.000000	         	         	         	  2.534284	 1.444704	0	
 918	PSZ2 G203.18+20.84	203.1828604	 20.8438174	117.7270980	+17.6433242	 5.28183	 0.184015	 3.520769	 0.467984	 0.471574	  5.810598	 1.914718	0	RMJ075100.8+173753.8
 919	PSZ2 G203.22+66.40	203.2274703	 66.4068686	166.1721201	+28.5491832	 5.01097	 0.579565	 5.887129	 0.680802	 0.736566	  0.830754	 0.204318	0	RMJ110444.3+283541.3
 920	PSZ2 G203.32+08.91	203.3257426	  8.9113529	106.5419128	+12.5539485	 5.15365	-1.000000	         	         	         	  3.939842	 1.803164	0	
 921	PSZ2 G203.71+50.82	203.7124950	 50.8230731	148.7731224	+26.3309135	 4.64763	-1.000000	         	         	         	  1.990708	 1.083155	0	
 922	PSZ2 G204.10+16.51	204.1092204	 16.5115427	113.9602140	+15.0979159	 6.68551	 0.122000	 3.705868	 0.341609	 0.356915	  4.527164	 2.073128	1	ZwCl 0733.1+1514
 923	PSZ2 G204.24+14.51	204.2498267	 14.5174211	112.1450221	+14.1439774	 5.87085	 0.345400	 6.011415	 0.609579	 0.673707	  1.192701	 0.261867	0	WHL J112.147+14.12
 924	PSZ2 G204.73+15.88	204.7399884	 15.8884997	113.6337842	+14.2883615	 6.10697	 0.344000	 6.221509	 0.603268	 0.629508	  1.396653	 0.340317	1	
 925	PSZ2 G204.91-69.71	204.9116111	-69.7159179	034.6922156	-22.6224957	 4.77417	-1.000000	         	         	         	  1.401567	 0.611738	0	
 926	PSZ2 G205.05-62.95	205.0538115	-62.9534113	041.6076282	-20.5268737	 8.94762	 0.310000	 7.635277	 0.480611	 0.512245	  4.655957	 1.249960	1	
 927	PSZ2 G205.48+18.70	205.4895593	 18.7010565	116.5856321	+14.7969974	 4.62855	 0.446659	 5.832057	 0.795571	 0.936356	  5.568552	 3.336350	0	RMJ074629.7+144629.5
 928	PSZ2 G205.56-44.20	205.5608164	-44.2093467	059.8764809	-13.6567333	 5.76027	-1.000000	         	         	         	  2.138354	 0.707617	0	ACO   471
 929	PSZ2 G205.65+18.10	205.6592120	 18.1054265	116.0924004	+14.4060082	 5.25062	 0.445414	 6.037405	 0.696528	 0.721557	  5.602027	 2.574498	0	RMJ074420.6+142252.4
 930	PSZ2 G205.90+73.76	205.9040774	 73.7616375	174.5533748	+27.9202955	 7.95128	 0.447400	 7.387940	 0.542452	 0.563321	  1.629337	 0.393823	1	WHL J174.518+27.97
 931	PSZ2 G205.93-39.46	205.9371946	-39.4621169	064.4063639	-11.8958720	13.77848	 0.443000	12.250381	 0.525318	 0.550231	  3.648788	 0.523331	1	MACSJ0417.5-1154
 932	PSZ2 G206.22+24.89	206.2273713	 24.8902928	122.7686677	+16.6287926	 4.63239	 0.092500	 2.274809	 0.307507	 0.344181	  3.370131	 1.426301	0	RXC J0811.0+1644
 933	PSZ2 G206.45+13.89	206.4595568	 13.8926774	112.4970061	+11.9390921	 7.30373	 0.381000	 7.238685	 0.603491	 0.614192	  1.602861	 0.357518	1	
 934	PSZ2 G206.55-43.22	206.5530757	-43.2236867	061.1062921	-13.8999821	 4.58402	-1.000000	         	         	         	  1.006804	 0.341342	0	
 935	PSZ2 G206.75-33.21	206.7557138	-33.2105747	070.4287426	-09.7668463	 4.93081	-1.000000	         	         	         	  1.657644	 0.566653	0	
 936	PSZ2 G207.88+81.31	207.8885364	 81.3137887	183.0900801	+27.5530454	10.08654	 0.353000	 7.503772	 0.437840	 0.439503	  2.461351	 0.520096	1	RXC J1212.3+2733
 937	PSZ2 G208.57-44.31	208.5724754	-44.3156775	060.6746793	-15.6732520	 4.52906	-1.000000	         	         	         	  1.949880	 1.018675	0	
 938	PSZ2 G208.60-26.00	208.6003159	-26.0063504	077.6868641	-08.0201966	10.27397	 0.219500	 7.743840	 0.475853	 0.484037	  4.239607	 0.873695	1	RXCJ0510.7-0801
 939	PSZ2 G208.61-74.39	208.6123231	-74.3945117	030.0622756	-24.9067000	 4.86215	 0.720000	 6.253783	 0.716011	 0.793516	  0.935877	 0.249242	0	
 940	PSZ2 G208.80-30.67	208.8073933	-30.6700039	073.5209548	-10.2262795	 9.47738	 0.247500	 7.255627	 0.474320	 0.488719	  2.505068	 0.598825	1	RXCJ0454.1-1014
 941	PSZ2 G209.17-80.38	209.1726445	-80.3836451	023.5560372	-26.0929582	 4.79431	 0.159700	 3.166373	 0.400004	 0.425214	  1.124599	 0.387709	0	ABELL 0214
 942	PSZ2 G209.53+43.32	209.5339492	 43.3267236	142.0006111	+20.5638075	 4.84260	 0.192000	 3.817206	 0.509852	 0.504914	  3.823488	 2.029530	0	RXC J0928.1+2032
 943	PSZ2 G209.54-36.50	209.5459007	-36.5064006	068.3765993	-13.2393288	12.20785	 0.032600	 2.713885	 0.145772	 0.154507	 14.307117	 2.925288	1	RXCJ0433.6-1315
 944	PSZ2 G209.79+10.23	209.7930882	 10.2305630	110.5963409	+07.4085830	 9.56264	 0.677000	10.727318	 0.629984	 0.664358	  2.391320	 0.511818	1	
 945	PSZ2 G210.01+50.85	210.0153762	 50.8577066	149.8407733	+22.4723478	 5.05576	 0.319000	 4.956008	 0.628646	 0.627037	  2.543930	 0.938753	0	GMBCG J149.91715+22.43516
 946	PSZ2 G210.02-56.38	210.0262622	-56.3829045	049.1152370	-20.7778694	 4.73317	-1.000000	         	         	         	  4.784073	 2.748762	0	
 947	PSZ2 G210.08-60.96	210.0852671	-60.9677942	044.4181156	-22.1627028	 6.69564	 0.322000	 6.054954	 0.562423	 0.592221	  1.302988	 0.280837	1	MACSJ0257.6-2209
 948	PSZ2 G210.22+15.56	210.2240019	 15.5671461	115.6297860	+09.3738593	 5.48717	 0.062000	 2.031349	 0.246809	 0.261038	  5.532468	 1.969795	0	RXC J0742.6+0922
 949	PSZ2 G210.37-37.00	210.3765747	-37.0066300	068.1827041	-14.0502783	 9.84468	-1.000000	         	         	         	 13.663379	 3.653263	0	
 950	PSZ2 G210.57-44.61	210.5737600	-44.6157223	060.9466993	-17.1091232	 5.64529	-1.000000	         	         	         	  2.638108	 0.947449	0	ACO   472
 951	PSZ2 G210.64+17.09	210.6485391	 17.0971563	117.2071764	+09.6685240	 7.55613	 0.480000	 7.790246	 0.605383	 0.627472	  1.484308	 0.294154	1	
 952	PSZ2 G210.71+63.08	210.7195922	 63.0811701	162.9234653	+24.9692198	 7.37338	-1.000000	         	         	         	  1.219054	 0.212433	0	
 953	PSZ2 G210.78-36.25	210.7849107	-36.2529869	069.0298470	-14.0494475	 6.31805	-1.000000	         	         	         	  2.465082	 0.922466	0	
 954	PSZ2 G211.21+38.66	211.2123742	 38.6659103	137.8044750	+17.8027433	 5.58758	 0.504900	 6.990734	 0.729213	 0.789317	  1.377470	 0.441526	0	RXC J0911.1+1746
 955	PSZ2 G211.31-60.28	211.3122423	-60.2820159	045.3097769	-22.5531685	 5.19619	-1.000000	         	         	         	  1.987473	 1.118931	0	
 956	PSZ2 G212.25-53.20	212.2527976	-53.2032498	052.7756503	-21.0275959	 5.88077	 0.188000	 4.342922	 0.455919	 0.486419	  1.868042	 0.623640	0	RXCJ0331.1-2100
 957	PSZ2 G212.44+63.19	212.4439557	 63.1911620	163.2183841	+24.2294264	 4.78182	 0.541977	 5.659371	 0.809484	 0.972380	  2.593101	 1.094342	0	RMJ105252.4+241530.0
 958	PSZ2 G212.50-61.38	212.5020612	-61.3859657	044.3123360	-23.3966880	 5.36491	 0.504900	 6.218674	 0.703486	 0.741932	  2.270675	 0.956347	0	MACSJ0257.1-2325
 959	PSZ2 G212.80+50.63	212.8030634	 50.6374252	150.1653012	+20.7206759	 4.67614	 0.218671	 4.016582	 0.448609	 0.515511	  5.252823	 3.385194	0	
 960	PSZ2 G212.82-84.04	212.8262226	-84.0406420	019.5484983	-26.9587617	 8.55630	 0.227500	 5.679254	 0.384246	 0.426114	  2.916429	 0.759385	1	RXCJ0118.1-2658
 961	PSZ2 G212.93-54.04	212.9322812	-54.0447964	052.0399033	-21.6608227	 4.85089	 0.590000	 6.215020	 0.779037	 0.724795	  1.178983	 0.395730	0	BVH2007 43
 962	PSZ2 G213.27+78.38	213.2789133	 78.3856654	179.8639685	+26.4593240	 5.26464	 0.316000	 4.815767	 0.566302	 0.589142	  0.839670	 0.178785	0	
 963	PSZ2 G213.30+50.99	213.3054827	 50.9912050	150.6297042	+20.5282712	 4.50094	 0.320500	 4.708587	 0.611051	 0.625637	  1.241242	 0.541709	0	ACO 913
 964	PSZ2 G213.39+80.59	213.3936916	 80.5944966	182.3234178	+26.6591264	 6.59568	 0.558600	 7.034222	 0.627999	 0.639460	  1.286813	 0.384250	1	WHL J182.349+26.67
 965	PSZ2 G213.73-56.15	213.7336074	-56.1572944	049.9841045	-22.6847933	 5.00908	-1.000000	         	         	         	  1.837734	 0.852477	0	
 966	PSZ2 G214.08+23.15	214.0865517	 23.1531707	124.1581133	+09.3693992	 6.78618	 0.255700	 5.692354	 0.439350	 0.453975	  2.234348	 0.554078	1	WHL J124.171+9.392
 967	PSZ2 G214.61-22.70	214.6132082	-22.7067476	083.1017298	-11.5430777	 7.53973	 0.154000	 5.394049	 0.405978	 0.409803	  6.209694	 1.926721	0	RXCJ0532.3-1131
 968	PSZ2 G215.19-49.65	215.1994805	-49.6519602	057.0010954	-21.7350523	 8.31131	 0.239900	 5.993478	 0.433971	 0.482593	  2.734512	 0.663786	1	A3168
 969	PSZ2 G215.24-26.10	215.2476523	-26.1029616	080.1757960	-13.4690123	 6.02551	 0.336000	 6.242378	 0.523509	 0.540096	  1.685139	 0.441083	0	MACSJ0520.7-1328
 970	PSZ2 G215.25-87.14	215.2550919	-87.1472672	016.0648278	-27.2074899	 4.75841	-1.000000	         	         	         	  0.727688	 0.149434	0	
 971	PSZ2 G215.51+06.58	215.5118251	  6.5846550	109.8932947	+00.7157416	11.33548	 0.219700	 8.037874	 0.417277	 0.463976	  4.645290	 0.903292	0	RXC J0719.5+0043
 972	PSZ2 G215.61+22.61	215.6116688	 22.6121515	124.2862946	+07.8691014	 6.54620	 0.249188	 5.194909	 0.491128	 0.511357	  1.234545	 0.266907	1	RMJ081710.5+075344.3
 973	PSZ2 G215.75-32.97	215.7544571	-32.9795764	073.7970446	-16.5572814	 4.53429	-1.000000	         	         	         	  0.952088	 0.342748	0	
 974	PSZ2 G216.25+10.10	216.2509608	 10.1030357	113.3567643	+01.6767467	 5.51826	-1.000000	         	         	         	  2.791649	 1.238253	0	
 975	PSZ2 G216.44-29.11	216.4420907	-29.1146494	077.7507368	-15.6326192	 5.52851	 0.470000	 6.168271	 0.743518	 0.846195	  3.718451	 1.378196	0	
 976	PSZ2 G216.62+47.00	216.6290477	 47.0082076	147.4592105	+17.1213909	 9.82794	 0.382600	 8.238750	 0.464494	 0.456130	  2.250464	 0.440062	1	RXC J0949.8+1707
 977	PSZ2 G216.76-41.84	216.7620741	-41.8471653	065.3237849	-20.3952215	 6.13898	-1.000000	         	         	         	  1.527637	 0.473467	1	ACO S  443
 978	PSZ2 G216.80+09.25	216.8089326	  9.2504096	112.8515815	+00.7967378	 5.63091	 0.273000	 5.166925	 0.565828	 0.661624	  2.836052	 1.073123	0	
 979	PSZ2 G217.09+40.15	217.0910877	 40.1588904	141.0319985	+14.1662599	 7.01676	 0.135700	 3.889829	 0.354742	 0.366719	  4.904376	 1.342670	1	RXC J0924.0+1410
 980	PSZ2 G217.40+10.88	217.4063693	 10.8850309	114.5736991	+01.0270643	 7.77638	 0.189000	 5.339805	 0.412840	 0.436879	  2.819381	 0.817135	1	RXC J0738.2+0101
 981	PSZ2 G218.54+13.26	218.5484570	 13.2653614	117.2011166	+01.1374820	 5.63154	 0.327000	 5.963966	 0.645382	 0.667463	  1.602861	 0.518776	0	
 982	PSZ2 G218.58+08.71	218.5826094	  8.7177159	113.1883998	-01.0031259	 4.62836	-1.000000	         	         	         	 22.088291	 6.563957	0	
 983	PSZ2 G218.59+71.31	218.5949099	 71.3145553	172.4647746	+23.8168350	 7.21571	 0.137100	 3.591041	 0.297706	 0.303836	  3.810066	 1.136812	1	RXC J1129.8+2347
 984	PSZ2 G218.81+35.51	218.8186960	 35.5103786	137.2880648	+10.9852137	 8.42995	 0.175100	 5.418206	 0.390756	 0.384869	  3.911501	 0.940982	1	RXC J0909.1+1059
 985	PSZ2 G219.12+44.49	219.1244956	 44.4910478	145.7492010	+14.5406837	 4.77063	 0.340300	 5.225016	 0.628076	 0.722641	  2.115276	 1.187309	0	WHL J145.739+14.50
 986	PSZ2 G219.45-35.90	219.4550299	-35.9046882	072.0470177	-20.4446196	 6.51679	 0.072000	 2.472006	 0.261637	 0.244141	  7.509564	 2.440607	1	RXCJ0448.2-2028
 987	PSZ2 G219.88+22.83	219.8841297	 22.8380874	126.2813007	+04.4563674	 7.89559	 0.232813	 5.067926	 0.435407	 0.483515	  8.689288	 2.448525	1	RMJ082500.2+042548.6
 988	PSZ2 G219.89-34.39	219.8939042	-34.3981642	073.6896098	-20.2804578	 6.32961	 0.700000	 7.916411	 0.623527	 0.685862	  1.342438	 0.382348	1	
1244	PSZ2 G269.02+46.30	269.0232563	 46.3098514	169.7936482	-10.3986763	 4.66698	-1.000000	         	         	         	  0.824519	 0.218433	0	
 989	PSZ2 G220.11+22.91	220.1145608	 22.9141906	126.4477195	+04.3036182	 6.79560	 0.224800	 4.874734	 0.412458	 0.454079	  9.956077	 3.380345	0	RXC J0825.9+0415
 990	PSZ2 G220.53-38.55	220.5354975	-38.5536951	069.6461895	-22.1036571	 6.56846	 0.067000	 2.394343	 0.232373	 0.247117	  2.659102	 1.218152	1	RXCJ0438.9-2206
 991	PSZ2 G220.74-58.91	220.7464547	-58.9194068	047.8671577	-26.9359191	 4.61904	 0.068500	 1.917821	 0.256015	 0.280213	  3.092734	 1.185166	0	RXCJ0311.4-2653
 992	PSZ2 G220.83+42.20	220.8378255	 42.2023036	144.1465744	+12.4522020	 5.81092	 0.310400	 5.750048	 0.616109	 0.667285	  1.313016	 0.380853	0	ZwCl 0934.1+1245
 993	PSZ2 G221.06-44.05	221.0688336	-44.0565992	064.0353603	-24.0544208	 5.14706	-1.000000	         	         	         	  1.235540	 0.432759	0	
 994	PSZ2 G222.52+20.58	222.5251043	 20.5843640	125.4495211	+01.2301811	 5.03580	 0.082200	 2.288994	 0.290518	 0.305801	  1.959915	 0.876310	0	RXCJ0821.8+0112
 995	PSZ2 G222.77+60.67	222.7768735	 60.6790981	162.2073106	+18.8474201	 5.28304	 0.160300	 3.499502	 0.451845	 0.475502	  2.204620	 1.172499	0	NSC J104836+185217
 996	PSZ2 G222.78+12.84	222.7833128	 12.8462446	118.7763915	-02.6983868	 6.86519	 0.369000	 6.724890	 0.587678	 0.587001	  1.804763	 0.557438	1	
 997	PSZ2 G222.99-65.70	222.9980412	-65.7044965	040.3544332	-28.6594313	 8.53530	 0.232300	 6.183716	 0.400613	 0.397075	  3.183367	 0.668626	1	RXC J0241.3-2839
 998	PSZ2 G223.04-20.27	223.0480919	-20.2784722	088.6791548	-17.7382510	 4.99131	 0.190000	 3.930460	 0.483794	 0.511514	  1.968268	 0.813229	0	ACO   551
 999	PSZ2 G223.16-68.81	223.1695454	-68.8166768	036.8096035	-28.8377414	 5.06301	 0.213800	 4.139653	 0.465631	 0.532026	  2.161418	 1.033728	0	RXC J0227.2-2851
1000	PSZ2 G223.47+26.85	223.4786762	 26.8513654	131.3705785	+03.4753992	 4.98865	 0.326900	 5.271713	 0.648236	 0.644384	  2.839246	 1.208137	0	RXC J0845.5+0327
1001	PSZ2 G223.93-60.10	223.9360019	-60.1073525	046.7528789	-28.6843703	 9.44910	 0.253700	 6.960428	 0.443436	 0.452539	  3.169157	 0.705013	1	RXCJ0307.0-2840
1002	PSZ2 G224.00+69.33	224.0012376	 69.3323912	171.0046075	+21.4893867	 8.78746	 0.190400	 5.274279	 0.351318	 0.349824	  3.397301	 0.869775	1	RXC J1123.9+2129
1003	PSZ2 G224.01-11.14	224.0168176	-11.1472810	097.7525275	-14.8352107	 6.72220	 0.620000	 8.453644	 0.706648	 0.766922	  2.456029	 0.889326	0	
1004	PSZ2 G224.03-76.42	224.0386759	-76.4267123	028.1127428	-28.9132409	 5.93903	 0.413000	 5.929870	 0.520573	 0.589818	  3.331298	 1.344612	0	MACSJ0152.5-2852
1005	PSZ2 G224.37-47.33	224.3760603	-47.3341674	061.0976569	-27.0629213	 4.69813	-1.000000	         	         	         	  1.760903	 0.703420	0	
1006	PSZ2 G224.38-24.95	224.3829157	-24.9563458	084.5847098	-20.6454280	 5.60935	 0.091500	 2.536561	 0.279292	 0.318608	  2.916015	 0.937127	0	RXCJ0538.2-2037
1007	PSZ2 G224.40-76.54	224.4044327	-76.5475585	027.9679784	-28.9898024	 6.09079	 0.413000	 5.815093	 0.473440	 0.557166	  4.518618	 1.663956	0	RXC J0152.5-2853
1008	PSZ2 G224.53-30.27	224.5374146	-30.2743174	079.2671697	-22.6129026	 4.70443	 0.200138	 3.715102	 0.511204	 0.520276	  2.503079	 1.325595	0	ABELL S0519
1009	PSZ2 G224.82+13.62	224.8284626	 13.6257673	120.4237256	-04.0646928	 5.83357	 0.294000	 5.475418	 0.552800	 0.548545	  1.894836	 0.916176	0	
1010	PSZ2 G224.86-79.51	224.8688564	-79.5162384	024.5815777	-28.8073806	 4.97966	-1.000000	         	         	         	  0.878017	 0.245250	0	
1011	PSZ2 G225.18-33.61	225.1846866	-33.6179908	075.9983808	-24.1887635	 4.67816	-1.000000	         	         	         	 11.820492	 5.793313	0	
1012	PSZ2 G225.48+29.41	225.4886961	 29.4119259	134.4753003	+03.1744233	 5.95827	 0.203000	 4.598209	 0.449771	 0.490489	  2.555730	 0.949442	0	ACO 732
