#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:06:54 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:06:54	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/galaxies&-out=Name,PA,e_PA,Ell,e_Ell,Flag,_RA,_DE&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	PA	(F5.1)	[0.2/180]? Outer isophote position angle	[ucd=pos.posAng]
#Column	e_PA	(F4.1)	[0/63]? Standard deviation in PA	[ucd=stat.error]
#Column	Ell	(F6.3)	[0.008/1]? Outer isophote ellipticity	[ucd=src.ellipticity]
#Column	e_Ell	(F6.3)	[0/0.3]? Standard deviation in Ell	[ucd=stat.error]
#Column	Flag	(A2)	[ok uz] Uncertainty flag (1)	[ucd=meta.code.error]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	PA	e_PA	Ell	e_Ell	Flag	_RA	_DE
NGC1255   	123.2	 0.7	 0.385	 0.033	ok	048.38353	-25.72519
NGC1258   	 16.5	 1.0	 0.268	 0.012	ok	048.52280	-21.77422
NGC1291   	 17.7	36.6	 0.008	 0.004	ok	049.32750	-41.10807
NGC1292   	 11.2	 0.4	 0.556	 0.005	ok	049.56206	-27.61033
NGC1297   	 13.6	 6.0	 0.064	 0.009	ok	049.80921	-19.09993
NGC1299   	 50.8	 1.2	 0.401	 0.014	ok	050.04037	-06.26189
NGC1300   	106.1	 0.0	 0.165	 0.000	ok	049.92116	-19.41136
NGC1302   	 11.6	14.2	 0.037	 0.004	ok	049.96340	-26.06062
NGC1306   	134.2	18.6	 0.073	 0.020	ok	050.26245	-25.51259
NGC1309   	 78.9	43.4	 0.047	 0.020	ok	050.52732	-15.40007
NGC1310   	 79.3	 4.9	 0.175	 0.020	ok	050.26430	-37.10169
NGC1311   	 40.3	 1.0	 0.698	 0.005	z 	050.02894	-52.18549
NGC1313   	178.5	 9.5	 0.109	 0.018	ok	049.56686	-66.49826
NGC1316C  	 85.1	 1.1	 0.518	 0.016	ok	051.24360	-37.00941
NGC1325   	 53.0	 0.5	 0.655	 0.006	ok	051.10652	-21.54404
NGC1325A  	 35.0	54.8	 0.055	 0.025	ok	051.20208	-21.33611
NGC1326   	 80.4	 3.1	 0.203	 0.014	ok	050.98499	-36.46466
NGC1326A  	 76.0	 1.1	 0.236	 0.014	ok	051.28542	-36.36361
NGC1326B  	127.8	 1.1	 0.735	 0.008	z 	051.33375	-36.38528
NGC1332   	107.0	 3.5	 0.406	 0.020	u 	051.57217	-21.33537
NGC1337   	148.5	 0.3	 0.754	 0.009	ok	052.02483	-08.38862
NGC1338   	 40.5	 3.6	 0.134	 0.009	ok	052.22731	-12.15335
NGC1339   	174.4	 5.1	 0.180	 0.027	ok	052.02742	-32.28616
NGC1341   	 18.6	32.8	 0.040	 0.017	ok	051.99346	-37.14996
NGC1345   	105.9	 8.3	 0.154	 0.030	ok	052.38206	-17.77834
NGC1347   	164.4	 0.8	 0.090	 0.025	ok	052.42412	-22.27892
NGC1350   	  4.7	 1.8	 0.473	 0.010	ok	052.78383	-33.62864
NGC1351A  	132.1	 0.1	 0.854	 0.003	z 	052.20299	-35.17816
NGC1353   	137.3	 0.2	 0.581	 0.004	ok	053.01260	-20.81916
NGC1357   	 81.0	 1.1	 0.210	 0.005	ok	053.32122	-13.66416
NGC1359   	135.2	 0.0	 0.194	 0.027	ok	053.44874	-19.49195
NGC1365   	 31.7	11.3	 0.412	 0.029	ok	053.40191	-36.14066
NGC1366   	  2.2	 0.3	 0.563	 0.006	ok	053.47357	-31.19411
NGC1367   	133.4	 0.2	 0.312	 0.012	ok	053.75500	-24.93361
NGC1385   	172.3	 1.1	 0.344	 0.005	ok	054.36801	-24.50128
NGC1386   	 25.6	 0.4	 0.596	 0.007	ok	054.19266	-35.99927
NGC1389   	 32.4	 2.1	 0.450	 0.010	ok	054.29889	-35.74614
NGC1390   	 21.6	 0.7	 0.503	 0.007	ok	054.46733	-19.00835
NGC1398   	 93.4	 0.7	 0.259	 0.004	ok	054.71721	-26.33784
NGC1406   	 18.1	 0.2	 0.798	 0.004	u 	054.84715	-31.32140
NGC1411   	 11.0	 2.5	 0.245	 0.026	ok	054.68689	-44.10062
NGC1414   	169.8	 0.3	 0.734	 0.004	ok	055.23806	-21.71391
NGC1415   	152.3	 0.5	 0.597	 0.006	ok	055.23689	-22.56446
NGC1421   	  1.4	 0.9	 0.824	 0.006	u 	055.62202	-13.48801
NGC1422   	 65.5	 0.4	 0.699	 0.003	z 	055.37943	-21.68149
NGC1425   	131.5	 0.5	 0.557	 0.009	ok	055.54806	-29.89351
NGC1427A  	 67.6	 2.2	 0.261	 0.024	u 	055.03925	-35.62956
NGC1433   	 24.3	 4.2	 0.140	 0.023	ok	055.50647	-47.22208
NGC1436   	148.2	 0.8	 0.295	 0.010	ok	055.90452	-35.85299
NGC1437B  	  1.2	 0.7	 0.596	 0.013	ok	056.47860	-36.35692
NGC1438   	 69.4	 0.7	 0.522	 0.006	ok	056.32173	-23.00250
NGC1448   	 42.7	 0.4	 0.808	 0.009	ok	056.13298	-44.64483
NGC1452   	113.7	 0.0	 0.402	 0.000	ok	056.34294	-18.63362
NGC1461   	156.2	 0.2	 0.671	 0.003	ok	057.11308	-16.39293
NGC1473   	 40.7	 1.9	 0.356	 0.011	ok	056.85478	-68.22042
NGC1476   	 83.9	 1.0	 0.598	 0.010	ok	058.03625	-44.53239
NGC1482   	118.5	 1.5	 0.429	 0.021	ok	058.66220	-20.50245
NGC1483   	125.7	 4.4	 0.190	 0.005	ok	058.19837	-47.47752
NGC1484   	 78.2	 0.4	 0.772	 0.005	z 	058.57496	-36.97064
NGC1487   	 51.6	 1.4	 0.615	 0.010	u 	058.94375	-42.36694
NGC1493   	 49.5	41.6	 0.016	 0.013	ok	059.36409	-46.21074
NGC1494   	174.2	 0.7	 0.386	 0.010	ok	059.42792	-48.90750
NGC1495   	104.5	 0.1	 0.868	 0.001	z 	059.59085	-44.46625
NGC1507   	 11.2	 0.3	 0.803	 0.002	z 	061.11400	-02.18614
NGC1510   	121.6	22.6	 0.089	 0.055	ok	060.88600	-43.40016
NGC1511   	124.0	 1.0	 0.607	 0.007	ok	059.89875	-67.63500
NGC1511A  	107.1	 0.5	 0.714	 0.004	ok	060.07710	-67.80677
NGC1511B  	 95.0	 0.9	 0.762	 0.012	ok	060.22583	-67.61194
NGC1512   	 74.5	 1.9	 0.265	 0.012	ok	060.97617	-43.34885
NGC1515   	 17.7	 0.4	 0.742	 0.004	ok	061.01133	-54.10006
NGC1518   	 32.1	 1.1	 0.582	 0.020	ok	061.70712	-21.17262
NGC1519   	108.4	 0.1	 0.669	 0.002	ok	062.03163	-17.19291
NGC1532   	 34.3	 1.3	 0.686	 0.014	u 	063.01806	-32.87421
NGC1533   	127.0	12.8	 0.037	 0.008	ok	062.46605	-56.11844
NGC1546   	147.4	 0.2	 0.561	 0.020	ok	063.65226	-56.06081
NGC1553   	152.9	 0.7	 0.278	 0.004	ok	064.04361	-55.78014
NGC1556   	172.0	 1.1	 0.517	 0.031	ok	064.43681	-50.16446
NGC1559   	 65.1	 1.7	 0.395	 0.012	ok	064.39909	-62.78369
NGC1566   	 85.9	 6.4	 0.154	 0.008	ok	065.00175	-54.93781
NGC1592   	 93.3	 2.1	 0.678	 0.013	u 	067.42024	-27.40869
NGC1596   	 18.7	 0.6	 0.701	 0.012	z 	066.90878	-55.02783
NGC1602   	 84.0	 1.0	 0.381	 0.026	u 	066.97907	-55.05784
NGC1637   	 32.7	 2.0	 0.220	 0.020	ok	070.36762	-02.85804
NGC1640   	 42.8	 6.9	 0.087	 0.000	ok	070.56056	-20.43478
NGC1672   	148.5	 3.4	 0.106	 0.014	ok	071.42730	-59.24741
NGC1679   	166.9	 1.9	 0.190	 0.034	ok	072.48160	-31.96551
NGC1688   	  1.5	 1.1	 0.362	 0.006	ok	072.09912	-59.80031
NGC1703   	143.1	 5.2	 0.086	 0.007	ok	073.21727	-59.74222
NGC1705   	 48.2	 2.9	 0.323	 0.019	ok	073.55625	-53.36106
NGC1744   	167.6	 1.5	 0.578	 0.004	ok	074.99084	-26.02221
NGC1792   	136.1	 0.2	 0.478	 0.014	ok	076.31022	-37.98075
NGC1800   	105.0	 2.6	 0.383	 0.023	ok	076.60724	-31.95422
NGC1808   	125.8	 2.8	 0.268	 0.009	ok	076.92643	-37.51305
NGC1809   	144.8	 1.2	 0.706	 0.009	u 	075.52087	-69.56828
NGC1824   	158.6	 0.3	 0.817	 0.001	z 	076.73417	-59.72389
NGC1827   	119.6	 0.1	 0.834	 0.001	z 	077.51911	-36.96024
NGC1853   	 41.8	 0.2	 0.646	 0.004	ok	078.06889	-57.39904
NGC1879   	 52.3	 2.1	 0.310	 0.012	ok	079.95125	-32.14222
NGC1892   	 76.4	 1.5	 0.648	 0.007	ok	079.28749	-64.95981
NGC2101   	 73.3	 0.7	 0.601	 0.008	u 	086.59625	-52.08917
NGC2104   	167.3	 0.5	 0.518	 0.012	ok	086.76988	-51.55295
NGC2320   	136.3	 1.9	 0.283	 0.025	ok	106.42510	+50.58110
NGC2460   	 45.3	 4.8	 0.301	 0.039	ok	119.21779	+60.34938
NGC2500   	 63.7	 3.6	 0.121	 0.034	ok	120.47177	+50.73710
NGC2537   	170.1	 3.1	 0.173	 0.021	ok	123.31101	+45.98979
NGC2541   	167.8	 3.8	 0.488	 0.031	ok	123.66697	+49.06144
NGC2543   	 40.6	 7.1	 0.498	 0.023	ok	123.24148	+36.25451
NGC2550   	102.7	 0.4	 0.570	 0.005	u 	126.14017	+74.01231
NGC2551   	 57.1	 1.4	 0.359	 0.021	ok	126.20956	+73.41200
NGC2552   	 43.4	 1.7	 0.295	 0.012	ok	124.83158	+50.00578
NGC2591   	 33.2	 0.1	 0.817	 0.003	z 	129.35637	+78.02644
NGC2604   	 46.6	 3.7	 0.129	 0.020	ok	128.34607	+29.53862
NGC2608   	 37.8	 2.6	 0.282	 0.024	ok	128.82237	+28.47352
NGC2633   	  3.7	 0.6	 0.359	 0.006	ok	132.01936	+74.09879
NGC2634A  	 67.9	 1.2	 0.720	 0.007	ok	132.15906	+73.93932
NGC2648   	145.6	 1.0	 0.711	 0.006	ok	130.66594	+14.28550
NGC2654   	 64.9	 0.5	 0.730	 0.012	ok	132.29947	+60.22112
NGC2655   	109.8	24.7	 0.058	 0.029	ok	133.90721	+78.22308
NGC2681   	116.6	15.5	 0.019	 0.010	ok	133.38641	+51.31371
NGC2683   	 43.1	 0.1	 0.740	 0.001	u 	133.17227	+33.42180
NGC2684   	 50.2	16.8	 0.193	 0.046	ok	133.72522	+49.16042
NGC2685   	 49.9	 4.3	 0.367	 0.008	ok	133.89479	+58.73441
NGC2701   	 16.6	 4.1	 0.287	 0.019	ok	134.77383	+53.77176
NGC2710   	118.6	 1.9	 0.560	 0.013	ok	134.95142	+55.70644
NGC2712   	179.5	 1.6	 0.509	 0.018	ok	134.87691	+44.91400
NGC2715   	 20.9	 0.7	 0.622	 0.010	ok	137.02582	+78.08516
NGC2726   	 88.2	 0.1	 0.616	 0.002	ok	136.23691	+59.93297
NGC2731   	 70.3	 3.6	 0.256	 0.018	ok	135.53497	+08.30177
NGC2732   	 65.7	 0.3	 0.696	 0.005	z 	138.35320	+79.18738
NGC2735   	 94.6	 0.4	 0.637	 0.012	u 	135.66098	+25.93459
NGC2742   	 86.5	 1.7	 0.499	 0.013	ok	136.88970	+60.47929
NGC2743   	107.4	 3.6	 0.347	 0.050	ok	136.22500	+25.00405
NGC2748   	 41.2	 0.7	 0.705	 0.019	ok	138.42932	+76.47534
NGC2750   	 98.4	 4.2	 0.109	 0.015	ok	136.44955	+25.43736
NGC2764   	 22.0	 0.9	 0.669	 0.006	ok	137.07298	+21.44345
NGC2768   	 86.8	 5.0	 0.323	 0.010	u 	137.90627	+60.03721
NGC2770   	145.5	 0.5	 0.712	 0.019	ok	137.39009	+33.12341
NGC2775   	163.5	 1.9	 0.185	 0.023	ok	137.58380	+07.03792
NGC2776   	 78.2	58.0	 0.028	 0.020	ok	138.06055	+44.95489
NGC2780   	153.7	 1.6	 0.314	 0.014	ok	138.18486	+34.92551
NGC2782   	108.9	 2.6	 0.161	 0.008	ok	138.52133	+40.11380
NGC2787   	108.5	 0.8	 0.444	 0.010	ok	139.82724	+69.20340
NGC2793   	 93.4	 2.1	 0.141	 0.016	ok	139.19279	+34.43167
NGC2798   	158.7	 1.0	 0.510	 0.009	ok	139.34564	+41.99971
NGC2799   	121.1	 0.8	 0.729	 0.007	u 	139.37932	+41.99414
NGC2805   	139.6	 4.2	 0.215	 0.020	ok	140.08502	+64.10277
NGC2814   	178.4	 0.9	 0.659	 0.011	z 	140.29802	+64.25326
NGC2820   	 64.0	 0.3	 0.836	 0.011	z 	140.43985	+64.25802
NGC2841   	149.5	 0.2	 0.543	 0.008	u 	140.51106	+50.97648
NGC2844   	 13.5	 0.7	 0.443	 0.007	ok	140.45010	+40.15122
NGC2854   	 52.8	 1.8	 0.493	 0.014	u 	141.01315	+49.20435
NGC2859   	 81.8	 1.4	 0.203	 0.017	ok	141.07729	+34.51338
NGC2882   	 79.8	 1.3	 0.514	 0.019	ok	141.65051	+07.95455
NGC2893   	 49.1	39.6	 0.046	 0.025	ok	142.57062	+29.53999
NGC2894   	 27.1	 1.7	 0.548	 0.019	ok	142.37604	+07.71882
NGC2903   	 19.6	 0.2	 0.513	 0.010	ok	143.04213	+21.50083
NGC2906   	 81.8	 0.6	 0.410	 0.002	ok	143.02603	+08.44191
NGC2919   	156.6	 0.6	 0.608	 0.010	ok	143.69812	+10.28373
NGC2938   	 93.1	 3.8	 0.383	 0.015	ok	144.59907	+76.31962
NGC2962   	  8.5	 1.1	 0.344	 0.019	ok	145.22461	+05.16582
NGC2964   	 98.0	 0.9	 0.403	 0.020	ok	145.72605	+31.84721
NGC2966   	 43.1	36.1	 0.190	 0.085	ok	145.54785	+04.67315
NGC2967   	 64.0	62.5	 0.041	 0.017	ok	145.51388	+00.33648
NGC2968   	 67.6	 1.0	 0.270	 0.008	ok	145.80005	+31.92884
NGC2974   	 47.2	 0.9	 0.303	 0.009	ok	145.63861	-03.69912
NGC2976   	144.0	 0.9	 0.401	 0.013	ok	146.81441	+67.91638
NGC2978   	 70.4	 5.2	 0.161	 0.069	ok	145.81981	-09.74565
NGC2985   	175.0	 5.5	 0.214	 0.026	ok	147.59264	+72.27865
NGC2986   	 33.7	 4.3	 0.164	 0.016	ok	146.06685	-21.27829
NGC3003   	 78.5	 0.5	 0.760	 0.005	ok	147.15021	+33.42149
NGC3018   	 15.2	 3.9	 0.394	 0.022	u 	147.42265	+00.62121
NGC3020   	 99.3	 1.6	 0.503	 0.030	ok	147.52750	+12.81360
NGC3021   	106.5	 4.6	 0.330	 0.020	ok	147.73797	+33.55347
NGC3023   	 78.2	 1.3	 0.435	 0.023	ok	147.46932	+00.61788
NGC3024   	124.5	 0.5	 0.788	 0.011	z 	147.61414	+12.76562
NGC3026   	 79.5	 1.2	 0.714	 0.011	ok	147.73045	+28.55118
NGC3027   	130.4	 0.9	 0.679	 0.027	ok	148.91930	+72.20357
NGC3031   	156.3	 1.0	 0.457	 0.007	ok	148.88822	+69.06529
NGC3032   	 96.6	 2.4	 0.205	 0.012	ok	148.03412	+29.23628
NGC3034   	 66.9	 0.2	 0.655	 0.004	z 	148.96846	+69.67970
NGC3041   	 90.0	 3.3	 0.373	 0.016	ok	148.27977	+16.67769
NGC3043   	 80.3	 0.3	 0.656	 0.006	ok	149.06189	+59.30709
NGC3044   	113.4	 0.1	 0.866	 0.002	ok	148.42035	+01.57965
NGC3049   	 28.6	 0.5	 0.404	 0.010	ok	148.70688	+09.27164
NGC3055   	 63.8	 0.9	 0.418	 0.014	ok	148.82520	+04.27008
NGC3057   	 13.0	 2.8	 0.398	 0.018	ok	151.41377	+80.28567
NGC3061   	162.8	 8.5	 0.172	 0.037	ok	149.05025	+75.86655
NGC3065   	 12.7	11.9	 0.091	 0.024	ok	150.48044	+72.17029
NGC3066   	132.0	27.1	 0.099	 0.021	ok	150.54544	+72.12526
NGC3067   	103.2	 0.3	 0.673	 0.007	ok	149.58774	+32.36999
NGC3073   	 91.6	 5.1	 0.157	 0.022	ok	150.21684	+55.61894
NGC3077   	 63.8	 1.8	 0.222	 0.016	ok	150.82947	+68.73396
NGC3079   	165.0	 0.9	 0.742	 0.004	z 	150.49085	+55.67979
NGC3094   	 34.7	 4.8	 0.099	 0.024	u 	150.35799	+15.76994
NGC3098   	 89.0	 0.2	 0.730	 0.007	z 	150.56946	+24.71109
NGC3104   	 29.7	 9.8	 0.410	 0.050	u 	150.98787	+40.75597
NGC3115   	 44.1	 0.2	 0.567	 0.014	u 	151.30824	-07.71858
NGC3118   	 39.2	 0.5	 0.752	 0.009	ok	151.79840	+33.02787
NGC3147   	151.7	 1.9	 0.174	 0.008	ok	154.22347	+73.40065
NGC3153   	164.6	 4.2	 0.542	 0.059	ok	153.21043	+12.66669
NGC3155   	 33.8	 1.1	 0.468	 0.005	u 	154.41615	+74.34736
NGC3162   	 29.2	 6.2	 0.140	 0.021	ok	153.38155	+22.73757
NGC3165   	177.9	 1.7	 0.500	 0.010	ok	153.38083	+03.37550
NGC3166   	 79.6	 2.8	 0.437	 0.013	ok	153.44031	+03.42467
NGC3169   	 56.3	 3.9	 0.223	 0.033	ok	153.56291	+03.46612
NGC3177   	137.5	11.8	 0.124	 0.025	ok	154.14233	+21.12287
NGC3182   	133.1	 2.4	 0.218	 0.022	ok	154.88756	+58.20582
NGC3184   	 45.2	28.6	 0.040	 0.011	ok	154.57077	+41.42438
NGC3185   	136.3	 1.2	 0.350	 0.012	ok	154.41077	+21.68828
NGC3187   	 79.9	 5.5	 0.621	 0.028	u 	154.44937	+21.87328
NGC3190   	111.1	 0.0	 0.316	 0.000	ok	154.52351	+21.83194
NGC3193   	  3.7	 5.7	 0.201	 0.043	ok	154.60368	+21.89398
NGC3198   	 33.6	 0.9	 0.666	 0.010	ok	154.97912	+45.54969
NGC3206   	 16.8	 3.6	 0.268	 0.062	ok	155.44826	+56.93041
NGC3213   	128.3	 3.0	 0.217	 0.015	ok	155.32213	+19.65168
NGC3220   	 93.6	 3.2	 0.500	 0.011	ok	155.93443	+57.02711
NGC3225   	154.8	 3.2	 0.484	 0.011	ok	156.29137	+58.15002
NGC3227   	148.8	 2.1	 0.473	 0.013	u 	155.87737	+19.86508
NGC3239   	 72.9	20.2	 0.505	 0.082	u 	156.27600	+17.16050
NGC3245A  	147.1	 0.8	 0.834	 0.012	ok	156.75477	+28.63940
NGC3246   	 94.2	 1.3	 0.477	 0.028	ok	156.67402	+03.86211
NGC3248   	118.6	 2.0	 0.385	 0.013	ok	156.93927	+22.84717
NGC3252   	 35.9	 0.2	 0.751	 0.006	u 	158.59627	+73.76498
NGC3254   	 45.9	 0.4	 0.713	 0.009	ok	157.33301	+29.49144
NGC3259   	 20.1	 1.4	 0.424	 0.016	ok	158.14507	+65.04105
NGC3264   	  1.0	 2.4	 0.514	 0.029	u 	158.08242	+56.08347
NGC3266   	 91.9	17.7	 0.098	 0.050	ok	158.32342	+64.74941
NGC3274   	 99.2	 3.5	 0.408	 0.020	ok	158.07200	+27.66877
NGC3277   	 33.1	 3.0	 0.242	 0.023	ok	158.23108	+28.51173
NGC3279   	151.9	 0.2	 0.896	 0.004	ok	158.67830	+11.19724
NGC3287   	 19.3	 0.8	 0.571	 0.011	ok	158.69711	+21.64833
NGC3294   	116.9	 1.3	 0.450	 0.025	ok	159.06778	+37.32459
NGC3299   	175.1	 3.6	 0.229	 0.019	ok	159.10025	+12.70700
NGC3301   	 51.6	 0.5	 0.687	 0.008	ok	159.23346	+21.88217
NGC3306   	139.6	 0.8	 0.505	 0.004	u 	159.29256	+12.65243
NGC3310   	162.2	21.5	 0.116	 0.093	ok	159.69107	+53.50330
NGC3319   	 43.0	 0.7	 0.435	 0.003	ok	159.78972	+41.68687
NGC3320   	 25.8	 2.5	 0.553	 0.019	ok	159.90217	+47.39796
NGC3321   	 29.7	 2.0	 0.519	 0.012	ok	159.71063	-11.64890
NGC3329   	138.9	 1.8	 0.352	 0.027	ok	161.16403	+76.80939
NGC3338   	 97.1	 1.6	 0.514	 0.003	ok	160.53145	+13.74693
NGC3344   	142.7	 2.7	 0.109	 0.012	ok	160.87979	+24.92222
NGC3346   	116.3	 2.5	 0.158	 0.016	ok	160.91203	+14.87198
NGC3351   	  8.4	 1.1	 0.293	 0.006	ok	160.99055	+11.70361
NGC3353   	 83.1	 6.4	 0.265	 0.032	ok	161.34329	+55.96038
NGC3359   	164.2	11.8	 0.409	 0.111	ok	161.65352	+63.22364
NGC3361   	154.0	 0.8	 0.587	 0.015	ok	161.12157	-11.20789
NGC3364   	 50.5	14.0	 0.119	 0.056	ok	162.12413	+72.42506
NGC3365   	159.1	 0.1	 0.826	 0.002	z 	161.55270	+01.81332
NGC3368   	172.6	 2.2	 0.340	 0.012	u 	161.69060	+11.81994
NGC3370   	141.9	 2.7	 0.428	 0.040	ok	161.76683	+17.27370
NGC3377A  	 56.4	 4.0	 0.087	 0.015	ok	161.84375	+14.07086
NGC3380   	 47.4	27.2	 0.065	 0.044	ok	162.05065	+28.60177
NGC3381   	 57.0	 1.4	 0.159	 0.040	ok	162.10344	+34.71125
NGC3384   	 52.9	 0.6	 0.512	 0.004	ok	162.07040	+12.62930
NGC3389   	107.0	 3.0	 0.568	 0.017	ok	162.11626	+12.53320
NGC3395   	 12.6	10.5	 0.317	 0.031	u 	162.45882	+32.98284
NGC3396   	 98.2	 3.1	 0.673	 0.017	u 	162.48308	+32.99068
NGC3403   	 75.4	 1.0	 0.596	 0.011	ok	163.47855	+73.69037
NGC3413   	179.4	 0.7	 0.476	 0.024	ok	162.83629	+32.76637
NGC3414   	 12.6	 2.7	 0.163	 0.004	u 	162.81767	+27.97497
NGC3423   	 36.1	 3.7	 0.183	 0.010	ok	162.80975	+05.84010
NGC3424   	111.7	 0.2	 0.755	 0.008	u 	162.94301	+32.90068
NGC3430   	 29.3	 1.0	 0.478	 0.012	ok	163.04756	+32.95042
NGC3432   	 39.5	 0.2	 0.761	 0.004	z 	163.12972	+36.61878
NGC3433   	 77.3	29.6	 0.067	 0.038	ok	163.01595	+10.14824
NGC3437   	118.5	 0.2	 0.592	 0.003	ok	163.14894	+22.93412
NGC3440   	 51.3	 0.9	 0.635	 0.007	u 	163.45628	+57.11876
NGC3443   	144.4	 1.2	 0.501	 0.018	ok	163.25049	+17.57363
NGC3445   	 67.8	11.8	 0.118	 0.040	ok	163.64778	+56.99069
NGC3447   	  9.7	 3.7	 0.464	 0.036	ok	163.35042	+16.77194
NGC3447A  	 98.3	 1.1	 0.718	 0.011	u 	163.35042	+16.77194
NGC3448   	 62.8	 1.1	 0.603	 0.018	u 	163.66350	+54.30523
NGC3454   	115.8	 0.1	 0.880	 0.008	z 	163.62274	+17.34405
NGC3455   	 62.4	 3.4	 0.476	 0.017	ok	163.62944	+17.28461
NGC3468   	  9.4	 2.0	 0.425	 0.012	ok	164.37984	+40.94620
NGC3471   	 10.5	 2.4	 0.339	 0.019	ok	164.78757	+61.53045
NGC3485   	 15.7	24.8	 0.063	 0.030	ok	165.00996	+14.84155
NGC3486   	 83.6	 1.5	 0.258	 0.011	ok	165.09977	+28.97482
NGC3488   	175.3	 3.0	 0.385	 0.012	ok	165.34807	+57.67749
NGC3489   	 70.9	 0.1	 0.501	 0.002	ok	165.07745	+13.90126
NGC3495   	 21.2	 0.6	 0.734	 0.027	ok	165.31737	+03.62804
NGC3501   	 28.0	 0.1	 0.860	 0.002	z 	165.69711	+17.98953
NGC3504   	131.1	 0.0	 0.025	 0.004	ok	165.79663	+27.97244
NGC3507   	 80.1	 2.9	 0.132	 0.024	ok	165.85582	+18.13534
NGC3510   	161.7	 0.4	 0.802	 0.003	z 	165.93065	+28.88711
NGC3511   	 78.4	 0.7	 0.618	 0.006	ok	165.84903	-23.08679
NGC3512   	135.5	 5.6	 0.146	 0.011	ok	166.01245	+28.03683
NGC3513   	 67.6	 8.7	 0.183	 0.018	ok	165.94200	-23.24548
NGC3521   	162.3	 0.5	 0.547	 0.005	u 	166.45247	-00.03590
NGC3522   	111.9	 1.4	 0.505	 0.006	ok	166.66855	+20.08562
NGC3526   	 56.6	 0.2	 0.818	 0.005	ok	166.73593	+07.17392
NGC3547   	  5.5	 1.2	 0.494	 0.019	ok	167.48312	+10.72074
NGC3549   	 38.0	 0.5	 0.608	 0.026	ok	167.73710	+53.38766
NGC3556   	 80.7	 0.8	 0.708	 0.038	ok	167.87903	+55.67412
NGC3583   	131.3	17.9	 0.218	 0.043	ok	168.54575	+48.31838
NGC3589   	 51.5	 2.6	 0.418	 0.016	ok	168.80846	+60.70086
NGC3592   	117.9	 0.1	 0.810	 0.005	z 	168.61351	+17.26020
NGC3593   	 89.3	 0.1	 0.557	 0.001	ok	168.65417	+12.81802
NGC3596   	108.2	34.2	 0.069	 0.042	ok	168.77592	+14.78712
NGC3599   	 41.9	10.9	 0.080	 0.031	ok	168.86230	+18.11037
NGC3600   	  7.2	 1.2	 0.627	 0.020	z 	168.96658	+41.59138
NGC3608   	138.6	 6.5	 0.122	 0.011	u 	169.24570	+18.14853
NGC3611   	 29.4	 1.5	 0.375	 0.019	ok	169.37565	+04.55543
NGC3614   	101.4	 1.5	 0.443	 0.023	ok	169.58914	+45.74829
NGC3619   	 63.5	44.6	 0.069	 0.102	ok	169.84009	+57.75768
NGC3622   	  3.0	 2.6	 0.333	 0.021	ok	170.05179	+67.24180
NGC3623   	174.0	 0.3	 0.719	 0.008	ok	169.73315	+13.09221
NGC3625   	151.9	 3.1	 0.601	 0.039	ok	170.13023	+57.78132
NGC3626   	163.2	 1.6	 0.309	 0.015	ok	170.01581	+18.35679
NGC3627   	166.2	 2.0	 0.416	 0.011	ok	170.06261	+12.99129
NGC3628   	102.6	 0.1	 0.822	 0.001	z 	170.07091	+13.58949
