#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/160/271/table1&-out.max=unlimited&-out=AGC,Flag,RAJ2000,DEJ2000,RVel,Dist,e_Dist,b/a,e_b/a,imag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51600271
#Name: J/AJ/160/271
#Title: A catalog of ~30000 galaxies with ALFALFA-SDSS (Durbala+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	creator=Durbala A.	    First author or institution
#INFO	cites=bibcode:2020AJ....160..271D	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/160/271	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51600271	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_160_271_table1:
#Name: J/AJ/160/271/table1
#Title: Basic optical properties of cross-listed objects in the ALFALFA-SDSS catalog
#Column	AGC	(I6)	[1/749512] AGC catalog identifier	[ucd=meta.id;meta.main]
#Column	Flag	(I1)	[0/3] Photometry flag (1)	[ucd=meta.code.error]
#Column	RAJ2000	(F10.6)	[0.003/360] Right Ascension (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-0.21/36.4] Declination (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	RVel	(I5)	[-430/17823] HI profile midpoint heliocentric radial velocity	[ucd=spect.dopplerVeloc;spect.line;pos.heliocentric]
#Column	Dist	(F5.1)	[0.3/260] Distance from Haynes+, 2018, J/ApJ/861/49	[ucd=pos.distance]
#Column	e_Dist	(F4.1)	[0/30.9] Uncertainty in Dist	[ucd=stat.error]
#Column	b/a	(F5.2)	[0.05/1]? Axial ratio b/a from SDSS r band	[ucd=phys.angSize;arith.ratio]
#Column	e_b/a	(F6.2)	[0.01/865]? Uncertainty in b/a (4)	[ucd=stat.error]
#Column	imag	(F5.2)	[9.58/30.89]? SDSS i band cmodel magnitude	[ucd=phot.mag;em.opt.I]
AGC	Flag	RAJ2000	DEJ2000	RVel	Dist	e_Dist	b/a	e_b/a	imag
194562	1	138.875820	+27.10111	13635	198.5	 2.3	 0.77	  0.02	17.40
194565	1	138.928330	+30.51972	11019	161.0	 2.3	 0.76	  0.01	16.59
194566	1	138.948760	+28.68667	10499	153.7	 2.2	 0.41	  0.01	16.12
194569	1	138.969590	+32.46611	 4279	 62.5	 2.4	 0.47	  0.01	17.46
194571	1	138.984160	+27.79528	 8261	121.7	 2.3	 0.36	  0.01	16.58
194572	1	138.996660	+29.15194	 4075	 59.9	 2.3	 0.90	  0.02	16.24
194578	1	139.030820	+28.00778	 6173	 91.9	 2.4	 0.66	  0.01	16.00
194587	1	139.078340	+28.88917	 6586	 97.8	 2.4	 0.72	  0.01	14.77
194591	1	139.125000	+29.92944	 7239	107.1	 2.3	 0.43	  0.01	16.25
194593	1	139.127500	+25.56833	 8156	120.4	 2.4	 0.18	  0.01	15.96
194599	1	139.177900	+28.05417	 8480	124.9	 2.3	 0.22	  0.01	15.31
194601	1	139.182920	+27.74167	 9781	143.5	 2.2	 0.42	  0.01	16.59
194603	1	139.196240	+25.05444	 7629	112.9	 2.4	 0.91	  0.02	16.26
194618	1	139.321260	+26.45028	 7403	109.6	 2.4	 0.43	  0.02	17.29
194626	1	139.371670	+26.60000	 7452	110.3	 2.3	 0.78	  0.01	14.29
194628	1	139.380000	+27.34889	14058	204.6	 2.4	 0.71	  0.02	17.29
194630	1	139.395000	+27.99667	 8495	125.1	 2.3	 0.57	  0.01	16.09
194646	1	139.483340	+25.14833	12646	184.5	 2.3	 0.35	  0.01	16.41
194647	1	139.493740	+32.64667	12769	185.9	 2.3	 0.87	  0.01	15.87
194648	1	139.497090	+30.42972	 7142	105.7	 2.3	 0.36	  0.01	16.36
194656	1	139.545840	+33.66528	 7474	110.2	 2.3	 0.37	  0.01	17.41
194659	1	139.574580	+28.16805	 8105	119.5	 2.3	 0.86	  0.03	17.01
194665	1	139.610020	+28.05917	 6807	101.0	 2.1	 0.92	  0.01	15.38
194667	1	139.612090	+26.38722	10456	153.2	 2.3	 0.31	  0.01	17.40
194668	1	139.623340	+25.96861	 7414	109.8	 2.3	 0.72	  0.01	15.64
194670	1	139.635420	+26.19083	10395	152.3	 2.4	 0.47	  0.02	16.73
194678	1	139.674160	+30.89750	 7500	110.8	 2.4	 0.19	  0.01	16.90
194688	1	139.696670	+26.37833	 8080	119.3	 2.2	 0.78	  0.01	15.18
194694	1	139.715420	+29.13722	 8200	120.8	 2.2	 0.66	  0.04	17.53
194705	1	139.752090	+25.52833	 6479	 96.4	 2.3	 0.62	  0.02	16.35
194711	1	139.786670	+35.60528	 5278	 76.6	 2.2	 0.34	  0.01	17.63
194713	1	139.795410	+29.59500	 9899	145.1	 2.4	 0.41	  0.01	16.48
194715	1	139.801250	+26.74083	 8108	119.6	 2.3	 0.69	  0.01	15.87
194717	1	139.806240	+27.46278	10124	148.4	 2.2	 0.70	  0.01	15.74
194718	1	139.816670	+25.60167	 6530	 97.2	 2.3	 0.68	  0.02	16.36
194720	1	139.826250	+26.57028	 7955	117.5	 2.3	 0.20	  0.01	16.71
194722	1	139.835010	+25.58306	 7232	107.2	 2.3	 0.87	  0.01	14.90
194726	1	139.861660	+35.87972	14254	207.0	 2.3	 0.92	  0.01	15.40
194729	1	139.900830	+26.87583	 7104	105.3	 2.4	 0.14	  0.01	16.96
194731	1	139.913760	+26.07722	 8036	118.7	 2.4	 0.27	  0.01	16.59
194739	1	139.939590	+27.02778	13565	197.6	 2.2	 0.54	  0.01	16.44
194740	1	139.940830	+26.66722	 7575	112.0	 2.3	 0.21	  0.01	16.36
194743	1	139.954570	+33.53333	 6409	 95.0	 2.4	 0.41	  0.01	17.35
194748	1	139.969590	+25.46722	14981	217.9	 2.2	 0.72	  0.01	15.83
194756	1	140.014570	+27.62778	 9857	144.6	 2.3	 0.35	  0.01	16.47
194761	1	140.040410	+27.28889	13513	196.8	 2.2	 0.35	  0.01	15.85
194765	1	140.070830	+28.02889	15740	228.6	 2.3	 0.97	  0.01	15.16
194771	1	140.108750	+27.49833	 8053	118.8	 2.3	 0.20	  0.01	16.42
194775	1	140.120830	+35.19000	 7474	110.2	 2.3	 0.53	  0.02	17.09
194777	1	140.134990	+26.56806	14653	213.2	 2.4	 0.23	  0.01	16.43
194786	1	140.190830	+35.76305	 7570	111.5	 2.4	 0.74	  0.03	17.38
194789	1	140.209580	+35.85305	 7054	104.1	 2.4	 0.78	  0.02	17.38
194795	1	140.257920	+28.18028	 7556	111.7	 2.2	 0.53	  0.01	16.45
194801	1	140.323330	+26.71000	10042	147.3	 2.4	 0.83	  0.01	14.57
194809	1	140.412510	+28.14750	 4067	 59.9	 2.4	 0.48	  0.01	16.33
194815	1	140.453750	+33.74750	 6864	101.5	 2.2	 0.53	  0.01	16.68
194816	1	140.456670	+25.72250	14971	217.8	 2.3	 0.45	  0.01	14.91
194822	1	140.490420	+28.53472	 6558	 97.4	 2.3	 0.76	  0.03	16.66
194826	1	140.521670	+35.42500	 7538	111.1	 2.4	 0.59	  0.01	15.10
194829	1	140.556670	+28.62806	 6510	 96.8	 2.2	 0.13	  0.01	16.99
194832	1	140.587100	+28.57278	 6571	 97.6	 2.5	 0.67	  0.02	17.44
194837	1	140.611660	+23.09583	 7864	116.4	 2.2	 0.47	  0.01	15.35
194841	1	140.670840	+25.93472	14807	215.4	 2.2	 0.85	  0.01	15.74
194849	1	140.759170	+26.29833	13125	191.4	 2.3	 0.69	  0.01	14.99
194853	1	140.807920	+31.44333	12673	184.7	 2.3	 0.53	  0.02	17.49
194855	1	140.822490	+31.72778	10758	157.3	 2.3	 0.62	  0.02	16.59
194858	1	140.848740	+27.55722	13584	197.9	 2.3	 0.63	  0.01	15.64
194859	1	140.865420	+32.75083	 7242	107.0	 2.3	 0.70	  0.02	17.17
194861	1	140.895420	+28.82445	 6817	101.1	 2.3	 0.39	  0.02	16.50
194864	1	140.919590	+32.88361	 7241	107.0	 2.3	 0.59	  0.01	16.29
194865	1	140.927920	+28.31972	 7996	118.0	 2.3	 0.34	  0.01	17.09
194866	1	140.927920	+28.52250	 7943	117.2	 2.4	 0.22	  0.01	15.91
194869	1	140.952090	+29.34083	 9867	144.7	 2.3	 0.92	  0.01	15.47
194870	1	140.955840	+31.54472	 4341	 63.5	 2.1	 0.71	  0.03	17.45
194871	1	140.964160	+23.07639	 9613	141.4	 2.3	 0.73	  0.01	14.90
194876	1	140.982910	+30.69139	 6830	101.2	 2.3	 0.21	  0.01	15.28
194878	1	140.991260	+33.26139	14982	217.6	 2.3	 0.56	  0.01	15.52
194879	1	141.004150	+35.87083	 8146	119.8	 2.3	 0.44	  0.01	16.55
194882	1	141.015820	+29.11722	10018	146.9	 2.3	 0.41	  0.01	16.37
194887	1	141.080830	+27.12750	 5935	 88.6	 2.4	 0.69	  0.02	17.60
194900	1	141.243740	+27.72667	14006	203.9	 2.5	 0.69	  0.01	16.11
194904	1	141.274580	+27.77806	13305	193.9	 2.4	 0.47	  0.01	16.39
194907	1	141.297500	+31.52639	 7720	113.9	 2.3	 0.80	  0.01	15.95
194917	1	141.380000	+31.74139	 7221	106.8	 2.1	 0.59	  0.01	16.89
194925	1	141.427510	+35.30611	 4893	 71.2	 2.3	 0.42	  0.01	15.30
194936	1	141.562910	+26.40944	14629	212.9	 2.3	 0.84	  0.01	15.83
194941	1	141.591250	+32.99055	13517	196.7	 2.1	 0.48	  0.01	16.31
194942	1	141.599580	+27.73195	12770	186.3	 2.3	 0.89	  0.01	15.35
194943	1	141.601260	+33.06916	13542	197.0	 2.2	 0.45	  0.01	16.20
194945	1	141.625820	+26.88722	13448	196.0	 2.2	 0.63	  0.01	16.84
194946	1	141.628330	+36.09417	 9288	136.1	 2.4	 0.96	  0.02	16.29
194947	1	141.630420	+28.38278	 9790	143.7	 2.4	 0.78	  0.01	15.29
194948	1	141.633760	+26.29722	14599	212.5	 2.4	 0.16	  0.01	17.35
194959	1	141.762500	+27.84556	13279	193.5	 2.3	 0.76	  0.01	15.62
194964	1	141.812910	+28.31667	 7971	117.7	 2.3	 0.56	  0.02	16.59
194975	1	141.870000	+29.65639	 7958	117.4	 2.3	 0.52	  0.01	16.95
194980	1	141.917500	+29.55083	 7884	116.4	 2.2	 0.22	  0.01	15.55
194981	1	141.917910	+34.53305	 5199	 75.6	 2.2	 0.84	  0.01	15.52
194989	1	141.997920	+26.32445	13645	198.8	 2.3	 0.82	  0.01	15.09
194996	1	142.010410	+26.51583	12660	184.8	 2.3	 0.19	  0.01	16.63
194997	1	142.016660	+31.98611	 6953	103.0	 2.2	 0.35	  0.01	17.16
194999	1	142.024150	+28.03250	 6432	 95.7	 2.3	 0.63	  0.02	17.05
195005	1	142.054990	+27.96222	12893	188.0	 2.2	 0.95	  0.02	16.35
195006	1	142.069990	+26.32695	13638	198.7	 2.3	 0.94	  0.03	16.72
195014	1	142.132920	+34.38917	 5165	 75.1	 2.3	 0.47	  0.01	16.57
195022	1	142.172910	+35.17139	 5410	 78.6	 2.3	 0.58	  0.01	15.94
195025	1	142.198750	+32.80917	 8088	119.1	 2.3	 0.46	  0.01	15.65
195030	1	142.217070	+27.53861	14106	205.4	 2.3	 0.63	  0.01	14.69
195032	1	142.245820	+30.08694	 7589	112.2	 2.2	 0.21	  0.01	16.99
195034	1	142.270420	+34.34528	 6869	101.6	 2.2	 0.78	  0.03	16.84
195036	1	142.282910	+31.59611	13799	200.8	 2.3	 0.30	  0.01	16.17
195038	1	142.311680	+26.79611	13838	201.6	 2.3	 0.83	  0.01	14.82
195047	1	142.367920	+31.06583	12730	185.6	 2.2	 0.86	  0.02	16.86
195052	1	142.381670	+31.96334	12723	185.4	 2.2	 0.32	  0.01	16.74
195057	1	142.427920	+30.34778	 7429	109.9	 2.3	 0.63	  0.02	17.30
195062	1	142.460010	+31.14944	 7626	112.6	 2.2	 0.51	  0.02	17.49
195063	1	142.473750	+30.24278	 7682	113.5	 2.4	 0.37	  0.01	16.99
195066	1	142.488750	+35.51111	 7023	103.8	 2.2	 0.34	  0.01	17.13
195069	1	142.504580	+29.99222	 8055	118.8	 2.2	 0.71	  0.01	15.48
195082	1	142.601670	+26.82833	17268	250.6	 2.3	 0.84	  0.02	16.26
195085	1	142.639590	+28.49944	 7923	117.0	 2.2	 0.40	  0.01	16.13
195089	1	142.674990	+30.40556	10459	153.2	 2.3	 0.61	  0.02	17.28
195096	1	142.715420	+27.53778	14072	204.9	 2.2	 0.29	  0.01	15.13
195097	1	142.720000	+30.46361	 7499	110.9	 2.2	 0.52	  0.01	15.78
195104	1	142.756670	+26.81972	12894	188.1	 2.1	 0.54	  0.01	14.69
195112	1	142.799580	+28.38944	10823	158.5	 2.1	 0.76	  0.01	15.97
195114	1	142.825820	+33.43639	15157	220.1	 2.4	 0.65	  0.01	15.28
195116	1	142.845830	+35.69750	 7956	117.1	 2.3	 0.65	  0.01	17.04
195120	1	142.893340	+32.37278	 6768	100.3	 2.3	 0.34	  0.01	15.67
195134	1	142.991260	+33.21139	12696	185.0	 2.3	 0.18	  0.01	17.41
195135	1	142.991260	+32.58222	12639	184.2	 2.1	 0.78	  0.01	15.53
195137	1	143.004170	+32.74111	12584	183.4	 2.3	 0.94	  0.02	16.13
195138	1	143.005020	+32.22889	 4711	 68.8	 2.3	 0.59	  0.01	15.95
195146	1	143.077100	+35.94722	 8165	120.1	 2.2	 0.31	  0.01	16.77
195147	1	143.080000	+31.06778	13767	200.4	 2.3	 0.81	  0.01	16.60
195150	1	143.103350	+27.00361	10120	148.5	 2.4	 0.52	  0.01	16.89
195151	1	143.116680	+35.68806	 6679	 98.9	 2.3	 0.34	  0.02	17.10
195152	1	143.138340	+35.13277	13293	193.4	 2.4	 0.38	  0.01	16.90
195155	1	143.188770	+33.63945	 8123	119.6	 2.2	 0.90	  0.01	14.83
195156	1	143.203750	+26.61972	 7603	112.6	 2.2	 0.48	  0.02	17.49
195161	1	143.239170	+32.02444	13807	200.9	 2.2	 0.62	  0.01	16.01
195170	1	143.325010	+31.00222	 8008	118.1	 2.1	 0.68	  0.01	15.69
195174	1	143.367100	+28.70861	10288	150.8	 2.3	 0.94	  0.02	16.82
195201	1	143.551670	+27.28167	13251	193.2	 2.4	 0.50	  0.01	16.21
195213	1	143.616240	+32.45889	 4719	 68.9	 2.2	 0.77	  0.01	15.40
195216	1	143.648740	+31.95889	15355	223.0	 2.4	 0.93	  0.03	17.35
195217	1	143.652510	+29.12000	10500	153.8	 2.1	 0.19	  0.01	17.06
195220	1	143.669590	+27.35500	13107	191.2	 2.3	 0.47	  0.01	16.43
195225	1	143.696670	+32.14361	 4313	 63.2	 2.4	 0.70	  0.01	16.55
195227	1	143.715420	+34.92917	12737	185.5	 2.2	 0.61	  0.01	15.01
195231	1	143.746660	+30.25778	 6882	102.1	 2.4	 0.72	  0.02	16.80
195244	1	143.795410	+32.34805	 4276	 62.6	 2.3	 0.73	  0.02	17.20
195246	1	143.805420	+29.54417	11226	164.2	 2.3	 0.62	  0.03	16.86
195248	1	143.827910	+35.64556	12586	183.3	 2.3	 0.72	  0.01	15.51
195253	1	143.874570	+33.41472	11929	174.0	 2.1	 0.42	  0.01	16.73
195254	1	143.875000	+31.73056	 8784	129.2	 2.3	 0.25	  0.01	16.91
195255	1	143.890410	+27.05722	 8367	123.5	 2.3	 0.81	  0.05	17.26
195264	1	143.972500	+29.30333	 7075	104.9	 2.3	 0.57	  0.02	17.04
195283	1	144.092910	+35.62611	12902	187.8	 2.3	 0.89	  0.01	15.91
195288	1	144.102510	+31.85139	 6749	100.1	 2.3	 0.49	  0.01	16.20
195295	1	144.129170	+27.20778	 9284	136.6	 2.3	 0.73	  0.01	14.71
195309	2	144.222500	+35.62555	 6657	 98.6	 2.3	 0.35	119.86	20.36
195312	1	144.234160	+32.87333	 6766	100.3	 2.4	 0.76	  0.03	17.28
195316	1	144.250000	+31.00167	 6543	 97.2	 2.2	 0.38	  0.01	17.16
195319	1	144.267910	+33.59111	 7934	117.0	 2.3	 0.21	  0.01	16.16
195329	1	144.430420	+27.35750	13997	203.9	 2.2	 0.27	  0.01	17.16
195330	1	144.447910	+28.13000	10269	150.6	 2.4	 0.78	  0.01	15.18
195332	1	144.468340	+35.78361	 6734	 99.7	 2.2	 0.40	  0.01	15.20
195334	1	144.497090	+35.19861	 6132	 91.1	 2.2	 0.63	  0.01	15.14
195335	1	144.505420	+31.63639	 6774	100.5	 2.3	 0.72	  0.04	17.13
195340	1	144.579570	+30.14861	16555	240.3	 2.2	 0.85	  0.01	15.67
195356	1	144.741670	+29.38278	 5690	 82.9	 2.1	 0.63	  0.02	17.44
195357	1	144.760820	+33.51556	 9725	142.6	 2.3	 0.68	  0.01	16.71
195358	1	144.773740	+35.80194	 6094	 90.6	 2.2	 0.51	  0.01	17.02
195360	1	144.779160	+33.89667	 5707	 82.9	 2.2	 0.61	  0.01	16.58
195375	1	145.003340	+35.03861	12641	184.1	 2.3	 0.76	  0.01	15.38
195378	1	145.046660	+27.54528	10048	147.5	 2.3	 0.79	  0.02	16.43
195384	1	145.094590	+34.80278	14084	204.8	 2.3	 0.37	  0.01	16.92
195387	1	145.131260	+31.88583	 4410	 64.6	 2.4	 0.52	  0.01	16.38
195392	1	145.217910	+30.93889	 6614	 98.3	 2.3	 0.66	  0.02	16.82
195401	1	145.297930	+29.25111	10310	151.2	 2.2	 0.43	  0.01	16.73
195403	1	145.304170	+28.67000	16072	233.5	 2.3	 0.21	  0.01	17.49
195405	1	145.338750	+31.84222	 8001	118.0	 2.3	 0.72	  0.01	16.38
195419	1	145.501240	+35.36444	11793	172.0	 2.3	 0.20	  0.01	16.88
195427	1	145.586240	+32.05722	 4591	 67.2	 2.3	 0.57	  0.01	17.42
195431	1	145.626250	+33.84944	 6588	 97.8	 2.3	 0.26	  0.01	17.51
195435	1	145.668750	+28.86667	 8310	122.6	 2.3	 0.49	  0.02	16.94
195452	1	145.749570	+31.78222	 6533	 97.1	 2.3	 0.95	  0.05	17.97
195454	1	145.779570	+29.97695	 7577	112.1	 2.2	 0.79	  0.03	16.50
195455	1	145.783740	+33.33916	11492	167.8	 2.3	 0.88	  0.02	16.24
195456	1	145.784150	+29.02972	 8724	128.5	 2.3	 0.54	  0.03	17.23
195466	1	145.828740	+34.77555	14118	205.3	 2.3	 0.74	  0.02	16.91
195473	1	145.957900	+28.72278	 9460	139.1	 2.3	 0.61	  0.01	15.74
195474	1	145.958330	+34.99139	 6142	 91.3	 2.1	 0.40	  0.02	17.10
195476	1	145.972920	+28.15167	13983	203.7	 2.3	 0.83	  0.02	16.57
195477	1	145.981250	+29.11583	 9021	132.8	 2.4	 0.48	  0.01	15.42
195478	1	145.989170	+31.29250	16588	240.8	 2.3	 0.73	  0.01	16.11
195496	1	146.098750	+35.30389	12864	187.3	 2.3	 0.83	  0.01	15.43
195498	1	146.107930	+34.70222	 6008	 89.4	 2.2	 0.33	  0.01	16.72
195503	1	146.137920	+28.53361	15765	229.2	 2.3	 0.44	  0.02	17.56
195515	1	146.243330	+35.31389	 8272	121.7	 2.3	 0.44	  0.01	16.67
195518	1	146.273740	+35.31916	 8271	121.7	 2.3	 0.54	  0.01	16.32
195520	1	146.292910	+35.77750	 6664	 98.8	 2.0	 0.86	  0.01	15.81
195529	1	146.346250	+28.77167	 7424	110.0	 2.2	 0.82	  0.04	17.47
195531	1	146.346250	+29.38944	 9284	136.5	 2.2	 0.51	  0.01	15.55
195533	1	146.357910	+34.62083	12041	175.6	 2.4	 0.46	  0.01	14.80
195540	1	146.408330	+33.24722	 4444	 65.0	 2.3	 0.76	  0.01	16.54
195542	1	146.414580	+35.99972	 6696	 99.2	 2.3	 0.27	  0.01	16.05
195560	1	146.532500	+33.69111	 6702	 99.4	 2.3	 0.77	  0.01	15.30
195561	1	146.535420	+32.89722	11014	161.1	 2.3	 0.96	  0.01	14.87
195565	1	146.551250	+34.77611	 6137	 91.3	 2.3	 0.58	  0.02	17.59
195568	1	146.583760	+34.79556	 6611	 98.1	 2.4	 0.36	  0.01	14.45
195589	1	146.707490	+28.07722	 7367	109.2	 2.2	 0.64	  0.02	16.37
195611	1	146.882510	+30.39833	 5076	 74.2	 2.4	 0.44	  0.01	16.30
195615	1	146.918330	+34.94722	 4694	 68.5	 2.3	 0.68	  0.01	16.67
195618	1	146.937500	+33.13305	12863	187.5	 2.3	 0.97	  0.01	16.53
195625	1	146.991260	+32.99167	 6600	 98.0	 2.2	 0.60	  0.02	16.47
195637	1	147.108340	+30.52972	16189	235.1	 2.2	 0.74	  0.01	16.49
195640	1	147.120830	+30.12861	 5126	 74.9	 2.2	 0.35	  0.01	16.38
195648	1	147.171660	+34.38361	11451	167.2	 2.4	 1.00	  0.01	14.78
195651	1	147.192500	+31.19667	 4997	 73.0	 2.2	 0.51	  0.01	16.84
195681	1	147.429990	+35.18611	 6097	 90.7	 2.2	 0.20	  0.01	16.52
195697	1	147.583760	+36.07972	 6554	 97.2	 2.2	 0.94	  0.02	16.40
195706	1	147.638730	+34.09889	 6543	 97.2	 2.2	 0.47	  0.01	16.31
195726	1	147.745000	+35.20889	 4724	 68.9	 2.3	 0.40	  0.01	16.55
195741	1	147.847090	+35.75555	 8156	120.1	 2.2	 0.92	  0.01	14.90
195746	1	147.890840	+35.70222	 8268	121.7	 2.3	 0.18	  0.01	17.29
195759	1	148.011670	+35.30139	11666	170.3	 2.3	 0.99	  0.03	17.04
195762	1	148.046250	+33.45083	 8083	119.2	 2.3	 0.68	  0.01	14.58
195781	1	148.189180	+30.03333	 6393	 95.3	 2.3	 0.72	  0.03	17.26
195789	1	148.282500	+32.09805	14933	217.1	 2.1	 0.94	  0.03	17.09
195803	1	148.379170	+30.11361	 8948	131.8	 2.4	 0.83	  0.02	15.68
195807	1	148.397080	+30.14194	15587	226.6	 2.3	 0.22	  0.01	16.09
195811	1	148.422910	+34.75861	14509	210.9	 2.2	 0.62	  0.01	15.77
195813	1	148.441650	+34.44889	 8808	129.5	 2.3	 0.95	  0.01	15.21
195816	1	148.457920	+31.39111	13170	192.0	 2.3	 0.22	  0.01	17.01
195817	1	148.484590	+34.31528	11960	174.6	 2.2	 0.25	  0.01	16.27
195826	1	148.562500	+33.39028	 8557	126.0	 2.4	 0.42	  0.01	15.03
195847	1	148.782500	+36.14806	 8318	122.4	 2.3	 0.71	  0.01	15.76
195857	1	148.830430	+30.08472	13976	203.6	 2.2	 0.88	  0.04	17.45
195880	1	149.050000	+35.88028	13180	191.9	 2.3	 0.23	  0.01	15.96
195899	1	149.111660	+35.52778	 8178	120.5	 2.2	 0.19	  0.01	15.84
195907	1	149.172070	+29.61806	16044	233.2	 2.4	 0.28	  0.01	17.35
195937	1	149.368330	+34.12389	 5247	 76.5	 2.2	 0.56	  0.01	16.61
195939	1	149.374160	+36.03472	13600	197.9	 2.3	 0.77	  0.03	17.14
195951	1	149.427490	+32.82889	 8453	124.6	 2.2	 0.55	  0.01	15.69
195957	1	149.472080	+33.91445	15221	221.2	 2.1	 0.39	  0.01	14.73
195958	1	149.482910	+33.18028	11084	162.1	 2.4	 0.44	  0.01	16.44
195969	1	149.545000	+34.00361	11350	165.9	 2.2	 0.73	  0.01	14.47
195975	1	149.608730	+32.80889	 4588	 67.2	 2.2	 0.80	  0.04	17.33
195981	1	149.692500	+31.48556	 6308	 94.0	 2.2	 0.34	  0.01	15.55
195983	1	149.702910	+35.09694	 9046	132.9	 2.2	 0.66	  0.01	16.13
195989	1	149.767090	+33.48056	14757	214.6	 2.3	 0.74	  0.01	14.76
195992	1	149.781270	+32.51972	 6465	 96.2	 2.2	 0.58	  0.01	14.83
195996	1	149.809590	+35.32666	 5921	 88.3	 2.3	 0.60	  0.01	16.54
196002	1	149.832920	+30.17861	13896	202.5	 2.4	 0.85	  0.02	17.15
196004	1	149.856670	+31.83167	11677	170.7	 2.3	 0.89	  0.02	15.78
196009	1	149.902080	+34.32028	 6346	 94.4	 2.3	 0.81	  0.01	15.74
196020	1	149.990420	+33.41500	14982	217.8	 2.0	 0.86	  0.01	15.34
196022	2	139.199170	+17.63111	 8043	119.1	 2.3	 0.73	  0.05	17.51
196035	1	137.963330	+22.95639	13301	193.9	 2.3	 0.55	  0.01	16.13
196044	1	138.898330	+20.96361	13895	202.5	 2.4	 0.38	  0.01	16.33
196057	1	139.161240	+20.31167	 9000	132.6	 2.2	 0.39	  0.01	15.35
196067	1	139.352510	+20.18944	 9137	134.6	 2.3	 0.61	  0.01	16.63
196071	1	139.429600	+20.89305	15012	218.5	 2.2	 0.25	  0.01	15.74
196081	1	139.695420	+20.77111	 8965	132.1	 2.2	 0.70	  0.01	15.66
196091	1	140.285000	+21.64139	 9257	136.3	 2.3	 0.83	  0.01	14.56
196092	1	140.523330	+21.98167	10366	152.1	 2.3	 0.52	  0.01	15.50
196094	1	140.655410	+21.95722	 7786	115.3	 2.3	 0.25	  0.01	14.82
196095	1	140.692090	+21.84528	 9681	142.4	 2.2	 0.39	  0.01	16.36
196096	1	140.697080	+22.43944	 9923	145.8	 2.1	 0.38	  0.01	15.76
196116	1	141.203740	+22.60444	 9574	140.8	 2.3	 0.25	  0.01	14.07
196118	1	141.205830	+21.57167	 8924	131.6	 2.3	 0.51	  0.01	16.90
196123	1	141.691670	+22.39222	 8052	119.1	 2.2	 0.62	  0.01	14.37
196124	2	144.374590	+21.76111	 3683	 55.0	 2.4	 0.55	  0.07	18.37
198305	3	143.722500	+17.05139	   37	  0.4	 0.0	     	      	
198307	1	135.943330	+12.73444	 5031	 74.2	 2.3	 0.73	  0.04	17.71
198309	1	145.434590	+14.18417	13878	202.8	 2.1	 0.30	  0.01	16.48
198315	1	145.252500	+19.90805	13533	197.6	 2.3	 0.81	  0.01	15.08
198317	1	135.488330	+13.75944	 8871	130.9	 2.2	 0.72	  0.01	16.43
198318	1	135.596250	+12.99833	 5134	 75.6	 2.3	 0.57	  0.02	16.99
198319	2	135.661250	+13.11639	 5169	 76.1	 2.4	 0.66	  0.17	20.02
198320	1	135.687090	+13.54583	 8981	132.4	 2.4	 0.81	  0.01	15.64
198334	1	143.965840	+09.53833	 4974	 73.7	 2.2	 0.38	  0.03	18.06
198335	2	144.268340	+09.96639	 1517	 24.2	 2.3	 0.65	  0.08	19.18
198336	1	145.275420	+08.92167	 3152	 48.0	 2.3	 0.80	  0.02	16.59
198337	2	145.713330	+09.63333	 1461	 23.4	 2.3	 0.71	  1.63	21.82
198338	2	146.535000	+08.71805	 2581	 39.7	 2.3	 0.28	  0.03	18.60
198342	1	146.734160	+08.09389	 9482	140.2	 2.1	 0.64	  0.04	18.37
198344	2	144.193340	+09.04500	 3316	 50.4	 2.4	 0.79	  0.07	18.58
198345	1	135.209990	+11.77722	17461	253.6	 2.2	 0.83	  0.01	15.85
198346	1	135.394580	+11.33194	 4264	 63.6	 2.2	 0.82	  0.13	18.57
