#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:02 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:02	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/MNRAS/443/1231/FPsample&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74431231
#Name: J/MNRAS/443/1231
#Title: 6dF Galaxy Survey: Fundamental Plane data (Campbell+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/443/1231	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/443/1231	    IVOID of underlying data collection
#INFO	creator=Campbell L.A.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.443.1231C	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/443/1231	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74431231	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_443_1231_FPsample:
#Name: J/MNRAS/443/1231/FPsample
#Title: 6dFGSv 2MASS photometric parameters (table4) and Fundamental Plane parameters (table8)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	2MASX	(A17)	2MASX designation (JHHMMSSss+DDMMSSs)	[ucd=meta.id]
#Column	Jtot	(F6.3)	J-band total extended magnitude (j_m_ext) (2)	[ucd=phot.mag;em.IR.J]
#Column	Jfwhm	(F5.2)	J-band PSF FWHM	[ucd=phys.angSize]
#Column	Jdr	(F5.2)	[0/1.3] J-band {Delta}r correction applied	[ucd=instr.param]
#Column	Jlogr	(F6.3)	[-0.01/1.63] log(R_e,J_), J-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.J]
#Column	n	(F5.2)	[0.7/6] Sersic index from GALFIT	[ucd=stat.fit.param]
#Column	Htot	(F6.3)	H-band total extended magnitude (h_m_ext) (2)	[ucd=phot.mag;em.IR.H]
#Column	Hfwhm	(F5.2)	H-band PSF FWHM	[ucd=phys.angSize]
#Column	Hdr	(F5.2)	[0/1.3] H-band {Delta}r correction applied	[ucd=instr.param]
#Column	Hlogr	(F6.3)	[-0.01/1.62] log(R_e,H_), H-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.H]
#Column	Ktot	(F6.3)	K-band total extended magnitude (k_m_ext) (2)	[ucd=phot.mag;em.IR.K]
#Column	Kfwhm	(F5.2)	K-band PSF FWHM	[ucd=phys.angSize]
#Column	Kdr	(F5.2)	[0/1.3] K-band {Delta}r correction applied	[ucd=instr.param]
#Column	Klogr	(F6.3)	[-0.12/1.62] log(R_e,K_), K-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.K]
#Column	6dFGS	(A15)	6dFGS designation (gHHMMSSs+DDMMSS)	[ucd=meta.id;meta.main]
#Column	No	(I1)	Number of observations for this galaxy	[ucd=meta.number]
#Column	p	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	[762/16857] CMB frame galaxy redshift	[ucd=phys.veloc;pos.heliocentric]
#Column	JlogRe	(F6.3)	[-0.9/1.4] log(R_e,J_), J-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_JlogRe	(F6.3)	Error on JlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	HlogRe	(F6.3)	[-0.9/1.4] log(R_e,H_), H-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_HlogRe	(F6.3)	Error on HlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	KlogRe	(F6.3)	[-0.9/1.4] log(R_e,K_), K-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_KlogRe	(F6.3)	Error on KlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	JlogIe	(F6.3)	[2.0/4.2] log(I_e,J_), J-band surface brightness at R_e,J_	[ucd=phot.mag.sb]
#Column	e_JlogIe	(F6.3)	Error on JlogIe	[ucd=stat.error]
#Column	HlogIe	(F6.3)	[1.8/4.3] log(I_e,H_), H-band surface brightness at R_e,H_	[ucd=phot.mag.sb]
#Column	e_HlogIe	(F6.3)	Error on HlogIe	[ucd=stat.error]
#Column	KlogIe	(F6.3)	[2.0/4.3] log(I_e,K_), K-band surface brightness at R_e,K_	[ucd=phot.mag.sb]
#Column	e_KlogIe	(F6.3)	Error on KlogIe	[ucd=stat.error]
#Column	logVd	(F6.3)	[2/2.7] log{sigma}_0_, aperture-corrected central velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_logVd	(F6.3)	[0.007/0.253] Error on dlogVd	[ucd=stat.error]
#Column	Mt	(F4.1)	[0/6] Average morphological code (5)	[ucd=meta.code;src.morph]
#Column	Group	(I4)	[11/1672]? Group or cluster ID	[ucd=meta.id]
#Column	Nr	(I3)	[0/213]? Richness of group or cluster	[ucd=src.class.richness]
#Column	Ng	(I3)	Number of galaxies in the group	[ucd=meta.number]
#Column	cz.gr	(I5)	[1523/17556]? CMB frame group or cluster mean redshift	[ucd=pos.frame;pos.cmb]
#Column	d5	(F7.4)	[0.2/45.2]? Projected co-moving distance d_5_ to 5th nearest neighbour (in Mpc/h) (3)	[ucd=pos.distance]
#Column	sD5	(F7.4)	? Surface density {Sigma}_5_ measured to 5th nearest neighbour (in (Mpc/h)^-2^) (3)	[ucd=src.density]
#Column	Jcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in J band (4)	[ucd=meta.code]
#Column	Js	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the J-6dFGSv sample	[ucd=meta.code]
#Column	Hcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in H band (4)	[ucd=meta.code]
#Column	Hs	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the H-6dFGSv sample	[ucd=meta.code]
#Column	Kcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in K band (4)	[ucd=meta.code]
#Column	Ks	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the K-6dFGSv sample	[ucd=meta.code]
recno	2MASX	Jtot	Jfwhm	Jdr	Jlogr	n	Htot	Hfwhm	Hdr	Hlogr	Ktot	Kfwhm	Kdr	Klogr	6dFGS	No	p	RAJ2000	DEJ2000	cz	JlogRe	e_JlogRe	HlogRe	e_HlogRe	KlogRe	e_KlogRe	JlogIe	e_JlogIe	HlogIe	e_HlogIe	KlogIe	e_KlogIe	logVd	e_logVd	Mt	Group	Nr	Ng	cz.gr	d5	sD5	Jcode	Js	Hcode	Hs	Kcode	Ks
    9337	J20164318-4545529	12.434	 2.97	 0.38	 0.593	 5.74	11.758	 2.96	 0.39	 0.593	11.529	 2.96	 0.44	 0.572	g2016432-454553	1	p	020.27866	-45.76469	 5033	-0.028	 0.045	-0.028	 0.055	-0.049	 0.074	 3.184	 0.066	 3.311	 0.081	 3.403	 0.109	 2.138	 0.089	 0.0	    	   	   	     	 1.6463	 0.7726	111111	1	111111	1	111111	1
    9338	J20170512-4335059	11.868	 3.11	 0.34	 0.656	 4.40	11.187	 3.04	 0.41	 0.619	10.898	 3.05	 0.34	 0.647	g2017052-433506	1	p	020.28476	-43.58495	 5325	 0.057	 0.036	 0.020	 0.044	 0.048	 0.057	 3.287	 0.053	 3.489	 0.065	 3.505	 0.084	 2.203	 0.036	 0.0	 253	  0	  1	 5309	 1.8940	 0.4266	111111	1	111111	1	111111	1
    9339	J20171254-5206585	12.606	 2.95	 0.68	 0.362	 6.00	11.958	 2.86	 0.73	 0.309	11.666	 2.94	 0.70	 0.347	g2017125-520658	1	 	020.28681	-52.11622	 5598	-0.214	 0.048	-0.267	 0.059	-0.229	 0.077	 3.584	 0.071	 3.804	 0.087	 3.800	 0.115	 2.265	 0.039	 0.0	    	   	   	     	 2.8178	 0.2603	111111	1	111111	1	111111	1
    9340	J20171347-6502314	13.483	 3.10	 0.80	 0.363	 6.00	12.784	 2.99	 0.81	 0.332	12.483	 3.05	 0.92	 0.284	g2017134-650232	1	p	020.28706	-65.04208	13899	 0.167	 0.062	 0.136	 0.074	 0.088	 0.099	 3.284	 0.092	 3.476	 0.110	 3.609	 0.147	 2.195	 0.058	 0.0	    	   	   	     	 5.8766	 0.0555	111111	1	111111	1	111111	1
    9341	J20171553-7913453	12.737	 3.14	 0.48	 0.609	 3.44	11.957	 3.14	 0.50	 0.565	11.797	 3.09	 0.60	 0.453	g2017155-791345	1	 	020.28765	-79.22919	14624	 0.434	 0.050	 0.390	 0.059	 0.278	 0.081	 3.154	 0.074	 3.382	 0.087	 3.571	 0.120	 2.207	 0.103	 2.0	    	   	   	     	 7.3739	 0.0375	111111	1	111111	1	111111	1
    9342	J20171638-1906113	13.183	 3.04	 0.61	 0.421	 3.24	12.413	 2.94	 0.59	 0.425	12.124	 2.95	 0.61	 0.395	g2017164-190611	1	p	020.28788	-19.10308	16072	 0.285	 0.057	 0.289	 0.067	 0.259	 0.090	 3.318	 0.084	 3.460	 0.100	 3.539	 0.133	 2.310	 0.053	 0.0	    	   	   	     	 3.7211	 0.1690	111111	1	111111	1	111111	1
    9343	J20172214-5317101	12.234	 2.88	 0.51	 0.539	 4.42	11.517	 2.90	 0.44	 0.567	11.224	 2.94	 0.29	 0.593	g2017222-531710	1	p	020.28949	-53.28617	 4344	-0.145	 0.042	-0.117	 0.050	-0.091	 0.065	 3.371	 0.062	 3.458	 0.074	 3.483	 0.097	 2.083	 0.075	 1.0	    	   	   	     	 2.6845	 0.2510	111111	1	111111	1	111111	1
    9344	J20172524-6331104	13.591	 3.02	 0.55	 0.450	 6.00	12.764	 2.92	 0.47	 0.508	12.505	 3.02	 0.66	 0.375	g2017252-633110	1	p	020.29034	-63.51947	12813	 0.221	 0.064	 0.279	 0.074	 0.146	 0.100	 3.061	 0.094	 3.126	 0.109	 3.417	 0.148	 2.188	 0.093	 1.0	    	   	   	     	14.2327	 0.0106	111111	1	111111	1	111111	1
    9345	J20174415-2214203	11.959	 3.12	 0.24	 0.807	 6.00	11.234	 2.99	 0.21	 0.811	11.070	 3.02	 0.28	 0.717	g2017442-221420	1	p	020.29560	-22.23900	 8254	 0.395	 0.037	 0.399	 0.045	 0.305	 0.061	 2.986	 0.055	 3.115	 0.067	 3.308	 0.091	 2.219	 0.043	 0.0	    	   	   	     	 3.1476	 0.1606	111111	1	111111	1	111111	1
    9346	J20174521-4621013	13.540	 3.03	 0.72	 0.356	 5.29	12.766	 3.00	 0.64	 0.402	12.395	 3.05	 0.70	 0.381	g2017453-462102	1	p	020.29590	-46.35042	15258	 0.198	 0.063	 0.244	 0.074	 0.223	 0.097	 3.281	 0.093	 3.349	 0.109	 3.450	 0.144	 2.373	 0.040	 0.0	    	   	   	     	 6.3108	 0.0555	111111	1	111111	1	111111	1
    9347	J20174650-0153355	13.615	 3.25	 0.92	 0.179	 2.06	12.631	 3.16	 0.76	 0.363	12.390	 3.25	 0.91	 0.250	g2017465-015336	1	p	020.29626	-01.89319	16163	 0.045	 0.064	 0.229	 0.071	 0.116	 0.097	 3.633	 0.095	 3.500	 0.106	 3.724	 0.144	 2.230	 0.071	 2.0	    	   	   	     	 3.6525	 0.2294	101111	0	101111	0	101111	0
    9348	J20175279-1210435	13.062	 3.09	 0.49	 0.520	 5.39	11.988	 2.99	 0.25	 0.761	11.684	 3.06	 0.34	 0.678	g2017528-121044	1	p	020.29800	-12.17883	15428	 0.367	 0.055	 0.608	 0.059	 0.525	 0.078	 3.159	 0.081	 2.952	 0.088	 3.147	 0.115	 2.253	 0.072	 0.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    9349	J20175838-2156572	12.186	 3.12	 0.43	 0.646	 2.69	11.397	 2.98	 0.36	 0.658	11.148	 2.99	 0.34	 0.604	g2017584-215657	1	p	020.29955	-21.94922	11341	 0.366	 0.041	 0.378	 0.048	 0.324	 0.063	 3.238	 0.060	 3.375	 0.071	 3.507	 0.094	 2.297	 0.047	 2.0	    	   	   	     	 8.9531	 0.0199	111111	1	111111	1	111111	1
    9350	J20180323-4531092	11.831	 3.02	 0.27	 0.743	 6.00	11.208	 2.96	 0.29	 0.698	11.005	 2.97	 0.33	 0.676	g2018033-453109	1	p	020.30091	-45.51925	 5061	 0.124	 0.035	 0.079	 0.044	 0.057	 0.060	 3.124	 0.052	 3.320	 0.066	 3.403	 0.088	 2.247	 0.027	 0.0	    	   	   	     	 1.5787	 0.8402	111111	1	111111	1	111111	1
    9351	J20181087-6634257	13.996	 2.97	 0.79	 0.283	 4.21	13.219	 2.94	 0.66	 0.320	12.783	 3.04	 0.63	 0.429	g2018109-663426	1	p	020.30302	-66.57383	15285	 0.126	 0.070	 0.163	 0.082	 0.272	 0.108	 3.246	 0.104	 3.332	 0.122	 3.199	 0.159	 2.102	 0.082	 1.0	    	   	   	     	       	       	111011	0	111011	0	111011	0
    9352	J20182196-0023507	13.246	 3.06	 0.43	 0.581	 6.00	12.787	 3.00	 0.57	 0.419	12.504	 3.01	 0.65	 0.372	g2018220-002351	1	 	020.30610	-00.39750	16431	 0.454	 0.058	 0.292	 0.074	 0.245	 0.100	 2.975	 0.086	 3.325	 0.110	 3.434	 0.148	 2.340	 0.053	 1.0	    	   	   	     	 1.5470	 0.7917	101111	0	101111	0	101111	0
    9353	J20182212-4153472	11.769	 3.06	 0.23	 0.817	 5.59	11.118	 3.08	 0.30	 0.795	10.957	 2.99	 0.31	 0.732	g2018221-415348	1	p	020.30615	-41.89653	 5317	 0.219	 0.034	 0.197	 0.043	 0.134	 0.058	 3.010	 0.050	 3.168	 0.063	 3.314	 0.086	 2.255	 0.030	 0.5	    	   	   	     	 2.4131	 0.2706	111111	1	111111	1	111111	1
    9354	J20182327-4103006	 9.453	 3.08	 0.04	 1.296	 3.67	 8.796	 3.10	 0.08	 1.270	 8.494	 3.05	 0.09	 1.284	g2018233-410301	1	p	020.30647	-41.05017	 5464	 0.709	 0.032	 0.683	 0.032	 0.697	 0.041	 2.978	 0.048	 3.148	 0.048	 3.195	 0.060	 2.462	 0.015	 0.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    9355	J20183568-5315002	13.769	 2.97	 0.57	 0.437	 2.47	13.058	 2.88	 0.51	 0.447	12.595	 2.92	 0.41	 0.498	g2018357-531500	1	 	020.30992	-53.25006	14686	 0.265	 0.066	 0.275	 0.079	 0.326	 0.102	 3.028	 0.098	 3.142	 0.118	 3.137	 0.152	 2.047	 0.150	 3.0	1310	  8	  7	14734	 1.6671	 0.7342	 11011	0	 11011	0	 11011	0
    9356	J20184365-4541562	13.402	 2.98	 0.74	 0.335	 3.44	12.743	 2.95	 0.70	 0.298	12.544	 3.00	 0.78	 0.238	g2018437-454156	1	 	020.31212	-45.69889	11027	 0.044	 0.061	 0.007	 0.073	-0.053	 0.101	 3.350	 0.090	 3.541	 0.109	 3.671	 0.150	 2.137	 0.094	 1.5	    	   	   	     	 6.8850	 0.0494	111111	1	111111	1	111111	1
    9357	J20185698-4116098	11.731	 3.08	 0.38	 0.631	 6.00	11.032	 3.02	 0.40	 0.624	10.808	 3.08	 0.50	 0.586	g2018570-411610	1	p	020.31582	-41.26942	 4835	 0.001	 0.033	-0.006	 0.041	-0.044	 0.054	 3.393	 0.050	 3.542	 0.061	 3.665	 0.080	 2.293	 0.023	 1.0	 196	  1	  1	 4933	 2.7275	 0.2037	111111	1	111111	1	111111	1
    9358	J20190248-5743204	13.058	 3.06	 0.72	 0.357	 6.00	12.095	 3.03	 0.53	 0.537	12.020	 3.11	 0.80	 0.324	g2019025-574320	1	 	020.31736	-57.72228	15694	 0.211	 0.055	 0.391	 0.061	 0.178	 0.087	 3.479	 0.081	 3.352	 0.091	 3.716	 0.129	 2.329	 0.035	 2.0	    	   	   	     	 2.6311	 0.3025	111111	1	111111	1	111111	1
    9359	J20190372-0108522	12.143	 3.11	 0.27	 0.833	 4.53	11.368	 3.03	 0.24	 0.841	10.974	 3.08	 0.27	 0.884	g2019037-010852	1	p	020.31770	-01.14781	15742	 0.688	 0.040	 0.696	 0.047	 0.739	 0.059	 2.908	 0.059	 3.045	 0.070	 3.021	 0.087	 2.254	 0.063	 0.0	    	   	   	     	 1.9500	 0.4549	111111	1	111111	1	111111	1
    9360	J20190627-5237445	13.132	 2.97	 0.53	 0.488	 6.00	12.523	 2.98	 0.65	 0.385	12.296	 3.00	 0.87	 0.261	g2019063-523745	1	 	020.31841	-52.62906	15642	 0.341	 0.056	 0.238	 0.069	 0.114	 0.094	 3.186	 0.083	 3.485	 0.103	 3.732	 0.140	 2.219	 0.090	 1.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    9361	J20191315-1942221	13.034	 3.06	 0.60	 0.443	 4.42	12.261	 2.96	 0.47	 0.508	12.094	 3.00	 0.63	 0.390	g2019131-194222	1	p	020.32032	-19.70611	16101	 0.307	 0.055	 0.372	 0.064	 0.254	 0.089	 3.329	 0.081	 3.353	 0.095	 3.559	 0.132	 2.271	 0.044	 0.0	    	   	   	     	 3.1827	 0.2381	111111	1	111111	1	111111	1
    9362	J20191656-1046034	13.508	 3.22	 0.67	 0.440	 6.00	12.638	 3.17	 0.47	 0.595	12.567	 3.09	 0.61	 0.414	g2019166-104603	1	p	020.32127	-10.76758	13715	 0.239	 0.062	 0.394	 0.071	 0.213	 0.102	 3.130	 0.092	 3.014	 0.106	 3.319	 0.151	 2.136	 0.093	 1.0	    	   	   	     	       	       	111111	1	111111	1	111011	0
    9363	J20192466-5244464	12.582	 2.95	 0.32	 0.674	 6.00	12.090	 2.95	 0.42	 0.546	11.774	 3.04	 0.48	 0.520	g2019247-524446	1	p	020.32352	-52.74622	16092	 0.538	 0.047	 0.410	 0.061	 0.384	 0.080	 3.037	 0.070	 3.338	 0.091	 3.423	 0.119	 2.284	 0.039	 0.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    9364	J20193137-6539143	12.578	 3.09	 0.38	 0.605	 5.97	12.038	 2.99	 0.46	 0.503	11.758	 3.12	 0.56	 0.463	g2019314-653914	1	p	020.32538	-65.65392	10993	 0.312	 0.047	 0.210	 0.060	 0.170	 0.080	 3.142	 0.070	 3.415	 0.089	 3.537	 0.118	 2.228	 0.056	 0.0	    	   	   	     	 5.1390	 0.0726	111111	1	111111	1	111111	1
    9365	J20193308-6707456	13.919	 3.07	 0.89	 0.269	 4.15	12.838	 2.99	 0.34	 0.556	13.084	 3.02	 0.82	 0.227	g2019331-670745	1	 	020.32587	-67.12928	15257	 0.111	 0.069	 0.398	 0.075	 0.069	 0.116	 3.308	 0.102	 3.015	 0.111	 3.484	 0.171	 2.250	 0.075	 2.0	    	   	   	     	       	       	111011	0	111111	1	111011	0
    9366	J20193988-4944212	12.096	 2.93	 0.34	 0.598	 5.12	11.390	 2.94	 0.34	 0.598	11.148	 2.98	 0.49	 0.544	g2019399-494422	1	p	020.32775	-49.73933	 4777	 0.006	 0.039	 0.006	 0.048	-0.048	 0.063	 3.314	 0.058	 3.452	 0.071	 3.613	 0.094	 2.157	 0.067	 1.0	 256	  2	  4	 5388	 3.2895	 0.2411	111111	1	111111	1	111111	1
    9367	J20194084-5236312	13.605	 2.96	 0.77	 0.271	 5.83	12.831	 2.94	 0.68	 0.330	12.709	 3.00	 0.83	 0.213	g2019408-523631	1	p	020.32800	-52.60870	15642	 0.124	 0.064	 0.183	 0.075	 0.066	 0.106	 3.431	 0.095	 3.471	 0.111	 3.662	 0.156	 2.192	 0.070	 0.0	    	   	   	     	       	       	111111	1	111111	1	111011	0
    9368	J20194208-5257092	13.634	 3.00	 0.88	 0.312	 6.00	12.932	 2.95	 0.71	 0.269	12.681	 3.01	 0.93	 0.168	g2019421-525709	1	p	020.32837	-52.95258	14864	 0.144	 0.064	 0.101	 0.077	 0.000	 0.105	 3.331	 0.095	 3.548	 0.114	 3.762	 0.155	 2.229	 0.070	 2.0	    	   	   	     	 1.4942	 0.9900	111111	1	111011	0	111011	0
    9369	J20194340-2947426	12.554	 2.94	 0.47	 0.517	 5.06	11.917	 2.90	 0.59	 0.426	11.517	 2.97	 0.58	 0.469	g2019434-294743	1	p	020.32873	-29.79517	12410	 0.275	 0.047	 0.184	 0.058	 0.227	 0.073	 3.345	 0.069	 3.630	 0.086	 3.626	 0.109	 2.322	 0.025	 0.0	1104	  2	  1	12429	 2.7933	 0.1943	111111	1	111111	1	111111	1
    9370	J20194454-5326502	10.735	 2.92	 0.19	 0.843	 4.83	10.088	 2.91	 0.24	 0.779	 9.721	 2.98	 0.23	 0.824	g2019445-532651	1	p	020.32904	-53.44736	 5572	 0.265	 0.032	 0.201	 0.032	 0.246	 0.041	 3.371	 0.048	 3.612	 0.048	 3.624	 0.060	 2.303	 0.026	 0.0	    	   	   	     	 3.1458	 0.1767	111111	1	111111	1	111111	1
    9371	J20194685-6645425	12.780	 3.11	 0.44	 0.638	 4.81	12.140	 3.03	 0.42	 0.591	11.608	 3.10	 0.33	 0.703	g2019469-664542	1	p	020.32968	-66.76175	15405	 0.484	 0.050	 0.437	 0.062	 0.549	 0.076	 3.022	 0.075	 3.222	 0.092	 3.121	 0.112	 2.255	 0.037	 3.5	    	   	   	     	 4.1805	 0.0949	111111	1	111111	1	111111	1
    9372	J20194941-0048463	13.095	 2.98	 0.41	 0.567	 3.42	12.442	 2.93	 0.45	 0.515	11.948	 2.94	 0.46	 0.575	g2019494-004846	1	 	020.33039	-00.81283	15979	 0.437	 0.056	 0.385	 0.068	 0.445	 0.085	 3.059	 0.082	 3.268	 0.100	 3.248	 0.126	 2.236	 0.080	 1.0	1564	  8	  2	16313	 1.0943	 1.4932	101111	0	101111	0	101111	0
    9373	J20195437-0314263	12.997	 2.93	 0.37	 0.587	 3.02	12.304	 2.92	 0.35	 0.623	12.036	 2.98	 0.45	 0.547	g2019544-031427	1	p	020.33178	-03.24081	11366	 0.308	 0.054	 0.344	 0.065	 0.268	 0.087	 3.028	 0.080	 3.080	 0.097	 3.264	 0.129	 2.152	 0.077	 0.0	    	   	   	     	 8.3035	 0.0243	111111	1	111111	1	111111	1
    9374	J20200342-1459382	12.198	 3.02	 0.33	 0.669	 5.23	11.302	 2.98	 0.23	 0.786	10.912	 3.06	 0.22	 0.863	g2020034-145938	1	 	020.33428	-14.99392	 7936	 0.240	 0.041	 0.357	 0.046	 0.434	 0.057	 3.156	 0.061	 3.131	 0.068	 3.076	 0.084	 2.248	 0.044	 0.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    9375	J20200429-5856111	12.334	 3.15	 0.35	 0.686	 4.17	11.579	 3.05	 0.31	 0.688	11.457	 3.14	 0.41	 0.597	g2020043-585611	1	p	020.33452	-58.93644	10752	 0.384	 0.043	 0.386	 0.051	 0.295	 0.072	 3.078	 0.064	 3.228	 0.076	 3.390	 0.106	 2.168	 0.043	 0.5	    	   	   	     	 5.6991	 0.0471	111111	1	111111	1	111111	1
    9376	J20200626-8422004	13.810	 3.06	 0.70	 0.379	 4.81	12.906	 3.09	 0.53	 0.494	12.873	 3.06	 0.83	 0.231	g2020064-842200	1	 	020.33510	-84.36678	14978	 0.214	 0.067	 0.329	 0.077	 0.066	 0.110	 3.169	 0.099	 3.135	 0.113	 3.577	 0.163	 2.149	 0.125	 0.5	    	   	   	     	       	       	111011	0	111011	0	111011	0
    9377	J20201020-6719199	13.141	 2.98	 0.18	 0.867	 2.60	12.232	 2.89	 0.15	 0.916	12.000	 2.94	 0.15	 0.920	g2020102-671920	1	 	020.33618	-67.32228	13788	 0.668	 0.056	 0.717	 0.064	 0.721	 0.086	 2.409	 0.083	 2.526	 0.094	 2.528	 0.128	 2.160	 0.098	 4.0	    	   	   	     	 6.7516	 0.0371	111111	1	111111	1	111111	1
    9378	J20201104-1944142	12.814	 3.09	 0.42	 0.590	 4.13	12.088	 3.02	 0.47	 0.591	11.922	 3.05	 0.53	 0.530	g2020111-194415	1	p	020.33640	-19.73742	 8605	 0.195	 0.051	 0.196	 0.061	 0.135	 0.084	 3.074	 0.076	 3.212	 0.090	 3.339	 0.125	 2.157	 0.060	 0.0	    	   	   	     	 3.6691	 0.1739	111111	1	111111	1	111111	1
    9379	J20201276-0038407	13.104	 2.97	 0.36	 0.579	 2.59	12.594	 2.93	 0.57	 0.413	12.188	 2.95	 0.51	 0.512	g2020128-003841	1	 	020.33688	-00.64464	16069	 0.449	 0.056	 0.283	 0.071	 0.382	 0.091	 3.034	 0.082	 3.413	 0.105	 3.279	 0.136	 2.208	 0.103	 2.0	1564	  8	  2	16313	 1.6235	 0.6636	101111	0	101111	0	101111	0
    9380	J20201376-5314475	13.467	 3.06	 0.47	 0.517	 6.00	12.688	 3.00	 0.49	 0.541	12.649	 3.01	 0.66	 0.334	g2020137-531448	1	p	020.33715	-53.24658	15194	 0.345	 0.062	 0.369	 0.072	 0.162	 0.104	 2.988	 0.091	 3.101	 0.107	 3.443	 0.154	 2.218	 0.065	 2.0	1310	  8	  7	14734	 2.0999	 0.4944	111111	1	111111	1	111011	0
    9381	J20202892-5137227	11.801	 2.98	 0.31	 0.594	 6.00	11.146	 2.96	 0.60	 0.532	10.947	 2.93	 0.62	 0.480	g2020290-513723	1	p	020.34138	-51.62297	 5144	-0.018	 0.035	-0.080	 0.043	-0.132	 0.058	 3.439	 0.051	 3.680	 0.064	 3.821	 0.086	 2.298	 0.026	 1.0	    	   	   	     	 2.0000	 0.5167	111111	1	111111	1	111111	1
    9382	J20203217-2109062	12.453	 3.15	 0.37	 0.692	 6.00	11.718	 3.00	 0.31	 0.735	11.420	 3.05	 0.34	 0.678	g2020322-210906	1	 	020.34228	-21.15167	15684	 0.546	 0.045	 0.589	 0.054	 0.532	 0.071	 3.057	 0.067	 3.111	 0.080	 3.251	 0.105	 2.457	 0.033	 0.0	    	   	   	     	 3.7792	 0.1071	111111	1	111111	1	111111	1
    9383	J20203458-1222250	12.520	 3.11	 0.67	 0.396	 3.33	11.803	 3.02	 0.76	 0.340	11.571	 3.10	 0.78	 0.309	g2020346-122225	1	p	020.34295	-12.37358	 8410	-0.008	 0.046	-0.064	 0.056	-0.095	 0.075	 3.577	 0.068	 3.826	 0.082	 3.921	 0.111	 2.423	 0.037	 2.0	    	   	   	     	 8.7766	 0.0397	111111	1	111111	1	111111	1
    9384	J20204019-4846557	13.787	 2.93	 0.82	 0.245	 5.44	13.123	 2.90	 0.86	 0.192	12.613	 3.04	 0.87	 0.261	g2020402-484656	1	 	020.34450	-48.78214	15955	 0.106	 0.067	 0.053	 0.081	 0.122	 0.103	 3.409	 0.099	 3.630	 0.119	 3.604	 0.153	 2.382	 0.066	 0.0	    	   	   	     	 5.1993	 0.0775	111011	0	111011	0	111011	0
