#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-05T23:06:22 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-05T23:06:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26&-out=RAJ2000,DEJ2000,cz,Ktmag&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
RAJ2000	DEJ2000	cz	Ktmag
080.79845	-45.56753	10533	10.974
103.64763	-38.08705	 8438	10.813
142.54626	+34.66437	 6897	11.066
143.08791	+10.80917	 3211	11.009
151.99313	+68.36491	10625	10.983
181.81955	+32.07562	 8876	10.859
199.65494	+07.93554	13300	10.917
222.37529	+27.87768	 9610	11.078
236.04726	-06.51854	 7926	11.024
277.11203	+17.05896	 5108	10.985
335.65094	-21.73722	 2704	10.995
349.48746	+11.34917	 4108	11.005
356.69223	+16.04298	12484	10.992
017.63960	-45.79433	 8305	10.986
020.08284	+30.75885	10181	11.049
055.94170	-10.68111	10429	11.056
081.29712	-60.59554	15519	10.925
120.96832	-06.98172	 8458	10.852
148.50929	+10.60818	11944	10.939
177.40260	-52.86635	 4450	11.066
185.71271	-16.29043	 6514	10.996
199.12430	+52.93358	 9801	10.980
228.69609	-46.12931	16546	11.024
245.69598	+37.55449	 9027	11.068
245.98526	+36.22750	 9866	11.088
256.05588	+78.62885	16816	11.015
257.56461	-61.91769	 4815	10.939
265.46463	+18.28891	 6719	10.989
274.62753	-54.69440	 3549	10.598
295.11954	+41.21922	15742	10.952
297.83936	-32.67242	 5919	10.818
308.60431	-47.66753	12774	11.142
315.74673	+15.14592	 8637	11.023
340.71399	-16.95232	20135	10.956
011.78449	+30.34093	 5248	11.095
024.56444	+41.65405	11103	10.597
029.07062	+04.64715	 4975	11.067
035.77902	+12.86499	11441	11.025
079.05915	+06.10702	 9285	11.070
079.26749	-37.06957	 4644	10.952
089.39056	+40.90743	13646	11.018
091.69650	+31.77164	 8209	11.071
092.77412	-45.18093	12067	10.980
097.23255	-48.51356	 4600	10.892
121.15844	+65.39204	11736	11.037
131.07741	+68.83887	12303	11.023
142.32326	-60.00186	10266	11.015
173.66949	-14.08182	 9182	10.902
180.77956	+20.80542	 7120	10.946
187.84381	-14.67549	11859	11.074
195.68506	+28.04535	 6224	10.798
202.76051	-20.53144	 5724	10.977
217.76991	+28.28726	13814	10.981
221.74438	-03.53660	17564	10.565
230.94521	+05.77520	12700	10.955
232.84618	-46.69574	10769	10.983
235.02393	+01.93368	10597	10.992
236.63168	+12.14274	10292	10.842
253.72169	-09.77737	 9323	10.941
255.78615	-02.61714	12146	11.087
261.82840	+31.73628	14417	10.886
282.19131	-57.23561	10379	10.900
312.19617	-06.99437	12509	10.996
315.26898	+22.42963	 6810	10.992
333.48331	+13.75534	 7608	11.058
341.50397	+10.85361	 7093	10.937
343.15958	+06.09366	 3506	10.570
344.58936	-01.18399	 7971	10.985
349.06696	-04.97675	 7202	10.959
350.58032	+50.15912	 8945	10.915
359.69806	+68.60070	 4654	10.930
011.78139	-24.37070	16344	11.037
060.22084	-52.82727	10797	10.908
081.20616	-40.02541	11764	10.844
088.46581	-33.34610	11183	11.022
090.67785	-12.49930	 2198	10.740
101.80577	+42.34389	 6185	11.023
121.79084	-22.52916	 5104	10.847
135.05305	-63.88412	 6124	11.112
145.72118	-28.82939	11288	10.966
184.50861	-20.85320	 9674	10.926
206.30258	-47.98361	 9860	11.031
222.09525	+18.35464	12081	10.954
223.70222	+25.79246	14381	11.003
230.02718	-40.20791	 7417	10.883
237.09503	+10.81913	10462	11.063
251.58803	-08.38835	 6036	11.057
252.96089	+63.71457	 6571	10.930
253.46196	-16.26821	 8310	10.990
315.25110	-13.25106	 7754	11.030
330.33527	-31.52970	 2378	11.019
333.34784	-27.21964	 7089	10.934
334.16904	+36.52165	 5814	10.965
001.10272	-52.95879	 9814	11.069
002.38672	+48.13519	 5388	11.018
017.21131	-28.59905	 5712	10.961
037.09222	+23.21466	 6370	11.020
039.24433	-05.34923	 4411	10.725
041.98672	+47.13766	 7349	10.917
051.24805	+43.11364	 3589	11.063
090.52798	-58.61188	11751	10.884
104.29356	+54.29962	10676	10.799
113.39995	-56.95243	10227	11.022
149.55484	-38.15740	 7224	11.099
175.04340	+25.30955	 6739	10.919
185.03120	+07.69195	 2622	10.676
196.81772	-40.35071	 4779	10.996
222.82361	+18.68703	13064	10.741
225.12204	-16.83430	 2995	11.029
254.64937	+54.87081	 5906	11.045
257.15909	+47.24359	 9933	11.064
258.35083	-23.65413	 8315	11.095
306.60788	-05.06889	 5627	10.916
318.53351	+01.77606	14473	11.046
343.53714	-15.23732	 9401	10.970
351.53870	-62.67318	12122	10.999
359.01111	-01.48476	11368	10.805
014.44946	-05.11209	 5455	11.068
017.78881	-05.99221	10117	11.023
022.95421	+17.57581	 7913	10.649
024.67922	-33.02423	10506	11.009
029.76666	-52.17057	14584	10.899
031.18761	+21.43451	 9259	11.039
047.62609	+36.10491	13120	10.899
048.03351	-25.13180	 6435	10.636
056.32444	-51.99727	 3300	10.925
064.20411	-23.55814	12505	10.937
132.54704	+40.25573	 7089	10.930
139.30882	+44.48918	 9601	10.866
153.17885	-45.79810	18177	10.880
162.81297	+02.43786	15413	10.808
173.95450	+56.95233	15411	11.111
183.97951	+23.59553	 6433	11.001
189.36685	-72.40504	 7499	11.028
193.11195	-09.75397	 2258	10.650
195.28102	+54.79923	 9405	11.072
211.65205	-09.22881	11921	10.823
236.17644	+52.68735	19983	10.921
253.71739	-08.81019	 8530	10.971
254.63760	+59.75473	 6020	10.996
270.08789	-69.88171	12048	11.016
280.77481	+43.94916	 6440	10.989
302.39847	-55.70930	 9834	11.036
307.27487	+24.70629	10932	10.955
310.46533	-20.53579	 8280	10.954
317.04144	-26.40368	10446	11.063
332.64328	-20.80410	18302	10.962
333.10880	+27.20840	 6321	10.971
340.11917	+16.01077	 7555	11.046
350.12961	-41.76920	16873	10.964
357.50723	-35.68095	12955	11.001
359.86078	-24.42514	15205	11.036
004.20415	+29.61946	 6895	11.058
005.90387	-42.25458	15885	10.767
014.24000	-43.83878	 6943	11.086
014.42714	+08.00869	11552	11.056
018.94121	-26.84291	 3673	10.808
019.92278	-33.10583	 5816	11.112
036.80480	-18.50850	 4864	11.082
067.86641	-12.29974	 8870	10.926
082.05884	-16.12437	 2146	11.152
108.33975	+12.40604	 8408	11.031
112.10329	+18.40435	 5121	11.086
134.54999	-06.19920	 4866	11.004
138.98123	+44.33271	11927	10.935
149.75078	+17.81721	 7626	10.964
154.60289	-18.16348	14552	10.927
209.47441	-47.63170	 8314	11.101
225.65903	-35.69633	10603	10.908
230.61388	-43.13616	 8749	10.616
248.44879	+19.47800	16473	10.612
264.19601	+12.37249	 6635	11.064
284.84827	-52.71320	14060	11.086
285.12830	+27.99345	 8107	11.095
309.65887	+12.17501	 9334	10.861
310.34540	-09.48067	 9206	11.088
317.10416	-69.90561	17106	10.834
322.85049	+02.49127	 3273	10.995
332.43933	+41.20550	 4464	11.045
354.99417	+26.83425	 8659	11.008
005.95558	+39.53820	10801	11.043
012.69653	-55.60745	 7919	11.029
020.13055	-06.82384	10878	10.830
088.27783	-34.42974	10151	10.982
103.23725	+27.63349	 5123	11.072
104.38884	+11.05389	 8160	11.049
125.88982	-50.95844	 8107	11.067
153.67099	-09.94012	 9418	10.827
161.49065	+75.09829	10266	11.029
170.37808	+33.95765	12840	10.909
172.94983	-08.98857	 6655	10.954
190.46167	-07.16932	 7415	11.001
223.63115	+18.64236	17750	10.760
223.68553	+37.41268	 9341	11.044
236.88626	-78.10687	 2788	11.014
237.00896	-61.82867	 6143	11.108
249.00961	+56.04740	 8701	11.091
257.54605	-19.82021	 9412	10.857
301.07874	-19.06564	 2183	11.153
341.55173	+10.55714	11655	10.988
341.72595	-13.44962	 8016	10.930
343.42050	+50.01637	12990	10.996
358.18665	+33.32983	12520	11.042
009.95256	+21.21588	 9182	10.981
031.71216	+45.67544	 6561	10.973
042.31669	+14.52658	 9026	10.800
052.47140	-52.51509	11725	10.883
054.57234	+38.17759	 6158	11.001
060.18231	+18.80497	15098	10.991
126.54907	+02.59753	13031	10.848
140.95811	-37.79355	11237	10.963
148.11935	-15.98229	 9118	11.062
150.00778	+46.23742	17204	11.070
153.17731	-03.49984	12170	10.800
153.37126	+38.61984	 6845	11.000
160.26257	-17.50889	 6045	10.828
165.15526	+10.43716	10827	11.059
170.31363	-50.50059	13741	11.074
187.78145	+36.61888	 6782	11.067
191.93970	+30.07721	18576	10.896
198.07922	+70.64935	 8696	11.059
199.51483	-39.34573	 8716	10.921
202.02393	-29.42507	 4065	10.995
209.14493	-24.06090	11036	11.072
240.36697	+53.94737	19618	10.739
243.93594	+31.96407	 9457	11.012
271.40421	+60.49830	13632	11.037
299.32144	+50.36425	 7612	10.898
303.50439	-10.67879	 5696	11.060
319.86163	+14.05744	 5010	11.013
330.87625	+12.66076	 7895	11.006
350.31796	+11.39734	12444	11.055
016.07761	-40.14759	 8016	11.000
020.42945	-11.76948	 5518	10.912
049.18749	+06.00560	 6994	11.028
077.62843	-25.70919	10758	11.004
095.59215	-71.64391	11178	11.054
107.84990	+48.86669	18563	10.705
120.31512	+32.84891	 5366	11.058
161.03787	-20.80243	 3721	11.022
193.50612	+74.64877	 9357	10.986
194.55748	-26.33981	14377	11.021
200.54672	-16.10134	 7505	10.931
203.10130	-13.18185	 6230	10.978
220.15649	-33.14180	11584	11.069
240.33842	+16.67658	 9463	11.029
256.48505	-24.97607	 9004	11.155
274.05945	+55.59100	 5553	11.001
284.23569	+17.96204	 4799	10.968
295.10019	-79.97535	16281	11.020
306.30008	+05.26308	 4846	10.596
324.39154	-47.32809	 9658	10.886
355.92593	+26.70699	10184	10.879
358.75378	-32.90904	17308	10.929
359.36646	+47.87019	13556	10.916
005.43235	-61.71115	10005	11.068
027.80575	+32.62484	11459	11.004
044.53196	-10.36332	 4665	11.005
050.64923	+14.95952	10152	10.988
066.77769	+57.19139	10384	10.882
075.63476	-03.34433	 3908	10.938
093.62715	-53.94144	10592	10.874
107.05095	+49.13787	 5860	11.001
147.23375	-26.04222	15173	11.098
147.92383	+12.44510	10532	10.813
149.81499	-42.00044	 2975	11.021
157.09987	-35.52966	 2428	11.081
166.83574	-23.01125	19145	10.730
171.69186	+39.26621	 6243	10.976
218.82632	-05.44435	13137	11.064
234.71548	+12.08057	 1980	11.047
258.96964	+36.40581	11130	11.095
274.18304	-73.66805	13989	10.980
293.73709	-52.92471	13564	11.049
299.27530	+05.37875	 5682	11.047
302.87326	-08.50958	 8034	11.046
312.91943	-52.60044	14552	10.986
314.99652	-20.12792	 8517	10.905
322.89868	-46.88741	 9355	10.922
331.20227	+62.49825	 8555	11.092
332.29453	+13.50600	 8046	10.993
335.86893	-32.36426	 8187	10.830
003.33920	-49.36220	 9713	11.070
021.03966	-16.79903	12881	11.027
031.81307	+32.95284	11878	10.982
056.21943	+46.20194	 4860	11.005
062.54327	+29.25696	 4999	11.027
102.95141	-20.24058	 7645	10.683
128.68776	+52.71576	13454	11.017
158.64864	-28.56811	 3542	11.077
168.31645	-11.79128	16309	11.072
172.15041	+23.40464	 7331	10.870
173.61473	+33.17897	 2524	11.050
181.30858	+10.61330	10026	11.075
183.01347	-04.87688	 5604	10.815
202.01662	+34.33271	10261	10.649
209.25204	+43.36202	 9873	11.060
213.27698	-34.09666	11765	10.819
215.54266	+48.57059	21277	10.922
216.13824	+01.17734	11627	10.946
243.94960	+36.52728	 9649	11.061
245.75420	-26.22895	 6899	11.011
251.98227	-78.92696	 6001	11.048
277.42618	-77.10120	12689	10.788
294.82333	-17.23958	13273	10.898
296.90207	+42.06010	 8610	11.019
314.34720	+23.17483	 8333	11.098
324.02951	+09.66037	 8434	11.010
345.90994	+01.84960	 5223	10.883
358.18457	-28.57054	17499	10.955
045.58033	-53.76339	16168	10.869
065.18217	+35.84355	 6348	11.074
075.08654	+09.28211	11511	11.105
077.97031	-13.05721	 3626	11.057
095.22677	-65.01882	 7277	11.099
098.46783	-08.72290	 6974	11.094
129.33395	-65.32510	12223	11.040
151.48676	-08.31944	20353	10.667
159.17171	-27.56100	 4830	11.062
179.06271	+17.02963	 6781	11.011
185.82950	-37.01407	 7320	10.953
189.47165	+14.28131	 7875	11.007
194.95128	-33.67155	14025	10.905
208.94315	+25.15193	 9282	11.033
211.29680	-03.36983	 1622	10.829
213.75261	-00.79691	11533	10.990
226.35953	+46.56530	 2521	11.068
233.07683	-02.82237	 6968	10.833
253.58636	+36.01368	 9511	11.095
288.84082	+50.58211	10542	10.980
297.26627	-32.94571	12029	11.021
303.30179	-28.75542	 6947	10.970
321.74100	-07.02160	 7391	10.559
331.10547	+00.71551	12779	10.999
357.46692	+06.44105	16179	11.091
008.37422	-56.74713	 7554	11.063
019.17101	-31.43394	10505	10.908
062.95595	+06.45243	 8187	10.835
069.14732	-22.44406	20717	10.946
069.69865	-08.20749	 4542	11.054
074.84763	-01.15926	 4597	11.055
078.33917	+25.16398	 6405	10.589
103.08842	+46.98984	12735	10.833
110.40325	+17.93937	18479	10.860
127.22060	+17.55128	 6353	10.978
161.06992	-47.67716	 6108	11.093
164.04756	+49.93834	 6910	11.047
186.20892	-38.66475	 3431	11.031
202.10863	-44.47886	10448	11.035
204.45312	-35.50094	15305	11.043
205.20615	-32.65767	11454	10.903
207.91495	-44.46022	 7972	11.092
211.44368	-12.76194	10692	11.039
219.96745	+42.74237	 2525	10.993
228.77318	+43.15051	 5362	11.030
254.26677	+05.37200	 9522	10.954
254.60004	+58.95596	 5691	11.044
270.45291	+45.31045	 5798	11.075
291.08331	-25.98500	 6093	10.740
347.23169	-30.85791	 1612	11.102
348.97931	+36.52919	19448	10.879
356.20297	+44.60586	12765	11.006
000.78701	+31.03640	 4797	11.077
013.86873	-03.44163	15117	11.029
029.04624	+06.74477	 5108	11.014
039.09987	+07.53363	 6555	11.070
077.94370	-17.09496	12659	10.608
079.57064	-57.94178	 7438	11.106
097.84157	+50.09374	 6502	10.935
107.19353	-49.82247	13096	10.866
116.93290	-82.19671	 5268	10.904
129.94510	-65.83727	 5299	10.871
139.55916	+45.65177	 8065	10.893
151.63094	-32.04321	 2378	11.066
196.05028	-04.89106	  920	11.039
197.44398	+55.48590	 8666	10.877
201.30829	-25.35260	10397	10.959
203.48430	+17.71291	 4613	11.088
219.29242	-30.47804	 6733	11.121
249.19580	-82.33401	 8713	11.051
251.13387	+26.68275	13701	11.030
265.84268	-05.11415	11840	10.568
305.46484	-31.28974	 5741	10.966
307.50858	-86.18756	19117	10.819
312.84174	-52.54978	13301	10.991
330.46402	-22.48562	 5313	11.006
009.94582	+55.88121	11391	11.064
011.75655	-52.05101	 8311	10.772
072.14980	-12.77374	 8716	11.035
087.81056	-31.76691	 9426	11.109
089.57043	-16.83953	 7900	11.059
092.58937	+50.78546	 7820	11.076
119.56940	+27.17481	13848	11.034
121.05493	+55.39768	 9717	10.888
133.12749	-11.92818	14940	11.022
134.43678	+55.07329	11474	10.973
135.45900	-24.24155	16978	10.776
143.25935	-39.90099	11508	10.947
158.54092	+72.41381	 6849	11.015
161.47850	+20.79077	 5825	10.974
172.11168	-30.76585	 9021	11.008
174.46327	-52.22648	15387	10.988
177.88034	+23.86288	 7040	10.915
188.99341	-43.01727	10169	11.069
193.86584	+27.65612	 7017	11.070
204.32079	-55.07618	 3976	10.985
208.94627	-38.67183	10297	11.036
238.32843	-61.13714	 4384	10.992
239.46672	+04.26230	 7738	10.949
247.33324	-67.37217	14088	11.044
258.58734	+23.07158	 8636	11.068
268.77249	+28.95946	 6763	11.015
291.99573	+34.75573	 6532	11.051
322.87827	+38.94387	17541	10.704
346.87003	-27.34187	 8630	11.045
015.95443	-42.87778	16446	11.035
024.48207	+01.00139	12917	10.911
030.06696	+32.05998	 5033	11.020
030.88534	-60.85295	 8974	11.013
042.35737	+15.80103	 9197	11.058
043.81711	-29.83347	 6697	11.068
060.32597	-52.70746	 9965	11.027
061.81009	-53.68092	12436	11.013
082.61564	-28.86128	11081	11.077
096.12484	-56.41191	10127	11.082
137.85600	-55.87750	 9877	11.035
152.61638	+27.95613	 4779	10.872
159.14117	+05.55365	 9037	11.079
181.00580	-31.59841	 8114	10.941
187.38670	+11.21549	18103	11.095
194.75754	+28.22528	 8020	11.038
195.48268	-16.98078	 5905	10.996
205.18272	-32.15245	11702	11.087
218.45157	+40.09420	 7786	10.787
248.65761	-33.59397	10227	11.004
269.08432	+26.36656	15932	11.037
280.12158	-77.13351	 5134	10.964
316.92172	-39.52728	15336	10.959
357.89423	-28.07170	 9693	11.063
359.11063	-11.08608	13108	10.727
016.63758	-46.64352	 9200	10.983
020.46458	-07.31285	 7947	10.946
041.87735	+16.11138	 7198	11.057
046.84738	+37.83607	 5245	10.854
062.16545	+37.22956	 5963	10.984
078.60107	-03.42615	 4490	11.037
105.53767	+47.17991	17598	10.821
119.55310	+85.71666	 1896	10.902
137.54736	+23.12163	10844	11.021
146.03978	+65.97742	 3322	11.097
154.27142	+54.82049	11489	10.934
181.82755	+36.65709	 6215	11.008
209.26620	-74.94992	13634	10.903
210.35550	-00.62387	 7417	11.085
255.46843	-11.26451	 7353	11.080
258.92233	-12.10608	17358	10.928
302.93466	+62.40057	13134	10.946
305.00937	+15.89094	15627	10.984
323.58218	-40.82755	 5119	10.982
324.22574	-20.34372	10680	11.005
344.75659	-80.03210	11160	11.101
351.72495	+15.72518	12266	10.944
005.73239	-19.03374	15846	11.022
037.42287	+06.87959	 9621	10.996
040.13751	-02.71986	 8549	11.087
054.30458	-52.84332	 5511	11.017
074.95468	-12.45005	 7810	10.966
085.36443	-27.20866	12895	11.085
095.13943	-22.56655	 9083	11.084
095.31641	+45.21270	10987	11.087
119.02561	-68.27803	 5278	11.017
133.42654	-07.15761	 9780	10.776
153.55806	+39.05089	 7549	10.995
173.69408	+48.95607	 9463	11.083
197.05244	-43.11540	 7524	11.054
201.85115	-29.44436	 4477	10.983
209.53990	-12.88508	20734	11.160
230.62898	+19.26137	 6880	11.078
248.72675	+26.27472	13372	11.012
254.39844	-01.79608	 9644	11.083
256.43021	-10.32166	11886	11.027
258.42981	-06.07740	11249	11.056
311.14938	+05.85707	14122	10.915
338.69205	+05.18210	17689	10.876
348.68015	+44.90165	14450	10.867
351.25708	+08.26565	10180	11.042
029.22777	+33.26662	 4528	10.979
035.54334	-20.38871	 9503	11.059
052.06749	-72.96089	 8298	11.013
072.47228	-09.61766	13607	10.945
081.41098	-31.55281	10288	11.092
081.74892	-45.81552	13131	11.102
082.65502	+15.71945	19288	10.752
110.94136	+04.51960	11280	11.085
144.82106	-19.10109	 9638	11.078
157.11380	+12.70402	 9689	10.787
160.59363	-36.17722	 4332	11.062
185.30757	-17.93951	 7880	10.983
195.20316	-12.00702	 6593	11.002
199.73506	-14.90352	10708	11.078
203.51944	-36.84391	 9490	11.112
206.87914	-33.58884	11187	11.061
217.18869	+28.96416	 4192	11.007
221.69368	+11.57020	 8349	10.910
229.05565	-11.49423	 3090	11.039
233.44894	+05.29163	 9815	10.907
238.49347	-07.91934	 8037	11.078
240.02452	+79.86374	 6648	11.038
242.60252	-64.70856	12000	11.094
251.32672	-64.40749	15739	10.879
251.78175	+00.93007	 7346	11.027
255.31041	-18.26800	 9347	10.837
263.19934	-15.74692	 8019	11.008
268.54230	+02.99191	 7701	11.038
268.92944	+67.90264	24829	10.794
305.33545	+03.33158	 6730	11.070
333.09277	+14.02440	 7976	10.896
348.29395	+22.17814	 9408	11.042
353.31570	-02.70288	 2288	10.770
008.09793	-42.17344	 9796	10.976
014.06251	-47.06436	 8470	10.913
017.54338	+43.10847	 5046	10.996
019.88872	-17.69328	12482	10.969
037.64121	-04.62479	 8933	11.028
039.10622	+33.58115	 9909	10.934
044.04560	-15.39714	 8891	10.796
083.58862	+50.23404	10334	10.995
097.67742	-74.28271	11403	10.805
108.71066	-36.62993	 9592	11.080
110.22240	+01.23766	 9709	11.026
120.08739	+11.31944	 4470	10.990
150.70859	-33.95324	 3035	11.039
159.74544	-07.05225	 8658	10.959
199.39792	-05.83385	 5557	10.933
205.64258	+35.02028	 7289	11.044
218.12560	+26.18613	 4739	11.054
237.70280	-39.72916	 7338	11.092
253.12413	+60.51453	 3064	10.686
258.08243	-23.26157	 8960	11.030
287.68268	-61.66413	 4933	10.946
297.06647	-06.04332	 8514	11.056
302.99969	-53.25715	11816	11.015
329.18973	+02.58736	 9121	11.024
002.84027	-28.85439	18593	10.739
018.15791	-40.81452	15796	11.034
030.41087	-51.99626	14699	11.060
047.99981	-60.24355	 8419	11.015
051.31782	-00.40902	11209	10.994
073.79912	+69.12406	 6358	11.056
114.05140	-69.79629	 1499	10.765
125.34290	+62.65239	 7270	10.877
147.57365	-05.74634	 5743	11.089
149.93123	+11.66076	 2816	10.801
150.84721	+48.36576	 7404	11.041
166.42760	-09.91669	 7968	10.616
193.68134	+58.77654	 2515	11.077
194.27855	-11.04321	 3842	11.027
195.96089	-16.55298	12710	11.070
221.86678	-22.15745	 3273	11.037
226.16496	+26.97718	 9245	11.032
226.16589	+54.71404	 8866	11.052
237.07904	+09.11725	12209	10.981
241.14827	+25.18983	 9527	11.040
254.01222	-63.14394	14790	11.085
263.86008	-07.40450	 8069	11.062
273.11145	-38.85197	 7186	11.072
305.63525	-50.75288	 4738	11.060
308.09775	+65.92416	 3415	11.089
312.41531	+29.60806	 4789	11.123
341.01080	+15.87201	11414	11.053
008.44758	+07.24871	 5445	10.986
008.86015	+04.87216	11555	11.016
027.71556	+33.09234	11391	10.995
035.82884	+32.18844	10083	11.085
053.15554	-62.70655	 5492	10.888
076.61517	+28.08825	 9363	11.062
082.44812	-21.04610	 8328	11.069
088.78918	-42.81907	12980	11.086
112.95665	+41.82723	12368	11.070
131.98257	+25.83164	 5648	11.021
144.86021	+32.36546	 6862	10.856
149.12395	+68.03465	10620	11.057
155.14647	+25.38351	 6261	11.079
182.28673	+44.00313	11254	11.026
183.07608	-51.98591	 8112	10.942
196.40176	+53.56422	 8870	10.976
259.89511	+56.63003	 8278	11.064
299.34241	-55.13709	 4793	11.055
348.17136	-61.46636	15859	11.025
352.39661	-28.83117	 7330	11.064
355.39804	-29.23637	15097	10.843
011.83070	+14.70346	11713	11.093
018.09605	+16.53004	12658	10.935
020.30609	-36.47258	 5912	10.870
033.53942	-06.80633	 2147	11.117
042.38633	+40.55090	 9030	11.045
044.57843	+32.33593	 3610	11.107
045.88667	-12.03977	 3911	11.029
049.64261	+47.42503	 6377	10.900
060.21194	+14.54487	10805	11.016
073.24541	+01.33133	 8217	10.644
076.10735	-08.38305	10436	10.786
076.15846	-01.42482	15518	10.953
079.83840	+16.87529	 6959	11.021
090.54070	-54.79299	10761	10.978
099.64491	+51.47888	14303	10.882
123.14439	-20.58249	10435	11.065
127.18294	+30.40454	15774	11.061
137.57236	-09.61855	16572	10.931
139.84346	+33.74276	 7958	11.042
155.62993	+04.58238	 8557	11.063
167.91940	+04.66881	12338	11.115
169.71233	+07.52144	11053	10.974
182.44565	+36.46296	 7030	11.050
206.93855	+16.97315	12052	11.017
207.34845	+08.50767	11361	10.975
213.06516	-00.63315	 7672	11.120
226.90054	+09.35826	 6416	11.080
227.88432	-13.82298	 7252	11.082
239.79019	+35.02987	 9392	10.969
241.16479	+17.70085	10676	10.913
251.59373	+09.03772	 9463	11.004
257.47461	-22.83474	 8919	11.063
272.97375	+21.56546	 5051	11.011
277.04636	+29.77523	19285	11.073
282.04794	+12.57568	15502	11.071
286.61282	-17.39907	 8828	10.964
297.16901	-55.11687	 5150	11.023
332.44717	+18.50250	 7447	11.073
358.09198	-30.23026	 8670	11.063
036.38074	-59.47732	13200	10.988
036.42879	+25.78475	10283	11.052
042.82757	+41.56552	 5734	10.845
045.87853	-15.68528	 9259	10.959
046.46864	+16.11819	13986	10.877
111.03828	-36.76506	 3116	10.976
131.17508	-57.07682	18408	10.928
143.67216	+32.06833	 6656	10.937
152.25494	-26.64348	13370	11.149
154.62135	+22.87758	 6301	11.087
174.72173	-52.74731	 4830	11.072
186.85271	+56.91780	 6000	10.953
196.72092	-28.55787	 2207	10.577
196.97842	+34.08704	10088	11.029
220.59845	+00.90805	 9958	10.783
227.46693	-00.38475	21388	11.011
248.56230	+52.94107	 8777	11.012
257.29968	-21.23661	 8323	10.774
271.64709	+87.80944	 5257	11.035
305.01251	+00.87378	14702	11.031
358.64957	-27.56748	14986	11.076
009.05250	-12.25842	 6688	10.911
019.90482	+08.17258	 9566	10.984
022.58304	+17.02158	12945	11.054
032.72250	-06.55931	13011	10.973
045.24106	+33.23373	11403	10.905
060.64054	+42.70078	11055	11.036
071.30362	+32.78074	15868	11.051
072.00037	+08.71170	 4732	11.080
074.22351	-18.24545	 9499	11.078
091.24837	-33.41242	 9478	10.946
117.75412	-38.36208	 8448	11.029
129.54263	+25.09881	 8567	10.829
138.04149	+66.89816	 7086	11.076
167.46808	+09.51954	 8921	10.889
189.13431	+06.16959	11844	11.021
210.76849	+08.94754	 6914	11.051
227.84973	-45.13652	 9464	10.888
279.19440	+16.78498	 6985	11.042
314.30453	-37.19096	13894	10.942
314.36786	-08.30694	 8319	10.928
353.95795	+26.99455	 7115	11.045
354.49677	+31.99523	 4983	11.062
021.07071	-37.33551	10359	10.969
025.51427	+42.94722	 7455	11.004
028.74435	+36.86935	 5033	11.096
038.88621	-07.15443	 1528	11.172
044.55927	+05.97195	 6758	11.082
049.19728	+47.17629	 9435	11.098
052.19276	+04.38355	 9290	10.897
096.24541	+25.03380	12034	11.039
126.43935	+19.44931	 7567	10.912
160.06474	+65.49196	10166	11.068
173.03670	-37.25811	 6476	10.933
215.65433	+59.93087	 8763	10.879
225.86565	+04.68452	10533	11.128
226.13228	-04.60755	 6347	11.032
226.96307	-09.36972	10124	11.014
281.78500	+15.93382	 7324	11.077
289.53778	+59.94603	 7360	11.032
291.12128	+59.70042	10732	11.027
299.80408	-20.91563	 9976	11.055
304.51361	-45.51925	 5212	10.993
003.14603	+74.35206	11877	11.101
