#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-16T12:34:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-16T12:34:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/416/2840/catalog&-out.max=999999&-out=Name&-out=Ksmag&-out=Vcmb&-out=c11.5&-out=c12.5&-out=M1&-out=M2&-out=Ref&-out=_RA&-out=_DE	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74162840
#Name: J/MNRAS/416/2840
#Title: The 2M++ galaxy redshift catalogue (Lavaux+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	creator=Lavaux G.	    First author or institution
#INFO	cites=bibcode:2011MNRAS.416.2840L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/416/2840	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74162840	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_416_2840_catalog:
#Name: J/MNRAS/416/2840/catalog
#Title: *The 2M++ catalogue
#Column	Name	(A16)	Name of the galaxy as given in the 2MASS-XSC database (Cat. VII/233), or ZOA fake galaxy	[ucd=meta.id;meta.main]
#Column	Ksmag	(F5.2)	Apparent magnitude in band K_S as defined in Section 2.2.	[ucd=phot.mag;em.IR.K]
#Column	Vcmb	(I5)	Total apparent velocity in CMB rest frame (G1)	[ucd=phys.veloc;pos.cmb]
#Column	c11.5	(F5.2)	Redshift incompleteness at magnitude K2M++<=11.5	[ucd=stat.fit.param]
#Column	c12.5	(F5.2)	? Redshift incompleteness at magnitude KM2++<=12.5 (2)	[ucd=stat.fit.param]
#Column	M1	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the SDSS	[ucd=meta.code]
#Column	M2	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the 6dFGRS	[ucd=meta.code]
#Column	Ref	(A19)	Reference bibcode ("zoa" for fake galaxies in the Zone of Avoidance)	[ucd=meta.bib.bibcode]
#Column	_RA	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.dec;meta.main]
Name	Ksmag	Vcmb	c11.5	c12.5	M1	M2	Ref	_RA	_DE
03030717-2212198	12.28	15308	 1.00	 0.86	0	1	20096dF...C...0000J	045.77987	-22.20550
09360023-2212140	12.34	24430	 1.00	 1.00	0	1	20096dF...C...0000J	144.00096	-22.20389
22284847-2212119	12.04	11587	 1.00	 1.00	0	1	20096dF...C...0000J	337.20196	-22.20331
20410493-2212103	11.09	12636	 1.00	 1.00	0	1	20096dF...C...0000J	310.27054	-22.20286
03354725-2212088	12.07	10093	 1.00	 1.00	0	1	20096dF...C...0000J	053.94687	-22.20244
02474938-2212075	12.22	11289	 1.00	 1.00	0	1	none               	041.95575	-22.20208
04414135-2211503	12.44	19965	 0.90	 0.79	0	1	20096dF...C...0000J	070.42229	-22.19731
13390538-2211495	11.37	 9463	 1.00	 1.00	0	1	20096dF...C...0000J	204.77242	-22.19708
00394084-2211468	12.10	18894	 1.00	 1.00	0	1	20096dF...C...0000J	009.92017	-22.19633
17054265-2211436	12.18	30696	 0.92	 0.64	0	1	20096dF...C...0000J	256.42771	-22.19544
13043962-2211428	12.10	13817	 1.00	 0.95	0	1	20096dF...C...0000J	196.16508	-22.19522
12524015-2211340	11.75	 3818	 1.00	 0.80	0	1	20096dF...C...0000J	193.16729	-22.19278
15462347-2211243	12.47	14121	 1.00	 0.83	0	1	none               	236.59779	-22.19008
14020167-2211235	12.43	12397	 1.00	 1.00	0	1	20096dF...C...0000J	210.50696	-22.18986
00432694-2211224	12.04	18732	 1.00	 1.00	0	1	20096dF...C...0000J	010.86225	-22.18956
00190813-2211201	12.38	15756	 1.00	 1.00	0	1	20096dF...C...0000J	004.78387	-22.18892
13003712-2211190	11.43	 7551	 1.00	 0.86	0	1	20096dF...C...0000J	195.15467	-22.18861
14201699-2211186	12.43	16277	 1.00	 1.00	0	1	20096dF...C...0000J	215.07079	-22.18850
05001459-2211155	12.04	15151	 1.00	 0.90	0	1	20096dF...C...0000J	075.06079	-22.18764
12592155-2211138	12.45	 7345	 1.00	 0.82	0	1	none               	194.83979	-22.18717
02134483-2211117	12.25	29812	 1.00	 1.00	0	1	none               	033.43679	-22.18658
13311010-2211061	12.42	15728	 1.00	 1.00	0	1	20096dF...C...0000J	202.79208	-22.18503
16461663-2210589	12.41	16688	 0.75	 0.50	0	1	none               	251.56929	-22.18303
14150323-2210393	12.41	22973	 1.00	 1.00	0	1	20096dF...C...0000J	213.76346	-22.17758
15010759-2210349	11.75	 8006	 1.00	 1.00	0	1	20096dF...C...0000J	225.28162	-22.17636
12594538-2210313	 9.63	 7260	 1.00	 0.81	0	1	20096dF...C...0000J	194.93908	-22.17536
06213371-2210276	11.83	11406	 1.00	 0.94	0	1	20096dF...C...0000J	095.39046	-22.17433
09370714-2210181	11.58	 4733	 1.00	 1.00	0	1	20096dF...C...0000J	144.27975	-22.17169
00432946-2210134	12.23	18120	 1.00	 1.00	0	1	20096dF...C...0000J	010.87275	-22.17039
12430883-2210092	11.43	12354	 1.00	 1.00	0	1	20112MRS.CTIO.0000H	190.78679	-22.16922
13313277-2209563	12.39	 5474	 1.00	 1.00	0	1	20096dF...C...0000J	202.88654	-22.16564
15380892-2209520	11.64	 7155	 1.00	 0.83	0	1	20096dF...C...0000J	234.53717	-22.16444
15591968-2209402	12.50	14625	 1.00	 0.56	0	1	none               	239.83200	-22.16117
16241633-2209314	12.07	 4303	 0.67	 0.67	0	1	20096dF...C...0000J	246.06804	-22.15872
14472800-2209267	11.13	 3492	 1.00	 0.90	0	1	20096dF...C...0000J	221.86667	-22.15742
20190079-2209218	10.66	 8180	 1.00	 0.71	0	1	20096dF...C...0000J	304.75329	-22.15606
09225500-2209191	11.68	16464	 1.00	 1.00	0	1	20096dF...C...0000J	140.72917	-22.15531
22284609-2209169	12.11	10986	 1.00	 1.00	0	1	20096dF...C...0000J	337.19204	-22.15469
23162637-2209149	11.57	 7632	 1.00	 1.00	0	1	20096dF...C...0000J	349.10987	-22.15414
23204765-2208579	11.58	 7427	 1.00	 1.00	0	1	20096dF...C...0000J	350.19854	-22.14942
20255179-2208426	11.80	 5836	 1.00	 0.93	0	1	20096dF...C...0000J	306.46579	-22.14517
05075972-2208397	11.64	 9849	 1.00	 1.00	0	1	20096dF...C...0000J	076.99883	-22.14436
05504171-2208343	12.42	14735	 1.00	 0.81	0	1	20096dF...C...0000J	087.67379	-22.14286
09014223-2208213	11.75	 9378	 1.00	 0.80	0	1	20096dF...C...0000J	135.42596	-22.13925
15140456-2208200	11.80	15033	 1.00	 1.00	0	1	20096dF...C...0000J	228.51900	-22.13889
13062281-2208098	12.00	14168	 1.00	 0.94	0	1	20096dF...C...0000J	196.59504	-22.13606
03485785-2207529	10.39	 4202	 1.00	 1.00	0	1	20096dF...C...0000J	057.24104	-22.13136
20152972-2207514	12.13	 8053	 1.00	 0.86	0	1	20096dF...C...0000J	303.87383	-22.13094
05535098-2207355	12.49	14478	 1.00	 0.92	0	1	20096dF...C...0000J	088.46242	-22.12653
05080879-2207318	11.15	 9922	 1.00	 1.00	0	1	20096dF...C...0000J	077.03662	-22.12550
20193693-2207235	10.92	 7994	 1.00	 0.69	0	1	2008ApJ...685.1320C	304.90387	-22.12319
20212616-2207216	12.27	 2954	 1.00	 0.76	0	1	20096dF...C...0000J	305.35900	-22.12267
12515185-2207117	12.22	29713	 1.00	 0.79	0	1	20096dF...C...0000J	192.96604	-22.11992
13320692-2207086	11.73	 9704	 1.00	 1.00	0	1	20096dF...C...0000J	203.02883	-22.11906
00444849-2206595	12.20	18066	 1.00	 1.00	0	1	20096dF...C...0000J	011.20204	-22.11653
00394530-2206468	11.98	 6461	 1.00	 1.00	0	1	20096dF...C...0000J	009.93875	-22.11300
10063533-2206447	12.31	19320	 1.00	 1.00	0	1	20096dF...C...0000J	151.64721	-22.11242
19483292-2206426	12.35	 9999	 1.00	 0.67	0	1	20096dF...C...0000J	297.13717	-22.11183
01013820-2206418	12.49	16414	 1.00	 1.00	0	1	20096dF...C...0000J	015.40917	-22.11161
04385250-2206391	11.58	19934	 0.90	 0.79	0	1	1980ApJ...241..486H	069.71875	-22.11086
13002992-2206380	11.23	 7616	 1.00	 0.85	0	1	20096dF...C...0000J	195.12467	-22.11056
21111025-2206344	11.09	 9775	 1.00	 0.91	0	1	20096dF...C...0000J	317.79271	-22.10956
13350593-2206302	12.48	13121	 1.00	 1.00	0	1	20096dF...C...0000J	203.77471	-22.10839
03424911-2206301	 8.74	 1330	 1.00	 1.00	0	1	20096dF...C...0000J	055.70462	-22.10836
21013664-2206290	11.55	12190	 1.00	 0.92	0	1	20096dF...C...0000J	315.40267	-22.10806
21310295-2206212	12.16	17760	 1.00	 0.83	0	1	20096dF...C...0000J	322.76229	-22.10589
15033414-2206080	11.75	11564	 1.00	 1.00	0	1	20096dF...C...0000J	225.89225	-22.10222
00391373-2206079	11.73	19426	 1.00	 1.00	0	1	20096dF...C...0000J	009.80721	-22.10219
23262922-2205593	11.94	18447	 1.00	 1.00	0	1	20096dF...C...0000J	351.62175	-22.09981
14294762-2205524	12.34	28270	 1.00	 1.00	0	1	20096dF...C...0000J	217.44842	-22.09789
22132630-2205481	10.37	 4984	 1.00	 1.00	0	1	20096dF...C...0000J	333.35958	-22.09669
03230551-2205417	12.26	19808	 1.00	 1.00	0	1	20096dF...C...0000J	050.77296	-22.09492
13010978-2205313	12.30	 7408	 1.00	 0.86	0	1	20096dF...C...0000J	195.29075	-22.09203
12031748-2205227	12.35	10802	 1.00	 1.00	0	1	20096dF...C...0000J	180.82283	-22.08964
01053465-2205208	12.41	16938	 1.00	 0.89	0	1	20096dF...C...0000J	016.39437	-22.08911
06213076-2205146	 9.85	 3021	 1.00	 0.93	0	1	20096dF...C...0000J	095.37817	-22.08739
10063453-2204597	12.19	15878	 1.00	 1.00	0	1	20096dF...C...0000J	151.64387	-22.08325
00405826-2204592	12.00	18847	 1.00	 1.00	0	1	20096dF...C...0000J	010.24275	-22.08311
21224850-2204563	12.17	10345	 1.00	 0.92	0	1	20096dF...C...0000J	320.70208	-22.08231
10511739-2204506	12.39	25335	 1.00	 0.86	0	1	20096dF...C...0000J	162.82246	-22.08072
20495076-2204503	11.71	10776	 1.00	 1.00	0	1	20096dF...C...0000J	312.46150	-22.08064
20420125-2204427	11.53	18260	 1.00	 0.90	0	1	20096dF...C...0000J	310.50521	-22.07853
15325717-2204328	12.03	 5960	 1.00	 1.00	0	1	20096dF...C...0000J	233.23821	-22.07578
22045055-2204286	12.31	19839	 1.00	 1.00	0	1	20096dF...C...0000J	331.21062	-22.07461
13024473-2204197	11.38	 7341	 1.00	 0.95	0	1	20096dF...C...0000J	195.68637	-22.07214
22013050-2204153	11.72	 4895	 1.00	 1.00	0	1	20096dF...C...0000J	330.37708	-22.07092
19255868-2204123	12.17	19254	 1.00	 0.88	0	1	20096dF...C...0000J	291.49450	-22.07008
06071971-2204088	11.36	 2681	 1.00	 0.91	0	1	20096dF...C...0000J	091.83212	-22.06911
04331335-2204033	11.52	12162	 0.86	 0.62	0	1	20112MRS.FLWO.0000H	068.30562	-22.06758
21310561-2204012	11.70	17760	 1.00	 0.83	0	1	none               	322.77337	-22.06700
20533742-2203577	11.87	12296	 1.00	 1.00	0	1	20096dF...C...0000J	313.40592	-22.06603
20553990-2203510	11.36	10040	 1.00	 1.00	0	1	20096dF...C...0000J	313.91625	-22.06417
01013597-2203488	12.29	16414	 1.00	 1.00	0	1	none               	015.39987	-22.06356
13085443-2203458	11.78	11989	 1.00	 0.95	0	1	20096dF...C...0000J	197.22679	-22.06272
12093833-2203410	11.71	10088	 1.00	 1.00	0	1	20096dF...C...0000J	182.40971	-22.06139
15060802-2203356	12.43	20576	 1.00	 1.00	0	1	20096dF...C...0000J	226.53342	-22.05989
00582725-2203246	12.42	16198	 1.00	 0.94	0	1	20096dF...C...0000J	014.61354	-22.05683
02102490-2203175	10.82	 4069	 1.00	 1.00	0	1	20096dF...C...0000J	032.60375	-22.05486
20485313-2203042	11.61	 7519	 1.00	 1.00	0	1	20096dF...C...0000J	312.22137	-22.05117
13204374-2203039	11.90	 2402	 1.00	 0.89	0	1	20096dF...C...0000J	200.18225	-22.05108
13371639-2202583	11.00	10276	 1.00	 1.00	0	1	20096dF...C...0000J	204.31829	-22.04953
22040909-2202277	11.59	16231	 1.00	 1.00	0	1	20096dF...C...0000J	331.03787	-22.04103
09374111-2202064	 9.62	 5048	 1.00	 1.00	0	1	20096dF...C...0000J	144.42129	-22.03511
13422869-2201591	12.14	14884	 1.00	 1.00	0	1	20096dF...C...0000J	205.61954	-22.03308
22201822-2201541	12.00	 7321	 1.00	 0.91	0	1	20096dF...C...0000J	335.07592	-22.03169
13173532-2201475	11.70	16183	 1.00	 0.90	0	1	20096dF...C...0000J	199.39717	-22.02986
15104114-2201425	12.06	 4504	 1.00	 0.90	0	1	20096dF...C...0000J	227.67142	-22.02847
12590645-2201410	11.83	 6851	 1.00	 0.83	0	1	20096dF...C...0000J	194.77687	-22.02806
05094245-2201366	12.24	12563	 1.00	 0.90	0	1	20096dF...C...0000J	077.42687	-22.02683
05060743-2201359	12.40	12616	 1.00	 0.92	0	1	20096dF...C...0000J	076.53096	-22.02664
13365963-2201333	11.11	10169	 1.00	 1.00	0	1	20096dF...C...0000J	204.24846	-22.02592
13395043-2201315	11.63	 6158	 1.00	 1.00	0	1	20096dF...C...0000J	204.96012	-22.02542
22282616-2201278	11.84	12178	 1.00	 1.00	0	1	20096dF...C...0000J	337.10900	-22.02439
23485515-2201269	11.42	12764	 1.00	 0.75	0	1	20096dF...C...0000J	357.22979	-22.02414
16181677-2201195	12.10	10021	 0.83	 0.83	0	1	20096dF...C...0000J	244.56987	-22.02208
03291029-2201166	11.60	10289	 1.00	 0.89	0	1	20096dF...C...0000J	052.29287	-22.02128
05011867-2201075	12.08	13805	 1.00	 0.93	0	1	none               	075.32779	-22.01875
08145628-2201050	11.37	 5418	 0.88	 0.00	0	0	1998A&AS..130..333T	123.73450	-22.01806
05560314-2200576	11.92	14491	 1.00	 1.00	0	1	none               	089.01308	-22.01600
10065562-2200479	12.09	19051	 1.00	 1.00	0	1	20096dF...C...0000J	151.73175	-22.01331
21394253-2200441	12.43	16727	 1.00	 0.79	0	1	20096dF...C...0000J	324.92721	-22.01225
14462811-2200437	12.49	16281	 1.00	 1.00	0	1	20096dF...C...0000J	221.61712	-22.01214
20501332-2200385	11.44	 7648	 1.00	 1.00	0	1	20096dF...C...0000J	312.55550	-22.01069
05565367-2200349	11.56	14134	 1.00	 1.00	0	1	20096dF...C...0000J	089.22362	-22.00969
14570800-2200301	12.24	13677	 1.00	 1.00	0	1	20096dF...C...0000J	224.28333	-22.00836
06255797-2200174	10.00	 2417	 1.00	 1.00	0	1	20096dF...C...0000J	096.49154	-22.00483
08482659-2200158	11.79	17933	 1.00	 0.71	0	1	20096dF...C...0000J	132.11079	-22.00439
05401177-2200115	12.00	 9108	 1.00	 1.00	0	1	20096dF...C...0000J	085.04904	-22.00319
16583072-2200090	12.12	17342	 0.79	 0.67	0	1	20096dF...C...0000J	254.62800	-22.00250
19040818-2200066	11.96	15074	 1.00	 0.92	0	1	20096dF...C...0000J	286.03408	-22.00183
23573213-2200020	10.56	 9757	 1.00	 0.88	0	1	20096dF...C...0000J	359.38387	-22.00056
05455392-2159568	 9.59	 3008	 1.00	 0.67	0	1	20096dF...C...0000J	086.47467	-21.99911
11393442-2159545	11.69	11859	 1.00	 1.00	0	1	20096dF...C...0000J	174.89342	-21.99847
15572524-2159475	11.74	14246	 1.00	 0.56	0	1	20096dF...C...0000J	239.35517	-21.99653
17060803-2159436	11.48	10270	 0.94	 0.70	0	1	20096dF...C...0000J	256.53346	-21.99544
14022715-2159415	11.70	12523	 1.00	 1.00	0	1	20096dF...C...0000J	210.61312	-21.99486
20113343-2159405	11.18	 8599	 0.94	 0.88	0	1	20096dF...C...0000J	302.88929	-21.99458
02275693-2159353	11.70	10697	 1.00	 1.00	0	1	20096dF...C...0000J	036.98721	-21.99314
22191189-2159316	12.47	20976	 1.00	 0.92	0	1	20096dF...C...0000J	334.79954	-21.99211
04584029-2159308	12.43	11822	 1.00	 0.89	0	1	20096dF...C...0000J	074.66787	-21.99189
09560823-2159188	12.18	 3575	 1.00	 0.89	0	1	20096dF...C...0000J	149.03429	-21.98856
13031054-2159149	12.27	 7447	 1.00	 0.95	0	1	20096dF...C...0000J	195.79392	-21.98747
11302218-2159133	11.72	18387	 1.00	 1.00	0	1	20096dF...C...0000J	172.59242	-21.98703
03135827-2159111	10.43	 4160	 1.00	 0.91	0	1	20096dF...C...0000J	048.49279	-21.98642
19152250-2159048	12.36	14594	 1.00	 0.78	0	1	20096dF...C...0000J	288.84375	-21.98467
13102895-2159015	11.65	13785	 1.00	 0.95	0	1	20096dF...C...0000J	197.62062	-21.98375
14021759-2159006	12.03	12693	 1.00	 1.00	0	1	20096dF...C...0000J	210.57329	-21.98350
16314126-2158579	12.47	18586	 0.75	 0.67	0	1	20096dF...C...0000J	247.92192	-21.98275
06231523-2158516	11.85	19121	 1.00	 1.00	0	1	20096dF...C...0000J	095.81346	-21.98100
05562495-2158510	11.68	14491	 1.00	 1.00	0	1	20096dF...C...0000J	089.10396	-21.98083
23573479-2158440	12.13	 9757	 1.00	 0.88	0	1	none               	359.39496	-21.97889
10140352-2158363	10.33	 3998	 1.00	 1.00	0	1	20096dF...C...0000J	153.51467	-21.97675
09341130-2158333	12.43	18790	 1.00	 1.00	0	1	20096dF...C...0000J	143.54708	-21.97592
20141801-2158331	12.09	 8519	 0.92	 0.92	0	1	20096dF...C...0000J	303.57504	-21.97586
03441797-2158211	11.98	19597	 1.00	 1.00	0	1	20096dF...C...0000J	056.07487	-21.97253
15203815-2158118	12.04	 5838	 1.00	 1.00	0	1	20096dF...C...0000J	230.15896	-21.96994
01561067-2158100	12.49	13006	 1.00	 1.00	0	1	20096dF...C...0000J	029.04446	-21.96944
09143650-2158073	12.45	 3074	 1.00	 1.00	0	1	20096dF...C...0000J	138.65208	-21.96869
20495054-2157593	11.99	 7712	 1.00	 1.00	0	1	20096dF...C...0000J	312.46058	-21.96647
09224731-2157551	12.49	11468	 1.00	 1.00	0	1	20096dF...C...0000J	140.69712	-21.96531
15122922-2157546	11.59	 5898	 1.00	 1.00	0	1	20096dF...C...0000J	228.12175	-21.96517
08504545-2157481	 9.33	 2806	 1.00	 0.71	0	1	20096dF...C...0000J	132.68937	-21.96336
19190032-2157358	12.36	21531	 1.00	 0.83	0	1	20096dF...C...0000J	289.75133	-21.95994
21395777-2157211	12.31	16727	 1.00	 0.75	0	1	none               	324.99071	-21.95586
11583168-2157166	11.35	10487	 1.00	 1.00	0	1	20096dF...C...0000J	179.63200	-21.95461
15495309-2157147	12.47	21128	 1.00	 1.00	0	1	20096dF...C...0000J	237.47121	-21.95408
20515707-2157123	11.84	13861	 1.00	 1.00	0	1	20096dF...C...0000J	312.98779	-21.95342
17115604-2157083	11.14	 9557	 0.89	 0.77	0	1	20096dF...C...0000J	257.98350	-21.95231
02583481-2157073	12.43	23509	 1.00	 1.00	0	1	20096dF...C...0000J	044.64504	-21.95203
10202265-2157029	12.49	17274	 1.00	 1.00	0	1	20096dF...C...0000J	155.09437	-21.95081
05233319-2156583	12.30	13865	 1.00	 1.00	0	1	20096dF...C...0000J	080.88829	-21.94953
20175838-2156572	11.37	11344	 1.00	 0.79	0	1	20096dF...C...0000J	304.49325	-21.94922
05332175-2156447	 7.93	 1708	 1.00	 1.00	0	1	2004AJ....128...16K	083.34062	-21.94575
03074799-2156185	12.48	 9973	 1.00	 0.91	0	1	20096dF...C...0000J	046.94996	-21.93847
09344055-2156132	11.99	 5256	 1.00	 1.00	0	1	20096dF...C...0000J	143.66896	-21.93700
09574153-2156074	10.66	 8569	 1.00	 0.88	0	1	20096dF...C...0000J	149.42304	-21.93539
19493847-2156060	12.01	14125	 1.00	 0.73	0	1	20096dF...C...0000J	297.41029	-21.93500
05003301-2156055	12.26	10319	 1.00	 0.92	0	1	20096dF...C...0000J	075.13754	-21.93486
01234548-2155538	12.47	 8466	 1.00	 1.00	0	1	20096dF...C...0000J	020.93950	-21.93161
03543803-2155510	11.81	11945	 1.00	 1.00	0	1	20096dF...C...0000J	058.65846	-21.93083
13403414-2155470	11.79	10271	 1.00	 1.00	0	1	20096dF...C...0000J	205.14225	-21.92972
09344357-2155402	 9.58	 5139	 1.00	 1.00	0	1	20096dF...C...0000J	143.68154	-21.92783
00404684-2155332	12.42	19097	 1.00	 1.00	0	1	20096dF...C...0000J	010.19517	-21.92589
14065741-2155309	11.67	 6597	 1.00	 1.00	0	1	20096dF...C...0000J	211.73921	-21.92525
04104729-2155262	12.28	 4189	 1.00	 1.00	0	1	20096dF...C...0000J	062.69704	-21.92394
05453243-2155237	11.21	 8878	 1.00	 0.67	0	1	20096dF...C...0000J	086.38512	-21.92325
22150478-2155213	12.47	19931	 1.00	 1.00	0	1	20096dF...C...0000J	333.76992	-21.92258
03444995-2155137	 8.72	 1560	 1.00	 1.00	0	1	20096dF...C...0000J	056.20812	-21.92047
16485406-2155132	11.49	16275	 0.89	 0.62	0	1	20096dF...C...0000J	252.22525	-21.92033
00570857-2155112	11.40	15597	 1.00	 0.92	0	1	20096dF...C...0000J	014.28571	-21.91978
03453731-2154552	12.39	17723	 1.00	 1.00	0	1	20096dF...C...0000J	056.40546	-21.91533
12523593-2154540	11.47	 7059	 1.00	 0.81	0	1	20096dF...C...0000J	193.14971	-21.91500
20030163-2154516	11.93	 5368	 0.93	 0.83	0	1	20096dF...C...0000J	300.75679	-21.91433
22443899-2154352	11.83	 9744	 1.00	 1.00	0	1	20096dF...C...0000J	341.16246	-21.90978
01494712-2154269	11.64	11711	 1.00	 1.00	0	1	20096dF...C...0000J	027.44633	-21.90747
00114770-2154236	11.54	17901	 1.00	 1.00	0	1	20096dF...C...0000J	002.94875	-21.90656
16531791-2154171	12.41	18746	 0.90	 0.71	0	1	20096dF...C...0000J	253.32462	-21.90475
21273015-2154092	12.25	33852	 1.00	 0.77	0	1	20096dF...C...0000J	321.87562	-21.90256
04030343-2154034	12.23	12291	 1.00	 1.00	0	1	20096dF...C...0000J	060.76429	-21.90094
04575391-2154025	12.22	12347	 1.00	 0.89	0	1	20096dF...C...0000J	074.47462	-21.90069
12232793-2154004	12.45	18938	 1.00	 0.93	0	1	20096dF...C...0000J	185.86637	-21.90011
13194725-2153596	10.40	 1703	 1.00	 0.86	0	1	20096dF...C...0000J	199.94687	-21.89989
00505356-2153577	12.47	18466	 1.00	 0.95	0	1	20096dF...C...0000J	012.72317	-21.89936
23454644-2153536	12.45	21944	 1.00	 0.86	0	1	none               	356.44350	-21.89822
02545607-2153534	11.68	 8540	 1.00	 1.00	0	1	20096dF...C...0000J	043.73362	-21.89817
15003631-2153297	11.66	 8085	 1.00	 1.00	0	1	20096dF...C...0000J	225.15129	-21.89158
04032572-2153173	11.05	12270	 1.00	 1.00	0	1	20096dF...C...0000J	060.85717	-21.88814
09523299-2153171	11.52	 8754	 1.00	 1.00	0	1	20096dF...C...0000J	148.13746	-21.88808
04373202-2153150	11.75	 9208	 0.89	 0.82	0	1	20096dF...C...0000J	069.38342	-21.88750
06391134-2153147	12.25	19706	 1.00	 1.00	0	1	20096dF...C...0000J	099.79725	-21.88742
09115991-2153128	12.48	16945	 1.00	 0.75	0	1	20096dF...C...0000J	137.99962	-21.88689
13142528-2153087	12.35	15189	 1.00	 0.94	0	1	20096dF...C...0000J	198.60533	-21.88575
13101990-2153057	12.27	13953	 1.00	 0.95	0	1	20096dF...C...0000J	197.58292	-21.88492
00410725-2153042	12.41	18958	 1.00	 1.00	0	1	20096dF...C...0000J	010.28021	-21.88450
09215529-2153009	12.32	24467	 1.00	 1.00	0	1	none               	140.48037	-21.88358
01024177-2152557	10.95	16787	 1.00	 0.95	0	1	20096dF...C...0000J	015.67404	-21.88214
12252917-2152474	12.42	19487	 1.00	 1.00	0	1	none               	186.37154	-21.87983
16402714-2152460	11.68	19364	 0.80	 0.62	0	1	20096dF...C...0000J	250.11308	-21.87944
22035521-2152438	11.92	16944	 1.00	 1.00	0	1	20096dF...C...0000J	330.98004	-21.87883
15122950-2152406	11.68	 4376	 1.00	 0.91	0	1	20096dF...C...0000J	228.12292	-21.87794
06404799-2152387	11.38	 7923	 1.00	 1.00	0	1	20096dF...C...0000J	100.19996	-21.87742
01070782-2152204	12.38	19113	 1.00	 0.91	0	1	20096dF...C...0000J	016.78258	-21.87233
12544627-2152190	11.67	 9310	 1.00	 0.84	0	1	20096dF...C...0000J	193.69279	-21.87194
20063843-2151560	12.27	 5625	 0.93	 0.86	0	1	20096dF...C...0000J	301.66012	-21.86556
12520837-2151544	 9.84	 7276	 1.00	 0.81	0	1	20096dF...C...0000J	193.03487	-21.86511
12401718-2151482	11.89	14306	 1.00	 1.00	0	1	20096dF...C...0000J	190.07158	-21.86339
10264406-2151480	12.23	 6039	 1.00	 1.00	0	1	20096dF...C...0000J	156.68358	-21.86333
09502479-2151462	11.66	 8935	 1.00	 1.00	0	1	20096dF...C...0000J	147.60329	-21.86283
13290729-2151436	11.62	 5975	 1.00	 1.00	0	1	20096dF...C...0000J	202.28037	-21.86211
20084688-2151417	12.12	12097	 0.94	 0.85	0	1	20096dF...C...0000J	302.19533	-21.86158
10055593-2151401	11.42	 4074	 1.00	 1.00	0	1	20096dF...C...0000J	151.48304	-21.86114
09122183-2151382	12.13	16850	 1.00	 0.80	0	1	20096dF...C...0000J	138.09096	-21.86061
06292403-2151294	11.46	16306	 1.00	 1.00	0	1	20096dF...C...0000J	097.35012	-21.85817
03551525-2151242	11.30	12187	 1.00	 1.00	0	1	20112MRS.CTIO.0000H	058.81354	-21.85672
03552021-2151162	11.83	11959	 1.00	 1.00	0	1	none               	058.83421	-21.85450
12580583-2150585	12.33	14504	 1.00	 0.82	0	1	20096dF...C...0000J	194.52429	-21.84958
13305845-2150511	11.91	 7637	 1.00	 1.00	0	1	20096dF...C...0000J	202.74354	-21.84753
00465664-2150511	11.93	 6109	 1.00	 1.00	0	1	20096dF...C...0000J	011.73600	-21.84753
05261314-2150485	11.74	17156	 1.00	 1.00	0	1	20096dF...C...0000J	081.55475	-21.84681
04211363-2150460	10.81	  799	 1.00	 0.67	0	1	20096dF...C...0000J	065.30679	-21.84611
19302652-2150421	12.07	12275	 1.00	 1.00	0	1	20096dF...C...0000J	292.61050	-21.84503
04412631-2150383	11.83	 4417	 0.89	 0.76	0	1	20096dF...C...0000J	070.35962	-21.84397
04402389-2150290	11.42	19391	 0.89	 0.76	0	1	20096dF...C...0000J	070.09954	-21.84139
15035762-2150260	12.32	20024	 1.00	 1.00	0	1	20096dF...C...0000J	225.99008	-21.84056
