name,z,sigma,sigma_err,sigma_flag,logMstar,logMstar_err,IMF,logMgas,logMdyn,re_kpc,v_over_sigma,kinematic_type,tracer,instrument,sigma_definition,rotation_removed,source_arXiv,table_or_section,notes
J081740,4.2603,50,13,det,10.6,0.2,Chabrier,10.5,,3.2,5.5,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, radial mean <sigma>",yes,2302.03049;2403.00904,"RO23 Table 5 (tab:vel) <sigma>; M*,Mgas RO24 Table 3 (tab:dy_fid); Reff RO24 Table 1","<sigma> = 50 +13/-13; v_over_sigma = Vmax/<sigma> = 5.5+/-1.7; log M* = 10.6 +0.2/-0.2 from rotation-curve mass decomposition (dynamical; RO24 Table 3 tab:dy_fid); RO24 states Chabrier IMF adopted throughout; log M_gas = 10.5 +0.3/-0.5 (RO24 Table 3); re_kpc = [CII] gas R_eff 3.2 +0.2/-0.1 (RO24 Table 1, Sersic n=1); stellar R_eff,* = 2.4 kpc (RO24 Table 3); kinematic_type: paper classifies as rotating disc; same object as DLA0817g (Neeleman+2020; Parlanti+2023); 3D-Barolo tilted-ring fit to the cube (beam smearing and instrumental broadening handled)"
J081740 [sigma_ext],4.2603,33,13,det,10.6,0.2,Chabrier,10.5,,3.2,7.6,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, outer (mean of last two rings) sigma_ext",yes,2302.03049;2403.00904,"RO23 Table 5 (tab:vel) sigma_ext; M*,Mgas RO24 Table 3; Reff RO24 Table 1","sigma_ext = 33 +13/-13; v_over_sigma = V_rot,ext/sigma_ext = 7.6+/-3.4; DUPLICATE of the <sigma> row for the same galaxy (outer-disc value); log M* = 10.6 +0.2/-0.2 from rotation-curve mass decomposition (dynamical; RO24 Table 3 tab:dy_fid); RO24 states Chabrier IMF adopted throughout; log M_gas = 10.5 +0.3/-0.5 (RO24 Table 3); re_kpc = [CII] gas R_eff 3.2 +0.2/-0.1 (RO24 Table 1, Sersic n=1); stellar R_eff,* = 2.4 kpc (RO24 Table 3); kinematic_type: paper classifies as rotating disc; same object as DLA0817g (Neeleman+2020; Parlanti+2023); 3D-Barolo tilted-ring fit to the cube (beam smearing and instrumental broadening handled)"
SGP38326-1,4.4238,58,12,det,11,0.2,Chabrier,11.3,,3.2,9.8,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, radial mean <sigma>",yes,2302.03049;2403.00904,"RO23 Table 5 (tab:vel) <sigma>; M*,Mgas RO24 Table 3 (tab:dy_fid); Reff RO24 Table 1","<sigma> = 58 +12/-12; v_over_sigma = Vmax/<sigma> = 9.8+/-2.0; log M* = 11.0 +0.2/-0.2 from rotation-curve mass decomposition (dynamical; RO24 Table 3 tab:dy_fid); RO24 states Chabrier IMF adopted throughout; log M_gas = 11.3 +0.1/-0.3 (RO24 Table 3); re_kpc = [CII] gas R_eff 3.2 +0.1/-0.1 (RO24 Table 1, Sersic n=1); stellar R_eff,* = 2.2 kpc (RO24 Table 3); kinematic_type: paper classifies as rotating disc; starburst in a group; 3D-Barolo tilted-ring fit to the cube (beam smearing and instrumental broadening handled)"
SGP38326-1 [sigma_ext],4.4238,46,10,det,11,0.2,Chabrier,11.3,,3.2,11.8,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, outer (mean of last two rings) sigma_ext",yes,2302.03049;2403.00904,"RO23 Table 5 (tab:vel) sigma_ext; M*,Mgas RO24 Table 3; Reff RO24 Table 1","sigma_ext = 46 +11/-9; v_over_sigma = V_rot,ext/sigma_ext = 11.8+/-2.9; DUPLICATE of the <sigma> row for the same galaxy (outer-disc value); log M* = 11.0 +0.2/-0.2 from rotation-curve mass decomposition (dynamical; RO24 Table 3 tab:dy_fid); RO24 states Chabrier IMF adopted throughout; log M_gas = 11.3 +0.1/-0.3 (RO24 Table 3); re_kpc = [CII] gas R_eff 3.2 +0.1/-0.1 (RO24 Table 1, Sersic n=1); stellar R_eff,* = 2.2 kpc (RO24 Table 3); kinematic_type: paper classifies as rotating disc; starburst in a group; 3D-Barolo tilted-ring fit to the cube (beam smearing and instrumental broadening handled)"
SGP38326-2,4.4274,49,15,det,10.3,0.5,Chabrier,11.1,,2.4,8.3,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, radial mean <sigma>",yes,2302.03049;2403.00904,"RO23 Table 5 (tab:vel) <sigma>; M*,Mgas RO24 Table 3 (tab:dy_fid); Reff RO24 Table 1","<sigma> = 49 +16/-14; v_over_sigma = Vmax/<sigma> = 8.3+/-2.8; log M* = 10.3 +0.4/-0.6 from rotation-curve mass decomposition (dynamical; RO24 Table 3 tab:dy_fid); RO24 states Chabrier IMF adopted throughout; log M_gas = 11.1 +0.2/-0.3 (RO24 Table 3); re_kpc = [CII] gas R_eff 2.4 +0.1/-0.1 (RO24 Table 1, Sersic n=1); stellar R_eff,* = 1.7 kpc (RO24 Table 3); kinematic_type: paper classifies as rotating disc; starburst in a group; 3D-Barolo tilted-ring fit to the cube (beam smearing and instrumental broadening handled)"
SGP38326-2 [sigma_ext],4.4274,40,12,det,10.3,0.5,Chabrier,11.1,,2.4,10.2,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, outer (mean of last two rings) sigma_ext",yes,2302.03049;2403.00904,"RO23 Table 5 (tab:vel) sigma_ext; M*,Mgas RO24 Table 3; Reff RO24 Table 1","sigma_ext = 40 +13/-11; v_over_sigma = V_rot,ext/sigma_ext = 10.2+/-3.2; DUPLICATE of the <sigma> row for the same galaxy (outer-disc value); log M* = 10.3 +0.4/-0.6 from rotation-curve mass decomposition (dynamical; RO24 Table 3 tab:dy_fid); RO24 states Chabrier IMF adopted throughout; log M_gas = 11.1 +0.2/-0.3 (RO24 Table 3); re_kpc = [CII] gas R_eff 2.4 +0.1/-0.1 (RO24 Table 1, Sersic n=1); stellar R_eff,* = 1.7 kpc (RO24 Table 3); kinematic_type: paper classifies as rotating disc; starburst in a group; 3D-Barolo tilted-ring fit to the cube (beam smearing and instrumental broadening handled)"
SPT0418-47,4.2248,32,1,det,10.079,0.052,unstated,10.114,,0.22,9.7,rotation,[CII]158,ALMA,"lens-kinematic forward model, mean intrinsic dispersion sigma_m",yes,2009.01251,Extended Data Table 2 (tab2) sigma_m; M* ED Table 3 (tab5),"sigma_m=32+/-1; v_over_sigma=Vmax/sigma_m=9.7+/-0.4; lensed (mu=32.3+/-2.5 from dust continuum, Methods); kinematics from 3D lens-kinematic source-plane modelling of the visibilities (beam smearing intrinsically corrected); M*=1.2 +0.2/-0.1 x10^10 Msun from rotation-curve decomposition (dynamical, intrinsic/delensed; ED Table 3 tab5); log err +0.067/-0.038; IMF: only Kroupa quoted for the SFR conversion; M* is dynamical; logMgas: M_gas=1.3+/-0.2 x10^10 (alpha_[CII] L_[CII], ED Table 3); re_kpc = stellar R_e=0.22 +0.04/-0.02 kpc (ED Table 3); sigma(R)=58.1 exp(-R/1.7 kpc) profile (ED Table 1)"
SPT0418-47 [sigma_ext],4.2248,18,1,det,10.079,0.052,unstated,10.114,,0.22,13.5,rotation,[CII]158,ALMA,"lens-kinematic forward model, outer-disc (R>1 kpc) intrinsic dispersion sigma_ext",yes,2009.01251,Extended Data Table 2 (tab2) sigma_ext; M* ED Table 3 (tab5),"sigma_ext=18+/-1; v_over_sigma=V_flat/sigma_ext=13.5+/-0.7 (ED Table 2; Methods text quotes 13.7+/-0.7); DUPLICATE of sigma_m row (outer-disc value); lensed (mu=32.3+/-2.5 from dust continuum, Methods); kinematics from 3D lens-kinematic source-plane modelling of the visibilities (beam smearing intrinsically corrected); M*=1.2 +0.2/-0.1 x10^10 Msun from rotation-curve decomposition (dynamical, intrinsic/delensed; ED Table 3 tab5); log err +0.067/-0.038; IMF: only Kroupa quoted for the SFR conversion; M* is dynamical; logMgas: M_gas=1.3+/-0.2 x10^10 (alpha_[CII] L_[CII], ED Table 3); re_kpc = stellar R_e=0.22 +0.04/-0.02 kpc (ED Table 3); sigma(R)=58.1 exp(-R/1.7 kpc) profile (ED Table 1)"
MACS0717_Az9,4.2738,26,17,det,9.33,0.091,Chabrier,,10.204,1.80,5.3,rotation,[CII]158,ALMA,3D-Barolo on source-plane cube; average dispersion of rings with non-zero dispersion (all at r<r_1/2),yes,2306.10450,Table 1 (tab:source) sigma_0; Sect. 4 text,"sigma_0=26+/-17 km/s; outer rings have dispersion consistent with zero and are excluded from the average (Sect. 3.3); lensed, mean magnification mu=7+/-1 (CATS); source-plane reconstruction; M*_int = 2.14 +1.04/-0.05 x10^9 Msun (delensed, MAGPHYS, Chabrier); log err +0.172/-0.010; logMdyn: M_dyn=1.6+/-0.5 x10^10 (Table 1); re_kpc: r_1/2=0.26+/-0.07 arcsec (source plane, [CII] model) converted with astropy Planck18 at z=4.2738 (6.910 kpc/arcsec) -> 1.80+/-0.48 kpc; integrated FWHM=282+/-18 km/s (Table 1); V_max=139+/-22 km/s; V/sigma=5.3+/-3.6"
REBELS-25,7.3065,33,9,det,9.903,0.151,Chabrier,10.708,11.079,2.2,11,rotation,[CII]158,ALMA,"3D-Barolo intrinsic dispersion, mean over rings",yes,2405.06025,Table 2 (tab:R25 parameters) sigma-bar; M* Table 1 (tab:R25 properties),"sigma-bar=33+/-9; V_rot,max/sigma-bar = 11 +8/-4; M*=8 +4/-2 x10^9 Msun (BEAGLE, Chabrier; Stefanon in prep via Table 1); log err +0.176/-0.125; alt. non-parametric M*=19 +5/-8 x10^9 (Topping+2022, Sect. 5); logMgas from M_H2,[CII]=5.1 +5.1/-2.6 x10^10 (Table 1, Hygate+2023); dynamical-minus-stellar estimate M_gas=1.1 +0.4/-0.3 x10^11 (Sect. 5); logMdyn: M_dyn,tot=(1.2+/-0.3)x10^11 (Sect. 5, k=1.8); re_kpc: [CII] 2D Sersic r_e=2.2+/-0.3 kpc; same object as UVISTA-Y-003 (Parlanti+2023); integrated FWHM_[CII]=316+/-15 km/s (Table 1, Hygate+2023)"
DLA0817g (ALMA J081740.86+135138.2),4.26033,80,7.5,det,,,unstated,10.944,10.857,,3.4,rotation,[CII]158,ALMA,"MCMC thin-disk forward model (TDconstantV), constant intrinsic dispersion",yes,2005.09661,Extended Data Table 2 (image J0817HD_tab2.jpg) sigma_v; ED Table 1 masses,"sigma_v = 80 +4/-11 (TDconstantV; TDarctanV 80 +13/-11); thick-disk models give sigma ~10 km/s lower (Methods); Methods: 3D-Barolo consistency check gives sigma=72 km/s (v_rot=279 km/s); no stellar mass in paper (see Roman-Oliveira+2024 row J081740: log M*=10.6+/-0.2 dynamical); logMgas: M_mol=(8.8+/-2.6)x10^10 (CO(2-1), alpha_CO=3); logMdyn: (7.2+/-2.3)x10^10 within 3R_d; R_d=1.39 +0.06/-0.05 kpc; v_rot/sigma_v = 3.4 +1.1/-0.3; integrated FWHM=400+/-40 km/s"
CG32 [ring R=1.17kpc],4.4105,39.06,14.95,det,9.746,0.038,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.17 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=1.17 kpc sigma_v=39.06+/-14.95; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for CANDELS_GOODSS_32: log M*=9.746, 1-sigma bounds [9.709,9.785] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
CG32 [ring R=3.5kpc],4.4105,19.14,12.47,det,9.746,0.038,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=3.5 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=3.5 kpc sigma_v=19.14+/-12.47; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for CANDELS_GOODSS_32: log M*=9.746, 1-sigma bounds [9.709,9.785] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC396844 [ring R=1.25kpc],4.5424,44.42,7.75,det,9.861,0.163,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.25 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=1.25 kpc sigma_v=44.42+/-7.75; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_396844: log M*=9.861, 1-sigma bounds [9.670,9.996] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC396844 [ring R=3.75kpc],4.5424,19.84,11.75,det,9.861,0.163,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=3.75 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=3.75 kpc sigma_v=19.84+/-11.75; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_396844: log M*=9.861, 1-sigma bounds [9.670,9.996] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC494057 [ring R=1.04kpc],5.5446,53.24,6.21,det,10.153,0.14,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.04 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=1.04 kpc sigma_v=53.24+/-6.21; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_494057: log M*=10.153, 1-sigma bounds [10.000,10.281] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC494057 [ring R=3.13kpc],5.5446,44.98,7.1,det,10.153,0.14,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=3.13 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=3.13 kpc sigma_v=44.98+/-7.1; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_494057: log M*=10.153, 1-sigma bounds [10.000,10.281] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC552206 [ring R=1.11kpc],5.5016,116.65,11.85,det,10.576,0.15,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.11 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=1.11 kpc sigma_v=116.65+/-11.85; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_552206: log M*=10.576, 1-sigma bounds [10.418,10.717] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC552206 [ring R=3.32kpc],5.5016,67.4,13.24,det,10.576,0.15,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=3.32 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=3.32 kpc sigma_v=67.4+/-13.24; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_552206: log M*=10.576, 1-sigma bounds [10.418,10.717] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC552206 [ring R=5.53kpc],5.5016,65.34,14.61,det,10.576,0.15,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=5.53 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=5.53 kpc sigma_v=65.34+/-14.61; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_552206: log M*=10.576, 1-sigma bounds [10.418,10.717] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC881725 [ring R=1.15kpc],4.5778,40.45,6.94,det,9.959,0.133,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.15 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=1.15 kpc sigma_v=40.45+/-6.94; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_881725: log M*=9.959, 1-sigma bounds [9.851,10.117] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
DC881725 [ring R=3.44kpc],4.5778,48.4,7.77,det,9.959,0.133,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=3.44 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=3.44 kpc sigma_v=48.4+/-7.77; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for DEIMOS_COSMOS_881725: log M*=9.959, 1-sigma bounds [9.851,10.117] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
VC.7875 [ring R=1.28kpc],4.5506,47.04,5.69,det,10.168,0.165,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.28 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=1.28 kpc sigma_v=47.04+/-5.69; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for vuds_cosmos_5110377875: log M*=10.168, 1-sigma bounds [9.958,10.288] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
VC.7875 [ring R=3.84kpc],4.5506,60.84,12.74,det,10.168,0.165,Chabrier,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=3.84 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,"ring R=3.84 kpc sigma_v=60.84+/-12.74; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; M* from ALPINE DR1 merged catalogue (VizieR J/A+A/643/A2, Faisst+2020 LePhare, Chabrier) for vuds_cosmos_5110377875: log M*=10.168, 1-sigma bounds [9.958,10.288] (VizieR e_/E_ columns hold bound values), err=(hi-lo)/2; Jones+2021 cites Faisst+2020 for M* but does not tabulate it"
J0817 [ring R=0.95kpc],4.26,32.17,11.36,det,,,unstated,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=0.95 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,ring R=0.95 kpc sigma_v=32.17+/-11.36; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; no M* in Jones+2021; see Roman-Oliveira+2024 J081740 log M*=10.6 (dynamical); J0817 ring table does not state whether 1-arcsec or 0.2-arcsec data were used
J0817 [ring R=2.84kpc],4.26,35.98,10.47,det,,,unstated,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=2.84 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,ring R=2.84 kpc sigma_v=35.98+/-10.47; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; no M* in Jones+2021; see Roman-Oliveira+2024 J081740 log M*=10.6 (dynamical); J0817 ring table does not state whether 1-arcsec or 0.2-arcsec data were used
HZ9 [ring R=0.54kpc],5.5413,71.1,8.38,det,,,unstated,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=0.54 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,ring R=0.54 kpc sigma_v=71.1+/-8.38; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; no M* in Jones+2021; Parlanti+2023 Table 2 lists log M*=9.86+/-0.23 (Capak+2015); ; HZ9 is not ALPINE (Capak+2015 target)
HZ9 [ring R=1.61kpc],5.5413,75.12,9.22,det,,,unstated,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=1.61 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,ring R=1.61 kpc sigma_v=75.12+/-9.22; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; no M* in Jones+2021; Parlanti+2023 Table 2 lists log M*=9.86+/-0.23 (Capak+2015); ; HZ9 is not ALPINE (Capak+2015 target)
HZ9 [ring R=2.68kpc],5.5413,4.82,8,det,,,unstated,,,,,rotation,[CII]158,ALMA,3D-Barolo per-ring intrinsic dispersion at ring radius R=2.68 kpc (not a galaxy-averaged value),yes,2104.03099,Table 2 (bbtab2) per-ring sigma_v; class Table 1 (bbtab) J21=ROT,ring R=2.68 kpc sigma_v=4.82+/-8.0; rings are ~beam-sized (ALPINE ~1 arcsec beam); errors are 3D-Barolo fit errors only; no M* in Jones+2021; Parlanti+2023 Table 2 lists log M*=9.86+/-0.23 (Capak+2015); ; HZ9 is not ALPINE (Capak+2015 target)
CANDELS_GOODSS_12,4.431,229.7,7.6,det,9.295,0.263,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=541+/-18 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.008,9.534], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 5 (too faint to classify)"
CANDELS_GOODSS_14,5.5527,97.7,6.8,det,10.495,0.037,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=230+/-16 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [10.459,10.532], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
CANDELS_GOODSS_21,5.5716,70.9,5.5,det,9.757,0.209,Chabrier,,,,,dispersion,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=167+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.524,9.943], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 4 (compact dispersion-dominated)"
CANDELS_GOODSS_32,4.4105,118.5,5.5,det,9.746,0.038,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=279+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.709,9.785], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger); [CII] size 1.94+/-0.30 kpc (catalogue CIIsize, reliable flag 0; definition per Fujimoto+2020, not placed in re_kpc)"
CANDELS_GOODSS_38,5.5721,166.5,11.9,det,9.627,0.191,Chabrier,,,,,merger,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=392+/-28 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.424,9.805], err=(hi-lo)/2; kinematic_type from Le Fevre+2020 morpho-kinematic class 2 (pair-merger)"
CANDELS_GOODSS_42,5.5252,26.8,5.5,det,9.376,0.289,Chabrier,,,,,unclear,[CII]158,ALMA,integrated line FWHM/2.355,no,2002.00962,Table tab:cii_target (detected targets) FWHM; M* & class: ALPINE DR1 merged catalogue VizieR J/A+A/643/A2/catalog,"FWHM=63+/-13 km/s /2.355 (Gaussian fit to spectrum extracted in the 2-sigma [CII] region; integrated, includes rotation/merger motions); VizieR catalogue lists FWHM=64+/-13 (TeX Table tab:cii_target value used); M* Faisst+2020 LePhare (Chabrier) via ALPINE DR1 merged VizieR table: bounds [9.054,9.631], err=(hi-lo)/2; Sect. 5.4 text: FWHM 63 km/s, log M*=9.3+/-0.3; line close to edge of spectral window, edge effect cannot be firmly excluded"
