T081 FULL-CORPUS CI RUN   2026-08-17
files discovered: 809   GREEN: 271    RED/TIMEOUT/SKIP: 538   total runtime: 3578.3s
SKIP       -1.0s   real_research/reviews/mi_what_drives_expansion_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/mi_wightman_first_moment_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/mi_zeropoint_interference_audit_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/milgrom_linear_noefe_wb.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/mine5_feature_rar_renzo.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/modified_clausius_mond.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/modified_inertia_dynamics.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/modified_inertia_pressure_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/more_derivations.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/nonlinear_cmb_scoping.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/nu_de_coincidence.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/nu_de_desi_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/nu_de_mechanism.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/nu_de_tower.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/nu_mass_cmb_vs_today_offset.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/number_field_split_flavor.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/omega_weinberg_relation_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/orbifold_chiral_index_honest.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/orbifold_chirality_bridge.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/orbifold_isotropy_and_mond.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/orbifold_matched_circles_rigorous.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/parameter_space_map.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/parity_odd_4pcf_nulltest.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/per_body_inverse_a_slope.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/period_ring_obstruction_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_algebra.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_cascade.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_crosslinks.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_dS_structure.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_empirical_sharpen.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_horizon.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_nu_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/posit_symmetry.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/precision_rar_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/predicted_a0_rar_consistency.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project01_deepmond_sign.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project01b_horizon_dos.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project01c_stresstest_1b.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project02_aest_K_of_Q.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project03_apparent_vs_event_theory.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project03b_stresstest.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project03c_covariant_rising_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project03d_aether_stiffness.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04_complexity_sign.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04b_dssyk_scoping.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04c_dssyk_calculation.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04d_matter_coupling.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04e_matter_element.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04f_matter_element_schwarzian.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project04g_matter_chord_support.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project05_modified_inertia_action.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project06_second_order_cmb.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project06b_cmb_gas_independent.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project06c_cmb_correction.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project07_mond_collapse_jwst.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project08_a0_cosmography.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project09_dark_sector_budget.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project10_a0z_compilation_pipeline.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project10b_kmos3d_real.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project10c_kross_real.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project10d_gas_systematic.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project11_forward_model_fit.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project12_efe_airtight_evolve.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project12b_stresstest.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project13_a0_universality.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project14_wide_binaries.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project15_dsph_efe_thermometers.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project16_clusters.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project17_z3_program.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project17b_target_list.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project18_efe_vs_z_campaign.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project19_lensing_evolving_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project20_positioning.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_Z_under_psr.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0_dark_energy_consistency.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0_dark_energy_prediction.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0_lambda_bridge.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0_tracks_dark_energy.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0_vacuum_energy_seesaw.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_MUSE_DARK_III_confrontation.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_decisive_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_local_fingerprint.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_model_independent.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_muse_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_rate_theory.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_a0z_reconciled.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_aest_crosscoupling.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_aest_darkenergy_construction.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_aest_locality_check.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_aest_strongcoupling_check.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_anharmonic_32pi.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_anharmonic_normalization_force.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_b1_emergent_sqrtDE.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_bigwheel_framework_prediction.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_causalset_a0_of_N.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_center_vs_edge.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_cluster_a0z_xray.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_cluster_erass1_a0z.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_cluster_evolving_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_cmb_boltzmann_aest.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_cmb_consistency_evolving_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_coefficient_event_horizon.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_cosmogony_doors.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_decision_matrix.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_deep_geometry.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_delta_q_prefactor.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_density_evolution_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_derivation_front.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_desi_a0z_crossprediction.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_dewitt_superspace_longshot.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_distinctive_tests.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_doorA_static_patch.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_doorF_complexity.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_doors_verify.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_dssyk_force_Z_verdict.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_dssyk_interpolation.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_efe_check.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_efe_sparc_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_entanglement_equilibrium_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_entanglement_volume_coefficient.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_erass1_cluster_a0_fork.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_escape_freezing.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_event_horizon_a0z.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_event_horizon_develop.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_everpresent_lambda_a0_scatter.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_evolution_derived.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_faber_jackson_a0z.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_first_principles_equations.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_first_principles_fronts.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_forcing_the_coefficient.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_formula_offensive.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_geometric_candidates.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_geometric_core_vs_evolving.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_geometric_unification.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_geometry_of_Z.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_heatkernel_longshot.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_highz_a0_synthesis.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_highz_bigwheel_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_independent_H0_a0_crossmatrix.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_lambda_value_ckn.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_lcdm_fits_vs_mond_predicts.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_literature_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_literature_2026b.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_literature_2026c.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_literature_2026d.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_manytemp_broadening.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_maxforce_minaccel.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_musedark_shapefit.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_nanograv_mond_gwb.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_normalization_lock.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_parameter_space.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_pin_q.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_predictions_table.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_prefactor_consistency.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_prefactor_freezing_derivation.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_q_constraints.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_rar_bounds_rho_uniformity.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_red_team_z2.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_revised_framework_predictions.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_routes_to_sign.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_sigma8_evolving_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_smolin_psr_relational.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_sparc_a0_vs_cosmicweb.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_sparc_a0_vs_density_direct.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_strained_horizon_cubic_O3.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_stresstest_07_19.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_symmetry_breaking.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_t6_z2z2_audit.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_the_ball_in_Z.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_the_wall.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_the_wall_2026_relitigation.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_which_horizon_dssyk.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_wide_binary_prediction.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_z3_observing_proposal.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/project_zmond_final_parsec.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/provable_consequences_with_data.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/prove_hallucinations.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/pt_worldline_g0_theorem.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/pta_door.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/quasar_ghost_custom.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/radion_casimir_attempt.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/radion_mond_bridge.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/radion_stabilization_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/rahman_susskind_confinement_approachB.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/rar_joint_a0_upsilon_sedprior.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/rar_marginalized_ml.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/rar_tightness_intrinsic.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/redteam_rar_framework_a0.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/redteam_round2.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/redteam_the_puzzle.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/route_b_memory_time_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/s4_dirac_index_generations.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/s4_dirac_index_hh_saddle.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/s4_euler_homotopy_route.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/s4_gravigut_dirac_index.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/s4_index_density_verify.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/s4_index_parity_check.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/scaling_mond_action.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/scaling_mond_btfr_evolution.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/schwarzschild_factor_and_density_fork.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/selfduality_constant_catalog.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sigma_spread_prereg_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sigma_spread_survey_forecast.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_anchor_universality.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_efe_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_environment_a0_REAL.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_environmental_a0_test.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_four_tests.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_rar_honest.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/sparc_solver_validation.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/spontaneous_radiation_a0_route.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/stanene_q_factor.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/steelman_both_ways.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/strained_horizon_O_eps3.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/strained_horizon_clausius_match.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/strained_horizon_redteam.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/strained_horizon_wald_theta.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/stress_test_geometric_origin.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/stresstest_piece3_evolution.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/stx_inpop_recipe.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/stx_target.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/swampland_tower_from_a0z.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/tensor_scalar_r_audit.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/the_one_quarter_target.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/theta_3H_coupling.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/twisted_heat_trace_check.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/two_loop_vs_alpha_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/unfinished_math.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/unification_path_gates.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/universality_selects_rho_lambda.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/unruh_gh_coincidence_Z_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/v1_a0z_ramp_memory.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/v1_merger_memory_kernel.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/v1_stream_memory_kernel.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/v1_unrelaxed_dwarf_lag.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/vein2_efe_morphology_verification.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/vein3_a0z_fresh_observables.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/vein4_sme_fresh_channels.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_VEIN1_P1_stream_release_memory_KILL.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_VEIN1_theta_memory_kernel_P2_interacting_pair_inbound_outbound_KILL.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_VEIN_1_time_nonlocality_memory_kernel_theta_y__P4_MW_dwarf_sigma_tracks_eccentricity__ADVERSARIAL.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_a0_half_dark_energy_rate_2026.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_closure_covariant_eom_adversarial.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_closure_gapA_adversarial.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/verify_lensing_independent.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/vi__RAR_knee_vs_BTFR_zero.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/viable_region_research.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/wald_entropy_aest_coefficient.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/wb_a0_amplitude_budget.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/wb_a0_amplitude_degeneracy.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/wb_dr4_prereg_framework_curve.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/web_of_connections_audit.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/where_the_2_comes_from.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/widebinary_chae2601_confront.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/widebinary_saadting_2603_confront.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/widening_consequences_phd.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/widening_lensing_bao_LG_dsph.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/xu2026_w0wacdm_confront.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/yphi32_from_entropy.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/z2z2_three_generations.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/z3_a0_observing_proposal.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/z3_bridge_forecast_mc.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/z3_forecast_tightened.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/zhang_kroupa_2026_a0swap_replay.py    global budget 3300s exceeded
SKIP       -1.0s   real_research/reviews/zz_universality_independent_density.py    global budget 3300s exceeded
==============================================================================
BIT-ROT vs baseline: 26 status flip(s)
     real_research/reviews/member_MI_anisotropy_robustness.py: GREEN -> SKIP
     real_research/reviews/member_MI_genuine_dynamics.py: GREEN -> SKIP
     real_research/reviews/member_MI_nonadiabatic_plunge.py: GREEN -> SKIP
     real_research/reviews/member_sigma_efe_forecast.py: GREEN -> SKIP
     real_research/reviews/member_sigma_efe_pilot_hff_granata.py: GREEN -> SKIP
     real_research/reviews/member_sigma_efe_pilot_run.py: GREEN -> SKIP
     real_research/reviews/member_sigma_efe_pilot_sdss.py: GREEN -> SKIP
     real_research/reviews/member_sigma_efe_signtest.py: GREEN -> SKIP
     real_research/reviews/member_sigma_efe_signtest_v2.py: GREEN -> SKIP
     real_research/reviews/mi_2Z_is_the_friedmann_root_2026.py: GREEN -> SKIP
     real_research/reviews/mi_N_count_and_kappa_iff_2026.py: GREEN -> SKIP
     real_research/reviews/mi_PX_field_sector_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0_bump_health_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0_bump_response_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0_footing_selection_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0_from_one_line_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0_profile_likelihood_sparc_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0_sensitivity_survey_2026.py: GREEN -> SKIP
     real_research/reviews/mi_a0z_r_blindness_2026.py: GREEN -> SKIP
     real_research/reviews/mi_action_eom_vs_rar_2026.py: GREEN -> SKIP
     real_research/reviews/mi_action_reformulation_nogo_2026.py: GREEN -> SKIP
     real_research/reviews/mi_aest_condensate_pinning_2026.py: GREEN -> SKIP
     real_research/reviews/mi_aest_entropy_discriminator_2026.py: GREEN -> SKIP
     real_research/reviews/mi_aest_full_matrix_bump_2026.py: GREEN -> SKIP
     real_research/reviews/mi_aest_jeans_nonlinear_verdict_2026.py: GREEN -> SKIP
     real_research/reviews/mi_algebraic_disc_escape_2026.py: TIMEOUT -> SKIP
