#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:33	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J%2fMNRAS%2f521%2f1775%2ftable3&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75211775
#Name: J/MNRAS/521/1775
#Title: Galaxy Zoo barred galaxies properties with MaNGA (Geron+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	creator=Geron T.	    First author or institution
#INFO	cites=bibcode:2023MNRAS.521.1775G	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/521/1775	    Dataset landing page
#INFO	publication_date=2026-06-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_521_1775_table3:
#Name: J/MNRAS/521/1775/table3
#Title: The bar pattern speed, corotation radius and dimensionless corotation radius-to-bar ratio of our barred galaxies sample
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MANGA	(A11)	The MaNGA plate-ifu number of this target (PLATEIFU)	[ucd=meta.id;meta.main]
#Column	Om*sin(i)	(F19.16)	Projected bar pattern speed of the target {Omega}_b_*sin(i) with i the inclination of the galaxy as defined in section 2.1 (Omega_sini)	[ucd=phys.veloc.rotat]
#Column	e_Om*sin(i)	(F19.16)	The lower limit of the pattern speed Om*sin (i) (Omega_sini_ll)	[ucd=stat.error]
#Column	E_Om*sin(i)	(F19.16)	The upper limit of the pattern speed Om*sin (i) (Omega_sini_ul)	[ucd=stat.error;stat.max]
#Column	Om	(F19.16)	The bar pattern speed of the target as defined in section 2.1 (Omega)	[ucd=phys.veloc.rotat]
#Column	e_Om	(F19.16)	The lower limit of the pattern speed Om (Omega_ll)	[ucd=stat.error]
#Column	E_Om	(F18.15)	The upper limit of the pattern speed Om (Omega_ul)	[ucd=stat.error;stat.max]
#Column	Omph*sin(i)	(F19.16)	Projected physical bar pattern speed of the target {Omega}_phys,b_*sin(i) with i the inclination of the galaxy as in sect. 2.1 (Omega_phys_sini)	[ucd=phys.veloc.rotat]
#Column	e_Omph*sin(i)	(F19.16)	The lower limit of the pattern speed Omph*sin (i) (Omega_phys_sini_ll)	[ucd=stat.error]
#Column	E_Omph*sin(i)	(F19.16)	The upper limit of the pattern speed Omph*sin (i) (Omega_phys_sini_ul)	[ucd=stat.error;stat.max]
#Column	Omph	(F18.15)	The physical bar pattern speed of the target {Omega}_phys,b_ as defined in section 2.1 (Omega_phys)	[ucd=phys.veloc.rotat]
#Column	e_Omph	(F19.16)	The lower limit of the pattern speed Omph (Omega_phys_ll)	[ucd=stat.error]
#Column	E_Omph	(F18.15)	The upper limit of the pattern speed Omph (Omega_phys_ul)	[ucd=stat.error;stat.max]
#Column	Rcr	(F19.16)	? The corotation radius of the target (Rcr) (1)	[ucd=phys.angSize;src]
#Column	e_Rcr	(F19.16)	? The lower limit of the corotation radius Rcr (Rcr_ll)	[ucd=stat.error]
#Column	E_Rcr	(F19.16)	? The upper limit of the corotation radius Rcr (Rcr_ul)	[ucd=stat.error;stat.max]
#Column	Rcrph	(F19.16)	? The physical corotation radius (Rcr_phys) (1)	[ucd=phys.size.radius]
#Column	e_Rcrph	(F19.16)	? The lower limit of the corotation radius Rcrph (Rcr_phys_ll)	[ucd=stat.error]
#Column	E_Rcrph	(F19.16)	? The upper limit of the corotation radius Rcrph (Rcr_phys_ul)	[ucd=stat.error;stat.max]
#Column	R	(F20.17)	? The dimensionless corotation radius-to-bar radius ratio R=Rcr/Rbar of the target as in sect. 2.3 (R)	[ucd=phys.size.radius;arith.ratio]
#Column	e_R	(F20.17)	? The lower limit of R (R_ll)	[ucd=stat.error]
#Column	E_R	(F19.16)	? The upper limit of R (R_ul)	[ucd=stat.error;stat.max]
recno	MANGA	Om*sin(i)	e_Om*sin(i)	E_Om*sin(i)	Om	e_Om	E_Om	Omph*sin(i)	e_Omph*sin(i)	E_Omph*sin(i)	Omph	e_Omph	E_Omph	Rcr	e_Rcr	E_Rcr	Rcrph	e_Rcrph	E_Rcrph	R	e_R	E_R
     103	9489-6104  	13.6451932710210766	 9.9388406434574286	17.0742696792365933	15.7621999733113061	11.4808189677863908	19.723286269160631	33.7812965470034499	24.6055088001638715	42.2706337610298419	39.022353216676294	28.4229722840878480	48.828783081802300	 8.8769951915254577	 6.6486483623669850	13.2817580260248960	 3.5856621099711541	 2.6855716378240300	 5.3648667685646068	 1.26599313668007429	 0.82432685149579843	 2.4465477828317370
     104	8652-12703 	16.0857105308949606	13.9787212228421946	31.9935802663347637	24.4048849868759845	21.2082073124366808	48.539953844043453	26.7044606026230440	23.2065726567361672	53.1136813706954172	40.515418227367334	35.2084998383790406	80.582905094045657	 9.9054093895237152	 3.6763814399157226	11.6923003068154951	 5.9666267183182393	 2.2145067269334913	 7.0429791102859554	 1.21294832849560241	 0.52288485985520172	 1.3314626839300294
     105	12067-12705	10.1690713985040535	 7.4841079084802313	13.2449818387623619	15.5399025632424923	11.4368660729124496	20.240366023643222	15.3159693781761082	11.2720584857051236	19.9486981954738987	23.405152985106909	17.2254361967403113	30.484673975914770	18.4688735050205999	14.1183478395832367	26.1397646920048494	12.2624489958897840	 9.3739079561109939	17.3555539926750164	 2.70145136878056302	 1.92441297247813892	 3.8323791916631311
     106	9868-6102  	10.4317712287493620	 4.9939118752835769	15.2812172608663648	20.0902687481237763	 9.6176410964988186	29.429686947427335	14.4278931706389439	 6.9069408694092616	21.1350273431500497	27.786292942134107	13.3018923873072321	40.703382964594987	15.4618310111442483	 8.9848394566180492	36.8602677905606342	11.1793372724769249	 6.4962908048985399	26.6510069400894203	 2.35546303198892160	 1.37146700120971454	 5.3645782262272732
     107	8614-12703 	 6.1403522964567960	 3.9440559494338618	 8.0662124513237217	 9.2285563637308847	 5.9276635726685329	12.123000872738702	11.5591165381870979	 7.4246232384651814	15.1845179633143470	17.372612081093159	11.1587333637484818	22.821358305677556	22.4972649755763037	16.5531381544437792	36.4634282978740742	11.9508383015612978	 8.7932412087391896	19.3698450003389659	 3.21016096233227755	 2.07859020005716477	 5.7697154946725933
     108	11010-3702 	 7.9416737324817808	 2.7127374918038818	12.6884994986511064	11.3656419401004491	 3.8823054242615012	18.159011175311260	18.0382231579856409	 6.1615430064892722	28.8198676005206522	25.815211321357705	 8.8180267748676044	41.245247153493672	                   	                   	                   	                   	                   	                   	                    	                    	
     109	11743-6104 	12.9693121804316451	 9.8916667548937873	15.1615410437306934	15.9638733375358157	12.1756121662716268	18.662278882388030	22.2055075716043930	16.9360932920554497	25.9589490760910664	27.332668482114293	20.8465679895496834	31.952764283947392	11.5183561307770095	 8.4386621586499402	17.2156857807770720	 6.7273921113365667	 4.9286711221444399	10.0549650833756576	 1.51351147576307032	 1.12125976146812656	 2.2733020435741467
     110	11743-12703	14.0371404993107678	12.5518994207241708	15.7926654817541419	32.6652341997908664	29.2089926898078822	36.750441916983142	15.0350284972542756	13.4442029339610549	16.9153522099060076	34.987377029349751	31.2854343439047504	39.362998577641932	12.4422850978618005	11.6214757360690975	13.5013379997298912	11.6164797481469595	10.8501482219554450	12.6052423821812098	 5.64773770407173981	 4.73558903098500128	 7.3122485908601469
     111	9871-12702 	11.1293357223484293	 9.1792177141958540	12.3014814209664110	13.9073440118242608	11.4704544543845728	15.372070556996766	19.1044152299354693	15.7568781347691047	21.1164992118584678	23.873093720582183	19.6899734395275523	26.387416660907650	23.5564226282504237	20.4515026391798003	30.1237031242877293	13.7228662951443745	11.9140856267232511	17.5486557026475829	 1.57125123630281061	 1.22813363215360916	 2.6467915268666040
     112	11010-6104 	 9.7177594499764943	 6.6095464218112987	14.2533971284372338	15.0965164453920142	10.2679148179262221	22.142618909205094	19.9328374020135186	13.5573446538999871	29.2362296936824286	30.965616013838460	21.0613030274117072	45.418414053560745	10.2983035881671405	 7.1760958415793716	16.3683744022470670	 5.0206819528126401	 3.4985271676073877	 7.9799941082207342	 1.18700189916131427	 0.75902551508709681	 2.0917387952936926
     113	9881-12705 	10.3341946479716356	 9.5250927246886441	11.2884656419011051	15.3985936651545963	14.1929814065568465	16.820516880511033	16.8300567840111093	15.5123700385250380	18.3841628911880228	25.077832826511798	23.1143975068874887	27.393547719848900	11.6506573959002324	10.3750414229287387	12.6852911767672829	 7.1538773072023076	 6.3706081875596015	 7.7891756319830439	 1.18928641180486405	 1.04146520620379124	 1.3502074494122200
     114	8602-3701  	15.3901725248542238	12.3415787983140515	17.8737245298334031	20.0357543240943272	16.0669310480529397	23.268975897310320	25.1922887266256090	20.2020228121174803	29.2576336131747645	32.796676383788807	26.3000798242948228	38.089161003962580	 6.8568876972412180	 5.2184128295935466	 9.6019334732955937	 4.1889280402125584	 3.1879705184736045	 5.8658986616808972	 1.42506986090296106	 1.07160786990515766	 2.0804626371640822
     115	11947-6103 	12.2086296425413572	 3.7020148034470095	24.2387146969270688	17.1038138059471585	 5.1863783044398488	33.957493609857544	20.3200205512226439	 6.1616265780435953	40.3428718208094281	28.467556000722915	 8.6321984381774968	56.518789432020355	15.1282135238422715	 6.6086443874805543	55.7853866707088457	 9.0892996687822158	 3.9705910514522111	33.5168521907655403	 5.60641370616476387	 2.42954598238461239	20.7766716398581330
     116	7992-6104  	10.7863598467703419	10.1063169751278252	11.4217312241837483	13.1787792043134466	12.3479025246774121	13.955076232655124	19.7883585522483791	18.5407706387974862	20.9539933733281742	24.177425181485475	22.6531217201780528	25.601598318493288	 8.5882905032223960	 7.6753634232505048	10.0114253850523944	 4.6813580616989396	 4.1837341697304335	 5.4570891515404067	 1.11371402956920229	 0.93568636036995789	 1.4713152235238056
     117	8441-12705 	 7.1150083586271986	 4.8873702980345284	10.0982328320789847	 9.9016393435410350	 6.8015349512266372	14.053259598649779	12.3421914232432677	 8.4779745481921296	17.5171013676850187	17.176076544410357	11.7984185131885919	24.377767578692243	10.4866044901024615	 5.8525707993400262	17.4748529228718645	 6.0453023326298396	 3.3738814063717828	10.0738775107526219	 2.13725356680737910	 1.19565065782683178	 3.7772444412387145
     118	12667-6103 	12.0794553557730655	10.9405511831970035	12.9757263011643431	16.0787249964833237	14.5627520946549254	17.271733590732332	19.9028885115485679	18.0263566560551389	21.3796422373477562	26.492342708143269	23.9945281326542066	28.458020492887869	 9.9083428140339294	 8.9723660716294198	11.2681465156815808	 6.0135685632952027	 5.4455058287149001	 6.8388602337548363	 1.16512091344702862	 0.99183770973200280	 1.5259939884804190
     119	8616-12702 	 9.4004418063090434	 5.0639846159090025	11.4118385302746272	12.5439747224933313	 6.7573946337740143	15.227987897852454	15.3853720245301204	 8.2880452693157078	18.6773542020446257	20.530281634458440	11.0595898043218828	24.923111468682396	26.5260900967452145	21.0734168626860878	53.4428272291795707	16.2074057036641292	12.8758296232243605	32.6534962256055152	 2.54851440714343713	 1.92057526201373441	 6.5672093960930917
     120	8312-12702 	 8.8340076073430822	 8.2541970575497476	 9.6987534529854340	12.6508974694198226	11.8205694752457813	13.889272113928239	13.8108479307947469	12.9043878406755113	15.1627681355074717	19.778070033922234	18.4799577648443396	21.714111370635734	12.8895047125965601	11.6034615179612572	13.7543237072068116	 8.2446771738084070	 7.4220690746019811	 8.7978523022034469	 2.99833890544825987	 2.65142497310380110	 3.6240094486033358
     121	8602-12701 	10.0820754393939005	 8.5077497545091347	12.8637234275278658	15.9109494684535804	13.4264395508610637	20.300785752091404	18.7254005346559218	15.8014114017957947	23.8917448094374691	29.551346195974812	24.9368753344037053	37.704572502087963	16.5749653800990018	13.8543489294740034	19.1119934963267148	 8.9242444271470944	 7.4594180675671007	10.2902236921744006	 1.39793293252642714	 1.10914814945242934	 1.7252642002981140
     122	8602-12705 	 5.2387419110273488	 2.9837858422533250	 6.1813605506756062	 7.9409658805763339	 4.5228686525681141	 9.369801769606450	 8.2343496161592817	 4.6899687409952842	 9.7159747019902554	12.481754295438190	 7.1091270357904586	14.727624478434560	23.3130174724903156	19.2357951673791447	43.5626356362990705	14.8318795531799346	12.2379266162722011	27.7148063539641463	 1.83020676850242969	 1.41171536763393046	 3.9709193062251931
     123	8604-12703 	11.2547529306668288	10.1900011323506199	13.1365618960664268	15.2378594651014900	13.7962873250549478	17.785648895182579	18.4192698892287154	16.6767215757255869	21.4989951774862718	24.937930468209164	22.5786866468757097	29.107584073462260	14.5201272780873936	11.9597113184493402	16.3383026567712974	 8.8722542217742859	 7.3077595811743281	 9.9832165343291077	 1.67812196307504613	 1.38365054689883649	 1.9965215761428499
     124	8550-12704 	 6.1708688514900309	 3.5465423899940842	 7.6996892362779583	15.6536011015751946	 8.9964899917439460	19.531749387557380	 9.3446721325560329	 5.3706012291452332	11.6597959164558862	23.704566327433390	13.6235676595799600	29.577325105184290	11.3542334690235691	 8.5836391347193359	23.2847897389651486	 7.4979073265118652	 5.6683113775958658	15.3763964829841644	 1.62423474536092360	 1.17998259507118797	 3.4188999416282018
     125	8600-12704 	 6.2681435766464029	 5.8377128244914465	 8.2211998780516264	 8.9502722733091531	 8.3356608848678455	11.739038269003096	11.3974338884592274	10.6147769532346175	14.9486974808631281	16.274377775712733	15.1568231790131840	21.345221427847207	11.8939961372090544	 7.1542744495517745	13.7914885731112111	 6.5412334230422653	 3.9345715777243013	 7.5847801670052712	 1.68863694484481464	 1.23975817706652069	 2.0178337736827645
     126	11941-12701	 8.0876791724003692	 5.9619431368271796	 9.5544392898457691	 8.9119162408702106	 6.5695407465656812	10.528157814439304	12.3421133357114510	 9.0981573733653889	14.5804463877432031	13.599931196398192	10.0253749845054081	16.066378770994302	                   	                   	                   	                   	                   	                   	                    	                    	
     127	8312-12704 	 6.7925111389182913	 5.3049529441710792	 8.0053009045637413	 9.4887072322127857	 7.4106827855597492	11.182897611158008	11.4586689204818875	 8.9492233700882053	13.5045921601297660	16.007033692494364	12.5014974252904363	18.865058691433209	13.7592537312007952	11.4188561620598694	17.9140914746977948	 8.1562601102235242	 6.7689107882205564	10.6191798305634908	 1.71305425454705729	 1.39036614921752744	 2.2175236637841920
     128	12682-12702	 7.9909851149470121	 5.3640198061154525	 9.8096876884114383	16.8396074181789004	11.3037362001041952	20.672205890961276	14.2900760906689683	 9.5923406286752311	17.5424157943795116	30.113843022014660	20.2141848701728399	36.967581705446683	 8.2657465673475414	 4.8517664846627158	16.0987416648081165	 4.6221907682302943	 2.7130991825477100	 9.0023876847556110	 0.94821107321819686	 0.50010349787450792	 1.8410466204258005
     129	8978-9101  	10.4381756280934290	 6.9836064568467009	12.0942985838538792	19.1724149511253685	12.8272032984062108	22.214314000272061	17.1933885076822897	11.5031460741243983	19.9212948401111376	31.580114248892432	21.1285091987674001	36.590621258600727	 8.6070203297063976	 6.8086910141439256	14.8920796662895114	 5.2253568164241324	 4.1335838232993147	 9.0410417326888766	 1.52776445469281108	 1.18067904529544299	 2.6993748090762115
     130	11945-6104 	12.4313876419453777	10.4056838084331211	22.5826481620347543	13.5483955234157918	11.3406744274119990	24.611785753750844	21.3940035718808907	17.9078348272505359	38.8639844043585683	23.316336886093069	19.5169225025970476	42.356062532349306	16.1911103678773252	 5.8081732275757858	20.4119837315239607	 9.4081488142384266	 3.3749481550271474	11.8607665673745721	 1.82798387634345327	 1.19118542386847359	 2.5529795143725593
     131	9187-9101  	 4.5242853899397817	 1.7600318314715104	 6.6250579070087836	 5.6885660145460513	 2.2129588206992703	 8.329951805872126	 8.2430072000867565	 3.2066843288580968	12.0705029240412181	10.364264535641073	 4.0318931986654309	15.176728874102597	                   	                   	                   	                   	                   	                   	                    	                    	
     132	11747-9102 	 8.5203061726134539	 5.8009502508087811	12.8512793868868993	 9.5313923935047988	 6.4893364129776323	14.376312788934317	16.5809523390717786	11.2889463924608897	25.0092481060110536	18.548577926656655	12.6285811326403241	27.977041239562794	11.6390841997904229	 6.2836011463046670	18.4223092203574090	 5.9808724446640333	 3.2288981077969710	 9.4665078189828495	 2.62005146394703026	 1.54151965810886393	 4.0425395715508108
     133	8083-12704 	 5.5611624972854790	 3.6490075109577540	 8.9811166699896550	11.6551225569450096	 7.6476150035509836	18.822686001001742	12.0614371841599777	 7.9142220532897980	19.4788723781346178	25.278442890833908	16.5866809356846652	40.823954514738126	17.5590734023471100	 9.2189488051020945	29.0228697823981676	 8.0959556478440060	 4.2505774043791220	13.3815641148831688	 3.94952067781667804	 1.93217200739568495	 6.4986785219864576
     134	8326-12701 	 9.7302263743902895	 7.4938347123890310	10.7597360661637769	10.4592732308576011	 8.0553177066934865	11.565919956818242	17.2647121654109377	13.2965970519538672	19.0914105191873098	18.558287838545727	14.2928577667049073	20.521853377245957	21.4539851935077976	18.9456431495821356	29.4315825008239713	12.0912605183116622	10.6775829731571417	16.5873579325175342	 2.23997734728667863	 1.74517235910462309	 5.1798736788203561
     135	8326-3704  	12.1584194731992898	10.4267821789352251	13.7096227098141235	15.6308402063493617	13.4046507002494746	17.625064042148498	22.8532759330926822	19.5984462252443521	25.7689571754455677	29.380126675937571	25.1957239931381345	33.128520757284065	 6.1449706650468130	 4.5298916685998600	 8.5679236051523766	 3.2692525664539511	 2.4099968528028191	 4.5583140688780501	 0.71580897613345285	 0.51370726236740372	 1.0291768562037331
     136	9187-12704 	 4.8333266509932669	 3.9149691201469037	 6.4790786233708326	 9.5725224507362903	 7.7536927467635675	12.831974757914882	 8.4038989144048148	 6.8071138398994115	11.2654338804309884	16.644128742121406	13.4816565819659537	22.311469206317689	                   	                   	                   	                   	                   	                   	                    	                    	
     137	9499-6102  	10.9902674214789471	 8.3786029866832301	13.6598324161184195	17.5110953729522834	13.3498585944480279	21.764586706026321	20.4838985896632728	15.6162218188475670	25.4594916786757821	32.637559038140964	24.8817557524200197	40.565308361912699	 6.9093850158922425	 3.9586657451709941	11.3877976730186550	 3.7071062771680894	 2.1239509159468377	 6.1099180519926621	 2.56401652959384929	 1.56285645606783197	 3.5640899461100619
     138	12071-12703	 3.2297192661630887	 2.6041247433042720	 4.2617990837965545	 7.6037157085706655	 6.1308809174810701	10.033537273576636	 4.9932022859475271	 4.0260222482454022	 6.5888156752220555	11.755477033406340	 9.4784487719288730	15.512023529549934	12.0126159307809104	 8.1783710308022286	16.2136408243245498	 7.7700391225584866	 5.2899604244652902	10.4873596433981291	 1.15170752742566584	 0.77765255107322961	 1.5582837667969571
     139	8320-6101  	14.1542318364976278	 4.8345566054177525	20.1528178198296786	18.4925065709695069	 6.3163491191998187	26.329660292533966	26.4996581652933472	 9.0512928503813761	37.7302554784961188	34.621808404078777	11.8255158206356086	49.294585917500115	10.2579334089847869	 6.4203524977857311	28.8689282402226404	 5.4790581345794447	 3.4292954708644214	15.4197273275959414	 2.87995377700715549	 1.59849158858242868	10.6233110684004863
     140	10217-6103 	12.6536925146581716	10.0281463170096590	15.5530613185006974	19.4502618724124403	15.4144785591050315	23.906943780409932	13.7220233045905040	10.8748064886550058	16.8661811264154160	21.092416018838406	16.7158980488205628	25.925368371034907	 9.0784183368947922	 7.0458388791164754	11.6019500380724807	 8.3716163137597341	 6.4972837245027746	10.6986779641369285	 1.53463832626237173	 1.18761338465125887	 1.9871184537499842
     141	10498-12705	14.6915011745636797	11.8893070320481371	19.7441331800117936	16.5904309817194715	13.4260430838188078	22.296133997796950	33.3016283806130318	26.9498181145559563	44.7545678311264652	37.605984620822056	30.4331798423391824	50.539258030657813	 6.9380316885716837	 2.9646197827754031	 9.1613626038611002	 3.0608143102440843	 1.3078854440083620	 4.0416693116900202	 2.65110212986292382	 1.06476987597252504	 5.3725752258417607
     142	9500-12704 	 9.1315834997242344	 7.9165047029451561	 9.7649939098147396	 9.8416985461181259	 8.5321294852821001	10.524365940253224	23.8840846265505107	20.7059890847340142	25.5407992410964475	25.741423812374169	22.3161845563059877	27.526972377286462	19.9626432661739059	18.3809270840042558	23.7817906107426502	 7.6323018742628808	 7.0275655564937196	 9.0924735082182924	 1.41237879803460298	 1.09043808064106362	 2.7758996863021053
     143	9500-12702 	11.9009813022588347	10.5682166383899840	12.9179614284677395	14.1797955726609963	12.5918315216176087	15.391508281457892	21.4372213486649166	19.0365141818019019	23.2691062595836087	25.542046378331619	22.6816489042612623	27.724702824026490	13.3348688344536441	12.1156305593071014	15.4313645729481372	 7.4029195335425495	 6.7260532699761200	 8.5667996921827072	 1.79825882157922279	 1.48048136794699303	 2.5053359615580835
     144	9492-6101  	 9.4281507545913659	 7.7247712551714054	11.0755798862343990	17.1814106778203062	14.0772534065269923	20.183606676816147	16.3544005763297875	13.3996588255727964	19.2120888591443766	29.803476843501311	24.4188968990265067	35.011191193245033	 4.8370009788884465	 3.0858912352567369	 7.2564977210462365	 2.7884833941924030	 1.7789858847154361	 4.1832994211595977	 1.04174487245869285	 0.69517085762427722	 1.5643012588992806
     145	8147-9101  	14.2926382794004301	12.1083700236639480	18.5581513074773881	16.6513210142611641	14.1065877609227037	21.620762298127627	25.5578751751482542	21.6520003927708728	33.1853997369839249	29.775635237139888	25.2251825095556015	38.661913441377450	 9.5574682075379247	 5.3264939406217113	12.4831644609925476	 5.3447884466560227	 2.9787159796738738	 6.9809150017573076	 2.62566139444645419	 1.41097431051642586	 5.6986318840106245
     146	8145-3704  	20.2488758767798167	18.3217174650098080	22.6430094614547670	25.8514754075485094	23.3910974294577336	28.908034490790470	36.6092048470325011	33.1249750310912390	40.9377081854837002	46.738493758966776	42.2902230525251142	52.264637446468008	10.9221666768047605	 8.9557208011542748	12.7619299580901231	 6.0411472543099336	 4.9534886006781838	 7.0587366414889932	 1.71271403758272189	 1.42400836563367972	 1.9696899047478404
     147	11753-6103 	 6.7293726963450782	 5.3830183734114829	 7.6442212958101070	 8.6771774885644888	 6.9411233346704684	 9.856827365444428	15.4178632256348340	12.3331913340770054	17.5138996936961497	19.880535934041319	15.9030113259049966	22.583266378106355	19.9725005962010584	17.3694927225949804	27.0355285000591508	 8.7173169344468082	 7.5811925664545132	11.8000882909029823	 4.74735935955122468	 4.03348568747128322	 6.6894258260497033
     148	8256-6101  	16.0173926278387881	12.5386719924159031	20.0234126851162806	21.0397786748007078	16.4702763880458605	26.301919482002951	32.2749008660273091	25.2653103379323341	40.3469949465102218	42.394963197201264	33.1874575351516299	52.998129195664092	10.1449800780160331	 7.2093204943493960	13.9931832789065549	 5.0347522300906418	 3.5778426529411291	 6.9445390900481287	 1.54660403770831056	 1.11816378617302359	 2.1204045232676032
     149	11866-6102 	28.6550348572925095	25.0885463087219414	33.5774316872737586	34.3637011251606168	30.0866954554851951	40.266739607832911	43.0592932523023109	37.7000090267312018	50.4560711540547118	51.637581016803210	45.2106182757181188	60.507947651179329	 5.4705826523014132	 4.0911730755683129	 6.7729767922842603	 3.6405552611575898	 2.7225878139873640	 4.5072705892626681	 1.25675317711876744	 0.93861626709112589	 1.7115686488802315
     150	10516-3704 	 5.6010680499039021	 3.0782151928240449	 8.4291284768312202	 6.6513051567214756	 3.6554007919757803	10.009645518514498	12.5842543946780765	 6.9160100757435776	18.9382268047411628	14.943884881072506	 8.2128074629481027	22.489268918576514	                   	                   	                   	                   	                   	                   	                    	                    	
     151	11970-6102 	12.5148221264311736	 9.9274106379021401	16.9198137823098698	26.8630527300634441	21.3091766502802606	36.318362756199889	13.9963390171310227	11.1026272244729558	18.9227978960869976	30.043127201221651	23.8317778359272943	40.617766081496548	 8.0370677953458856	 6.5079464680594477	10.1512555660490733	 7.1863416393181616	 5.8190782858584109	 9.0767419689930833	 1.85245253195543769	 1.44740016237093205	 2.4309695483864151
     152	8940-12702 	 5.9798824091607008	 5.0010046203389233	 6.9351573714620773	 9.4710852732350581	 7.9207144840362016	10.984073323549008	11.1266333699007927	 9.3052573753705303	12.9040921133520783	17.622636406514861	14.7378961761061191	20.437819411300257	25.4418046385637844	21.5467262464816649	31.0052110701510060	13.6734082051278367	11.5800426753421188	16.6633976430162321	 3.29041887355304530	 2.69456328229430753	 4.0870030602169933
     153	9511-3701  	14.5641515948302178	11.2214563911220448	19.1681258792425204	21.4332219072598953	16.5139701676088144	28.208625325070674	25.0497211873318761	19.3004276344658194	32.9683611044769052	36.864229915984531	28.4033261876617686	48.517635570461586	 7.6107025393460290	 4.9062166661434308	10.4409956668155033	 4.4249364971874616	 2.8525220998839518	 6.0704964560391277	 0.73815578947705163	 0.49398463840849510	 1.0323996848844246
     154	10511-12705	15.4837543459336970	12.1826810211428924	21.2352007276858750	17.0947762621783816	13.4502396303269531	23.444637341302858	28.3983737249969082	22.3439561802206050	38.9469603377245477	31.353109471543551	24.6687543071942201	42.999233789845320	10.4317345000282273	 6.0929242035729079	14.3161640518150008	 5.6877346556737072	 3.3220684582186188	 7.8056570950495301	 1.41705632268045845	 0.56824942584720528	 1.8399369219305775
     155	11965-12705	 6.4173054853853042	 5.7231684471123936	 7.2967513104275401	 8.8118091947011834	 7.8586672334581413	10.019404629420222	 7.3073569733790986	 6.5169462412336712	 8.3087779898737910	10.033967607374954	 8.9486291311295165	11.409051112595542	10.6143936692591048	 8.9246990077463710	12.2182840747214279	 9.3215381383341818	 7.8376518495632457	10.7300713103725336	 0.89597141767688537	 0.78179292776062947	 1.0648137618008522
     156	8332-6103  	12.9781033150089993	10.6027610500766087	15.2833581143077595	18.2501366545618033	14.9098703703322393	21.491844174499022	13.6460184851450563	11.1484297644321124	16.0699127045584582	19.189375835570701	15.6772034977846992	22.597917104412215	 7.6391805889580251	 6.1584916833564707	 9.8413544831507522	 7.2652748516670851	 5.8570594359248638	 9.3596616024662946	 1.84906981520230884	 1.43897059244689318	 2.5031563919869200
     157	11965-9102 	12.5181687736353826	11.9661593093017906	13.0282500368263481	16.3042447061888502	15.5852819290147391	16.968598245871334	19.3881850947070618	18.5332308388521341	20.1782008009113802	25.252073199296401	24.1385410483787552	26.281026365578658	 8.9308122873508999	 8.3521998086534825	 9.6231115940862413	 5.7662651224242607	 5.3926783928008080	 6.2132548494797168	 1.33942773843645879	 1.10871898132541613	 1.6944146572426979
     158	8318-9102  	 6.7089736764274397	 5.3404441930363014	 8.1518303221115822	11.5810716539511525	 9.2187076364286966	14.071739676507134	12.6159440848188940	10.0424816934621077	15.3291755926899533	21.777720330292162	17.3353937106829008	26.461317259106632	14.2377387892538039	10.0806657060488760	19.7495926321738224	 7.5714202684122709	 5.3607498898262289	10.5025431468786969	 3.08839175587645443	 2.30586662710591472	 4.4429633276879681
     159	8318-12703 	14.3320529192808177	 9.1461631048610865	25.3952689823956526	17.0466404842899166	10.8785081339950409	30.205304347038432	18.4360056267429790	11.7651473528601311	32.6671499532525687	21.927909536438115	13.9935456768440236	38.854528659347721	14.0881968218554032	 6.4323365257916434	23.6826673544726383	10.9520894317359048	 5.0004642734834839	18.4107798980960915	 2.46816395622371276	 1.26833696287435171	 4.3100685677411370
