#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:05:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:05:24	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/877/12&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18770012
#Name: J/ApJ/877/12
#Title: Coma Ber and a Neighbor Stellar Group tidal tails (Tang+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/877/12	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/877/12	    IVOID of underlying data collection
#INFO	creator=Tang S.-Y.	    First author or institution
#INFO	cites=bibcode:2019ApJ...877...12T	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/877/12	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18770012	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_ApJ_877_12_table1:
#Name: J/ApJ/877/12/table1
#Title: Coma Ber Member Candidates
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I3)	[1/197] Coma Ber member candidate, running number	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F10.6)	Right Ascension (ICRS) at epoch 2015.5 (G1)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F10.6)	Declination (ICRS) at epoch 2015.5 (G1)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F5.2)	Parallax (G1)	[ucd=pos.parallax]
#Column	e_Plx	(F5.2)	Uncertainty in Plx (G1)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F6.2)	Proper motion in Right Ascension, pmRA*cosDE (G1)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.2)	Uncertainty in pmRA (G1)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	Proper motion in Declination (G1)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.2)	Uncertainty in pmDEc (G1)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial Velocity (G1)	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F5.2)	? Uncertainty in RV (G1)	[ucd=stat.error]
#Column	Gmag	(F5.2)	Gaia G band magnitude (G1)	[ucd=phot.mag;em.opt]
#Column	Memb	(A1)	[bt] Membership flag (2)	[ucd=meta.code.error]
#Column	GaiaDR2	(a7)	Display the Gaia DR2 data (Gaia Collaboration, 2018, Cat. I/345)	[ucd=meta.ref.url]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
recno	Seq	RA_ICRS	DE_ICRS	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	RV	e_RV	Gmag	Memb	GaiaDR2	SimbadName	_RA.icrs	_DE.icrs
      28	 28	203.530295	+55.348409	10.80	 0.07	-19.32	 0.11	 -5.89	 0.11	      	     	 5.58	GaiaDR2	Gaia DR2 1562168842092340352	203.530441	+55.348434
      29	 29	204.022881	+58.815563	10.32	 0.06	-19.29	 0.11	 -4.35	 0.09	      	     	15.71	GaiaDR2	Gaia DR2 1662057686768790272	204.023041	+58.815582
      30	 30	204.023782	+58.815895	10.13	 0.06	-16.63	 0.10	 -5.53	 0.08	      	     	15.44	GaiaDR2	Gaia DR2 1662057686768790144	204.023920	+58.815919
      31	 31	204.155378	+48.854331	10.90	 0.06	-19.19	 0.07	 -6.12	 0.08	      	     	15.31	GaiaDR2	Gaia DR2 1552518737773228672	204.155504	+48.854357
      32	 32	204.562246	+54.657716	11.23	 0.04	-19.02	 0.07	 -5.22	 0.06	      	     	15.58	GaiaDR2	Gaia DR2 1562056417028500352	204.562387	+54.657739
      33	 33	204.727484	+60.790040	 9.07	 0.05	-17.93	 0.09	 -4.29	 0.07	      	     	16.21	GaiaDR2	Gaia DR2 1662827207468895360	204.727642	+60.790058
      34	 34	204.769655	+53.769885	10.09	 0.07	-17.29	 0.11	 -1.07	 0.09	      	     	15.57	GaiaDR2	Gaia DR2 1561732267256950784	204.769781	+53.769890
      35	 35	204.863456	+61.061726	10.14	 0.02	-17.88	 0.04	 -4.49	 0.03	      	     	11.85	GaiaDR2	Gaia DR2 1662855584317183744	204.863615	+61.061745
      36	 36	204.865455	+61.064157	10.10	 0.16	-18.97	 0.28	 -4.48	 0.23	      	     	18.04	GaiaDR2	Gaia DR2 1662855584317698176	204.865624	+61.064176
      37	 37	205.350421	+47.878718	11.56	 0.10	-21.01	 0.12	 -8.69	 0.14	      	     	15.27	GaiaDR2	Gaia DR2 1552233483225261568	205.350556	+47.878755
      38	 38	205.397042	+53.562160	10.54	 0.03	-18.45	 0.05	 -4.61	 0.05	      	     	14.34	GaiaDR2	Gaia DR2 1561672378233017728	205.397176	+53.562180
      39	 39	205.402120	+53.337507	10.49	 0.02	-18.32	 0.04	 -4.88	 0.03	 -4.58	 0.27	 9.58	GaiaDR2	Gaia DR2 1561660249245388672	205.402252	+53.337528
      40	 40	205.567230	+48.079700	10.70	 0.04	-18.28	 0.06	 -5.71	 0.07	      	     	14.39	GaiaDR2	Gaia DR2 1552239530539219328	205.567348	+48.079725
      41	 41	205.775352	+51.351645	10.34	 0.04	-18.36	 0.06	 -6.07	 0.06	      	     	15.16	GaiaDR2	Gaia DR2 1559141233746429184	205.775479	+51.351671
      42	 42	205.782355	+54.025903	10.66	 0.02	-19.37	 0.04	 -3.77	 0.04	 -5.54	 0.71	 9.53	GaiaDR2	Gaia DR2 1561779889854217856	205.782497	+54.025919
      43	 43	205.857609	+56.480429	13.17	 0.08	-20.02	 0.10	 -6.92	 0.10	      	     	15.91	GaiaDR2	Gaia DR2 1562652455409400192	205.857765	+56.480459
      44	 44	205.925508	+50.362113	10.71	 0.12	-19.04	 0.17	 -5.06	 0.17	      	     	17.67	GaiaDR2	Gaia DR2 1558886628085141120	205.925636	+50.362135
      45	 45	205.978114	+52.064390	10.71	 0.05	-18.40	 0.07	 -5.43	 0.08	      	     	 6.01	GaiaDR2	Gaia DR2 1559292485314843008	205.978243	+52.064413
      46	 46	206.029496	+52.789683	11.03	 0.05	-17.75	 0.06	 -8.16	 0.07	      	     	14.02	GaiaDR2	Gaia DR2 1560860938651474816	206.029622	+52.789718
      47	 47	206.228136	+52.923079	10.67	 0.05	-18.49	 0.07	 -5.70	 0.07	      	     	15.39	GaiaDR2	Gaia DR2 1560839669973427200	206.228268	+52.923104
      48	 48	206.304824	+46.311118	11.52	 0.03	-19.50	 0.03	 -6.04	 0.04	      	     	13.28	GaiaDR2	Gaia DR2 1503770755884281344	206.304946	+46.311144
      49	 49	206.318484	+52.247262	11.19	 0.13	-14.66	 0.23	 -5.84	 0.19	 -1.42	 3.79	10.45	GaiaDR2	Gaia DR2 1560784144636281856	206.318587	+52.247287
      50	 50	206.636196	+49.965599	 9.40	 0.03	-14.98	 0.03	 -3.39	 0.04	      	     	14.13	GaiaDR2	Gaia DR2 1558812754647741312	206.636296	+49.965614
      51	 51	206.648432	+54.432658	10.62	 0.07	-18.62	 0.10	 -4.68	 0.11	      	     	 5.66	GaiaDR2	Gaia DR2 1561439694084279552	206.648570	+54.432678
      52	 52	206.882990	+58.350959	10.11	 0.09	-17.57	 0.14	 -7.89	 0.14	      	     	13.94	GaiaDR2	Gaia DR2 1659300798800682496	206.883134	+58.350993
      53	 53	207.056203	+51.227591	10.64	 0.07	-18.17	 0.10	 -4.33	 0.11	      	     	16.52	GaiaDR2	Gaia DR2 1559004000951070976	207.056328	+51.227610
      54	 54	207.114196	+54.042698	10.94	 0.02	-18.73	 0.04	 -4.18	 0.03	 -4.80	 0.31	10.81	GaiaDR2	Gaia DR2 1561366782719556480	207.114333	+54.042716
      55	 55	207.127629	+52.593434	10.56	 0.05	-18.38	 0.08	 -5.31	 0.07	      	     	15.35	GaiaDR2	Gaia DR2 1560632789988882304	207.127759	+52.593457
      56	 56	207.211279	+54.755755	10.68	 0.07	-18.37	 0.11	 -4.44	 0.10	      	     	16.36	GaiaDR2	Gaia DR2 1561462715108998528	207.211416	+54.755774
      57	 57	207.492844	+53.246403	10.70	 0.02	-18.31	 0.04	 -4.74	 0.04	      	     	14.06	GaiaDR2	Gaia DR2 1560767995559564032	207.492976	+53.246423
      58	 58	208.566852	+59.291268	10.62	 0.03	-17.80	 0.06	 -3.18	 0.05	      	     	14.34	GaiaDR2	Gaia DR2 1659280835792910464	208.567002	+59.291282
      59	 59	208.646880	+51.669212	11.01	 0.09	-18.86	 0.13	 -4.64	 0.12	      	     	16.92	GaiaDR2	Gaia DR2 1512483182943848832	208.647011	+51.669232
      60	 60	208.652109	+52.011215	10.46	 0.03	-17.75	 0.05	 -4.22	 0.04	      	     	14.10	GaiaDR2	Gaia DR2 1512596638799969408	208.652233	+52.011233
      61	 61	209.062400	+56.992334	10.61	 0.08	-18.27	 0.15	 -3.22	 0.11	      	     	16.46	GaiaDR2	Gaia DR2 1657863359146774016	209.062544	+56.992348
      62	 62	209.308765	+50.949162	10.75	 0.06	-17.88	 0.08	 -4.95	 0.07	      	     	15.94	GaiaDR2	Gaia DR2 1512213802594954368	209.308887	+50.949183
      63	 63	209.369450	+59.847191	10.04	 0.07	-17.39	 0.13	 -3.35	 0.09	      	     	16.50	GaiaDR2	Gaia DR2 1660813451922920960	209.369599	+59.847206
      64	 64	209.570462	+51.733235	11.20	 0.05	-19.36	 0.08	 -4.91	 0.08	      	     	16.02	GaiaDR2	Gaia DR2 1512518951431592320	209.570597	+51.733256
      65	 65	209.599271	+51.378426	10.95	 0.03	-18.33	 0.04	 -4.48	 0.04	      	     	13.93	GaiaDR2	Gaia DR2 1512320558301938432	209.599397	+51.378445
      66	 66	209.671222	+63.688765	10.79	 0.02	-19.08	 0.05	 -4.91	 0.04	 -6.13	 0.58	11.07	GaiaDR2	Gaia DR2 1670841891321489920	209.671407	+63.688786
      67	 67	210.069349	+51.256649	10.41	 0.05	-17.39	 0.07	 -4.26	 0.07	      	     	15.77	GaiaDR2	Gaia DR2 1512308601113032192	210.069469	+51.256667
      68	 68	210.082595	+57.539940	10.55	 0.10	-18.08	 0.13	 -4.18	 0.13	      	     	17.14	GaiaDR2	Gaia DR2 1658232623254847616	210.082740	+57.539958
      69	 69	210.196600	+47.665300	10.85	 0.02	-17.84	 0.03	 -5.59	 0.03	 -2.77	 4.34	13.26	GaiaDR2	Gaia DR2 1509561299512624000	210.196714	+47.665324
      70	 70	210.266161	+47.296046	11.04	 0.08	-17.11	 0.10	 -4.50	 0.10	      	     	16.83	GaiaDR2	Gaia DR2 1509357855501310976	210.266270	+47.296065
      71	 71	210.589748	+52.417741	10.62	 0.03	-13.34	 0.04	 -5.79	 0.04	 -5.73	 0.39	10.22	GaiaDR2	Gaia DR2 1512773179135101312	210.589842	+52.417766
      72	 72	210.766062	+50.984442	11.57	 0.04	-19.74	 0.05	 -5.33	 0.05	      	     	14.71	GaiaDR2	Gaia DR2 1512261012875442304	210.766197	+50.984465
      73	 73	210.926232	+59.846903	10.32	 0.08	-17.34	 0.21	 -3.19	 0.12	      	     	16.73	GaiaDR2	Gaia DR2 1660095402110621952	210.926381	+59.846917
      74	 74	211.227966	+42.923747	11.60	 0.03	-18.96	 0.03	 -6.14	 0.05	 -4.08	 0.46	11.07	GaiaDR2	Gaia DR2 1499294845909337344	211.228077	+42.923773
      75	 75	211.568493	+41.598695	11.25	 0.02	-17.96	 0.03	 -5.92	 0.03	      	     	13.51	GaiaDR2	Gaia DR2 1498322916287022976	211.568596	+41.598721
      76	 76	211.621770	+52.985328	10.41	 0.02	-18.06	 0.04	 -2.95	 0.03	 -3.90	 1.37	12.03	GaiaDR2	Gaia DR2 1512895774681556736	211.621899	+52.985341
      77	 77	211.955065	+51.952661	10.02	 0.03	-16.73	 0.04	 -4.09	 0.04	 -6.32	 0.36	11.05	GaiaDR2	Gaia DR2 1512032314456889728	211.955182	+51.952679
      78	 78	212.163849	+55.926021	10.77	 0.03	-17.54	 0.04	 -3.48	 0.04	      	     	13.89	GaiaDR2	Gaia DR2 1609838615390487296	212.163984	+55.926036
      79	 79	212.691857	+52.021098	10.34	 0.06	-17.61	 0.07	 -3.72	 0.09	      	     	15.79	GaiaDR2	Gaia DR2 1512001425052135680	212.691980	+52.021114
      80	 80	212.720875	+62.522196	 9.76	 0.06	-17.50	 0.10	 -2.62	 0.10	 -1.54	 2.48	 8.18	GaiaDR2	Gaia DR2 1667489892685370624	212.721038	+62.522207
      81	 81	212.833323	+55.288387	10.25	 0.13	-17.78	 0.22	 -2.70	 0.19	      	     	17.51	GaiaDR2	Gaia DR2 1609576313148316288	212.833457	+55.288399
      82	 82	213.121047	+47.379243	10.26	 0.06	-17.70	 0.08	 -4.55	 0.08	      	     	15.76	GaiaDR2	Gaia DR2 1506360518084440704	213.121159	+47.379262
      83	 83	213.169490	+51.094513	10.38	 0.05	-17.39	 0.08	 -2.94	 0.07	      	     	15.52	GaiaDR2	Gaia DR2 1511749465090453632	213.169609	+51.094526
      84	 84	213.221097	+49.459424	10.37	 0.05	-17.12	 0.07	 -3.60	 0.06	      	     	14.99	GaiaDR2	Gaia DR2 1508133755461990528	213.221210	+49.459439
      85	 85	213.236952	+56.209508	 9.96	 0.10	-15.87	 0.16	 -2.76	 0.14	      	     	17.13	GaiaDR2	Gaia DR2 1609909671329800576	213.237075	+56.209520
      86	 86	213.470908	+60.578636	 9.96	 0.06	-16.95	 0.12	 -2.39	 0.10	      	     	15.93	GaiaDR2	Gaia DR2 1660473290513039488	213.471057	+60.578646
      87	 87	213.506722	+55.552332	 9.75	 0.15	-15.77	 0.28	 -2.89	 0.23	      	     	18.10	GaiaDR2	Gaia DR2 1609594558169410944	213.506842	+55.552344
      88	 88	213.820691	+52.535909	10.59	 0.04	-17.91	 0.05	 -3.43	 0.05	      	     	 6.54	GaiaDR2	Gaia DR2 1608103448603945216	213.820818	+52.535924
      89	 89	213.921606	+45.122442	10.95	 0.06	-18.27	 0.08	 -4.87	 0.09	      	     	14.61	GaiaDR2	Gaia DR2 1505107762024006144	213.921717	+45.122463
      90	 90	213.952633	+56.076647	 9.92	 0.04	-16.21	 0.07	 -2.66	 0.07	      	     	15.44	GaiaDR2	Gaia DR2 1609726087247553664	213.952758	+56.076658
      91	 91	214.004615	+52.786282	10.55	 0.03	-19.18	 0.04	 -5.51	 0.04	      	     	 9.98	GaiaDR2	Gaia DR2 1608114100122827904	214.004752	+52.786306
      92	 92	214.005374	+52.786327	10.54	 0.05	-15.95	 0.09	 -0.87	 0.09	      	     	10.29	GaiaDR2	Gaia DR2 1608114095830830592	214.005487	+52.786331
      93	 93	214.072560	+58.389402	 9.86	 0.03	-16.34	 0.06	 -2.95	 0.05	 -4.80	 0.63	 8.43	GaiaDR2	Gaia DR2 1611685691846029952	214.072694	+58.389415
      94	 94	214.345662	+50.948488	10.46	 0.05	-17.06	 0.07	 -3.91	 0.07	      	     	15.01	GaiaDR2	Gaia DR2 1511697238288242944	214.345779	+50.948505
      95	 95	214.629657	+52.033308	10.25	 0.03	-17.31	 0.05	 -3.17	 0.05	      	     	 6.89	GaiaDR2	Gaia DR2 1607844444896321024	214.629778	+52.033322
      96	 96	214.709112	+54.828737	10.25	 0.02	-17.49	 0.03	 -2.93	 0.03	      	     	13.75	GaiaDR2	Gaia DR2 1608751851226140544	214.709243	+54.828750
      97	 97	214.748576	+59.152963	 9.90	 0.03	-16.65	 0.05	 -2.49	 0.05	      	     	14.50	GaiaDR2	Gaia DR2 1612110653090004096	214.748716	+59.152974
      98	 98	214.837898	+53.924996	 9.72	 0.05	-15.93	 0.08	 -3.32	 0.08	      	     	15.68	GaiaDR2	Gaia DR2 1608637983053293696	214.838014	+53.925010
      99	 99	215.042742	+55.352951	10.73	 0.05	-17.55	 0.08	 -2.57	 0.08	      	     	14.97	GaiaDR2	Gaia DR2 1608871010798510208	215.042875	+55.352962
     100	100	215.134206	+51.669903	10.57	 0.02	-17.14	 0.04	 -3.18	 0.03	      	     	13.78	GaiaDR2	Gaia DR2 1604818863774386944	215.134325	+51.669917
     101	101	215.214206	+51.631160	10.42	 0.03	-17.06	 0.04	 -4.24	 0.04	 -7.06	 1.42	12.34	GaiaDR2	Gaia DR2 1604815389143862784	215.214324	+51.631178
     102	102	215.288537	+65.363452	 7.78	 0.03	-14.81	 0.08	 -3.56	 0.05	-27.44	 0.57	 7.13	GaiaDR2	Gaia DR2 1668291333582563072	215.288690	+65.363467
     103	103	215.454050	+49.347840	10.46	 0.06	-15.75	 0.07	 -2.20	 0.07	      	     	14.35	GaiaDR2	Gaia DR2 1508260542896727936	215.454154	+49.347849
     104	104	215.659053	+49.450873	 9.84	 0.11	-16.16	 0.14	 -4.81	 0.16	      	     	16.28	GaiaDR2	Gaia DR2 1508309780400463104	215.659160	+49.450894
     105	105	216.296291	+57.633209	 9.68	 0.03	-16.04	 0.05	 -2.07	 0.04	 -6.09	 0.38	 9.52	GaiaDR2	Gaia DR2 1611371849995774592	216.296420	+57.633218
     106	106	216.418316	+62.179258	10.09	 0.08	-16.91	 0.15	 -3.13	 0.13	      	     	15.99	GaiaDR2	Gaia DR2 1666584547938761600	216.418472	+62.179271
     107	107	216.472758	+50.416458	10.95	 0.02	-17.50	 0.04	 -3.66	 0.04	      	     	13.67	GaiaDR2	Gaia DR2 1604441971804002176	216.472876	+50.416474
     108	108	216.489607	+49.082821	10.07	 0.10	-16.78	 0.13	 -3.20	 0.12	      	     	16.78	GaiaDR2	Gaia DR2 1507538610433938816	216.489717	+49.082835
     109	109	216.647168	+48.297277	10.06	 0.06	-16.72	 0.08	 -3.36	 0.08	      	     	15.67	GaiaDR2	Gaia DR2 1507362482414976896	216.647276	+48.297291
     110	110	216.899519	+52.547915	10.12	 0.16	-16.13	 0.23	 -1.63	 0.23	      	     	18.12	GaiaDR2	Gaia DR2 1605279799664073344	216.899633	+52.547922
     111	111	216.979944	+59.097903	 9.27	 0.06	-15.96	 0.11	 -3.89	 0.10	      	     	16.09	GaiaDR2	Gaia DR2 1611966617067030912	216.980078	+59.097920
     112	112	216.999288	+52.840538	 9.78	 0.06	-16.07	 0.09	 -2.68	 0.10	      	     	15.93	GaiaDR2	Gaia DR2 1605310723428572032	216.999402	+52.840549
     113	113	217.124717	+49.770303	10.69	 0.14	-16.81	 0.19	 -2.76	 0.19	      	     	18.29	GaiaDR2	Gaia DR2 1603660249099855488	217.124829	+49.770315
     114	114	217.152981	+62.052198	 9.65	 0.16	-14.36	 0.36	 -1.14	 0.25	      	     	18.11	GaiaDR2	Gaia DR2 1666535649735776256	217.153113	+62.052203
     115	115	217.288734	+61.515001	 9.98	 0.11	-15.52	 0.25	 -3.15	 0.18	      	     	15.63	GaiaDR2	Gaia DR2 1666483805185815680	217.288874	+61.515014
     116	116	217.436026	+59.245724	10.08	 0.04	-14.15	 0.08	 -0.75	 0.07	 -8.30	 2.94	12.49	GaiaDR2	Gaia DR2 1611980464041596672	217.436145	+59.245727
     117	117	217.694016	+60.190380	 9.31	 0.03	-15.38	 0.08	 -1.86	 0.06	      	     	14.66	GaiaDR2	Gaia DR2 1618236822642628736	217.694149	+60.190388
     118	118	217.766199	+58.439123	 9.69	 0.08	-16.30	 0.15	 -1.62	 0.13	      	     	16.81	GaiaDR2	Gaia DR2 1611876697631820032	217.766333	+58.439130
     119	119	217.818053	+63.222857	10.23	 0.05	-15.97	 0.12	 -1.03	 0.10	      	     	15.62	GaiaDR2	Gaia DR2 1667017789879903616	217.818206	+63.222861
     120	120	217.897013	+57.394006	10.04	 0.09	-16.96	 0.17	 -1.00	 0.15	      	     	16.49	GaiaDR2	Gaia DR2 1610939879365230464	217.897149	+57.394010
     121	121	217.917846	+48.902550	10.01	 0.07	-16.04	 0.09	 -3.11	 0.10	      	     	16.25	GaiaDR2	Gaia DR2 1603372868544389760	217.917951	+48.902563
     122	122	218.896480	+56.932250	 9.42	 0.02	-15.12	 0.04	 -2.10	 0.04	 -5.54	 0.83	12.02	GaiaDR2	Gaia DR2 1610713483049385600	218.896599	+56.932259
     123	123	218.938693	+61.275484	10.04	 0.05	-15.81	 0.11	 -0.96	 0.07	      	     	15.69	GaiaDR2	Gaia DR2 1618391853781870464	218.938835	+61.275488
     124	124	219.064197	+55.139609	10.13	 0.03	-15.95	 0.05	 -1.99	 0.05	 -6.70	 0.29	 9.52	GaiaDR2	Gaia DR2 1607164362593977472	219.064317	+55.139617
     125	125	219.537385	+49.999964	10.40	 0.09	-18.26	 0.14	 -2.02	 0.12	      	     	16.19	GaiaDR2	Gaia DR2 1603491650160165120	219.537507	+49.999973
     126	126	219.820013	+61.931257	 9.88	 0.02	-16.75	 0.04	 -3.98	 0.04	 -7.20	 0.25	10.27	GaiaDR2	Gaia DR2 1618811489266407040	219.820166	+61.931274
     127	127	219.859793	+54.774055	11.02	 0.02	-18.06	 0.04	 -2.74	 0.04	 -6.41	 0.51	 9.68	GaiaDR2	Gaia DR2 1606929445063211776	219.859928	+54.774067
     128	128	220.099216	+52.602145	10.05	 0.04	-15.94	 0.08	 -2.31	 0.07	      	     	14.88	GaiaDR2	Gaia DR2 1605888688587491968	220.099329	+52.602155
     129	129	220.125580	+58.846389	10.00	 0.07	-15.66	 0.14	 -1.27	 0.12	      	     	16.50	GaiaDR2	Gaia DR2 1617117038768988544	220.125710	+58.846394
     130	130	220.166842	+61.343402	10.15	 0.06	-16.16	 0.12	 -3.26	 0.11	      	     	15.77	GaiaDR2	Gaia DR2 1618591449502198912	220.166987	+61.343416
     131	131	220.265404	+62.894879	 7.92	 0.11	-15.98	 0.21	 -0.88	 0.17	      	     	17.64	GaiaDR2	Gaia DR2 1619012729958910848	220.265555	+62.894883
     132	132	220.282808	+54.141640	 9.48	 0.16	-14.95	 0.27	 -1.30	 0.25	      	     	18.31	GaiaDR2	Gaia DR2 1606831343714000000	220.282918	+54.141646
     133	133	220.631490	+60.230961	 9.43	 0.03	-16.38	 0.06	 -3.63	 0.05	      	     	 8.03	GaiaDR2	Gaia DR2 1617349860356054144	220.631632	+60.230977
     134	134	220.734785	+52.683669	10.13	 0.03	-15.88	 0.04	 -1.75	 0.05	 -5.13	 0.95	12.35	GaiaDR2	Gaia DR2 1605868004025032064	220.734898	+52.683677
     135	135	220.964330	+60.235323	10.04	 0.04	-18.89	 0.08	 -1.19	 0.08	 -7.08	 2.42	12.12	GaiaDR2	Gaia DR2 1617712351300477440	220.964494	+60.235328
     136	136	221.489292	+60.168187	 9.19	 0.06	-15.29	 0.11	 -1.12	 0.11	      	     	16.18	GaiaDR2	Gaia DR2 1617661674982061312	221.489424	+60.168192
     137	137	221.805003	+62.776777	10.85	 0.06	-20.01	 0.12	 -3.90	 0.12	      	     	16.23	GaiaDR2	Gaia DR2 1620262294859709440	221.805191	+62.776794
     138	138	221.905289	+51.627925	 9.55	 0.06	-14.66	 0.11	 -1.99	 0.10	      	     	15.78	GaiaDR2	Gaia DR2 1605544850685882240	221.905391	+51.627934
     139	139	222.011722	+56.159199	10.35	 0.03	-15.96	 0.06	 -1.56	 0.05	      	     	 9.81	GaiaDR2	Gaia DR2 1607476280298633984	222.011845	+56.159206
     140	140	222.225641	+59.303014	 8.96	 0.11	-14.60	 0.22	 -1.22	 0.18	      	     	17.75	GaiaDR2	Gaia DR2 1617050514019871488	222.225764	+59.303019
     141	141	222.373630	+64.485142	 9.79	 0.06	-15.84	 0.13	 -2.61	 0.12	      	     	16.63	GaiaDR2	Gaia DR2 1620705604204013696	222.373788	+64.485153
     142	142	222.523426	+53.635711	10.11	 0.02	-14.84	 0.05	  0.03	 0.04	      	     	13.14	GaiaDR2	Gaia DR2 1606191329163112576	222.523534	+53.635711
     143	143	222.523545	+53.634828	10.24	 0.04	-15.67	 0.05	 -2.74	 0.06	 -5.82	 0.53	10.09	GaiaDR2	Gaia DR2 1606191324867523200	222.523659	+53.634840
     144	144	222.574642	+58.689115	 9.53	 0.02	-14.55	 0.04	 -1.32	 0.04	 -6.80	 2.29	12.63	GaiaDR2	Gaia DR2 1613968552863278208	222.574762	+58.689121
     145	145	222.875944	+59.532080	 9.63	 0.02	-15.40	 0.04	 -1.52	 0.05	 -6.07	 0.57	11.52	GaiaDR2	Gaia DR2 1617388377623238272	222.876075	+59.532087
     146	146	223.270032	+51.261152	 9.97	 0.03	-14.74	 0.04	 -1.63	 0.05	 -6.40	 0.37	 9.82	GaiaDR2	Gaia DR2 1593570584943987072	223.270133	+51.261159
     147	147	223.930304	+58.611115	 9.58	 0.06	-15.27	 0.11	 -2.08	 0.11	      	     	16.22	GaiaDR2	Gaia DR2 1614285865047284608	223.930430	+58.611124
     148	148	224.122337	+59.379285	 9.03	 0.03	-15.96	 0.06	  0.48	 0.05	      	     	 9.83	GaiaDR2	Gaia DR2 1614381144601686400	224.122472	+59.379283
     149	149	224.123274	+59.379902	 9.11	 0.03	-13.27	 0.06	 -1.44	 0.05	 -3.42	 0.62	 8.14	GaiaDR2	Gaia DR2 1614381144601686528	224.123386	+59.379908
     150	150	224.630016	+64.431485	 9.08	 0.13	-15.40	 0.29	 -1.54	 0.28	      	     	17.95	GaiaDR2	Gaia DR2 1620856404800311552	224.630170	+64.431492
     151	151	224.779083	+59.520238	 9.53	 0.02	-15.03	 0.04	 -0.07	 0.04	 -6.60	 1.17	11.86	GaiaDR2	Gaia DR2 1614432100093610112	224.779211	+59.520238
     152	152	224.885273	+57.312984	 9.26	 0.02	-17.60	 0.04	 -0.44	 0.04	 20.35	 1.33	11.74	GaiaDR2	Gaia DR2 1612850864934114048	224.885413	+57.312986
     153	153	225.820137	+59.011518	 9.41	 0.03	-12.84	 0.05	 -2.94	 0.05	 -6.02	 0.41	 9.28	GaiaDR2	Gaia DR2 1614204913503382784	225.820244	+59.011531
     154	154	225.882173	+59.573176	 9.86	 0.06	-14.28	 0.11	 -2.11	 0.11	      	     	15.67	GaiaDR2	Gaia DR2 1614444366520250624	225.882294	+59.573185
     155	155	226.073277	+59.535053	 9.05	 0.03	-13.80	 0.06	 -0.12	 0.05	      	     	 7.36	GaiaDR2	Gaia DR2 1614257105945926656	226.073394	+59.535054
     156	156	226.083396	+57.778531	 9.39	 0.03	-15.01	 0.05	 -2.25	 0.06	      	     	14.56	GaiaDR2	Gaia DR2 1613253251830161920	226.083517	+57.778541
     157	157	226.094194	+58.876651	 9.61	 0.05	-14.97	 0.08	  0.10	 0.08	      	     	15.49	GaiaDR2	Gaia DR2 1614153099017986560	226.094319	+58.876651
     158	158	226.107171	+59.880783	 9.26	 0.02	-13.77	 0.04	  0.03	 0.04	      	     	 9.50	GaiaDR2	Gaia DR2 1615954442661853056	226.107289	+59.880783
     159	159	226.314929	+60.706876	10.40	 0.15	-14.93	 0.24	 -1.75	 0.26	 -8.33	 0.73	11.51	GaiaDR2	Gaia DR2 1616063564895405824	226.315060	+60.706884
