#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/627/A4&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36270004
#Name: J/A+A/627/A4
#Title: Praesepe (NGC 2632) and its tidal tails (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...627A...4R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/627/A4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36270004	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_627_A4_stars:
#Name: J/A+A/627/A4/stars
#Title: All the stars shown in Figures 2 and 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F8.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	dvpar	(F6.2)	Velocity parallel to the convergent point (1)	[ucd=phys.veloc]
#Column	vpero	(F6.2)	Velocity perpendicular to the convergent point (2)	[ucd=phys.veloc]
#Column	pcont	(E9.2)	Probability of being contaminated (3)	[ucd=stat.fit.goodness]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	dvpar	vpero	pcont	Simbad	_RA.icrs	_DE.icrs
     346	 659765598675979904	129.03713973	+19.15852858	 16.1130	  1.41	  0.00	 0.00e+00	Simbad	129.03713973	+19.15852858
     347	 662768914687563776	129.03723303	+19.22995331	 15.4851	  0.22	  0.32	 0.00e+00	Simbad	129.03723303	+19.22995331
     348	 662798086105290112	129.04160342	+19.63848247	 17.9603	  1.58	 -0.39	 0.00e+00	Simbad	129.04160342	+19.63848247
     349	1030639769895994496	129.04413425	+54.65806981	 15.6475	 -1.56	  0.57	 0.00e+00	Simbad	129.04413425	+54.65806981
     350	 662801827020165504	129.04495935	+19.69475145	 18.2944	  0.84	  0.42	 0.00e+00	Simbad	129.04495935	+19.69475145
     351	 664352245791631488	129.04744807	+19.87779894	 14.7993	  0.17	 -0.04	 0.00e+00	Simbad	129.04744807	+19.87779894
     352	 659343111333443968	129.04997811	+17.87960211	 17.6146	  0.03	 -0.05	 0.00e+00	Simbad	129.04997811	+17.87960211
     353	 659713818550364160	129.05011949	+18.73545764	 16.9394	 -0.30	  0.33	 0.00e+00	Simbad	129.05011949	+18.73545764
     354	 662797806930496256	129.05857762	+19.62144148	 12.3232	 -0.56	  0.32	 0.00e+00	Simbad	129.05857762	+19.62144148
     355	 662776439470251136	129.05935421	+19.42501247	 15.6721	  1.58	  0.48	 0.00e+00	Simbad	129.05935421	+19.42501247
     356	 664605270904832768	129.06454463	+20.68598625	 14.8284	  1.70	  0.19	 0.00e+00	Simbad	129.06454463	+20.68598625
     357	 664366024046570112	129.06608891	+20.12018888	 14.9263	  0.39	 -0.55	 0.00e+00	Simbad	129.06608891	+20.12018888
     358	 664600907218072064	129.06640575	+20.55304981	 14.1032	  0.23	 -0.02	 0.00e+00	Simbad	129.06640575	+20.55304981
     359	 662775266942252544	129.06714871	+19.37789906	 17.8326	  3.39	  0.12	 0.00e+00	Simbad	129.06714871	+19.37789906
     360	 659285833649720064	129.06759768	+17.38158752	 11.3102	 -0.38	  0.29	 0.00e+00	Simbad	129.06759768	+17.38158752
     361	 664385059341602560	129.07251985	+20.34144780	  7.4421	 -0.54	  0.12	 0.00e+00	Simbad	129.07251985	+20.34144780
     362	 659734125155723008	129.07907721	+18.91898151	 15.9314	  0.94	  0.31	 0.00e+00	Simbad	129.07907721	+18.91898151
     363	 664353860699329920	129.07964941	+19.89851557	 16.2873	  1.72	 -1.18	 0.00e+00	Simbad	129.07964941	+19.89851557
     364	 664365852247876864	129.08480482	+20.11669440	 16.6605	  2.12	 -0.26	 0.00e+00	Simbad	129.08480482	+20.11669440
     365	 659721510835420544	129.08780602	+18.84100770	 18.3501	  0.55	  0.19	 0.00e+00	Simbad	129.08780602	+18.84100770
     366	 664627432936056832	129.08969054	+20.89732072	 16.0417	 -0.80	  0.31	 0.00e+00	Simbad	129.08969054	+20.89732072
     367	 664379974100333568	129.09073112	+20.20541277	 15.7368	 -0.13	 -0.77	 0.00e+00	Simbad	129.09073112	+20.20541277
     368	 664365852247875840	129.09321280	+20.11854501	 17.4008	  0.90	  0.14	 0.00e+00	Simbad	129.09321280	+20.11854501
     369	 659766114072052608	129.09437341	+19.19143100	 12.1297	 -0.65	 -0.40	 0.00e+00	Simbad	129.09437341	+19.19143100
     370	 659561604909477632	129.09744324	+18.40579130	 15.1765	  0.44	 -0.17	 0.00e+00	Simbad	129.09744324	+18.40579130
     371	 664775729566784512	129.10461338	+21.14895834	 15.3782	 -0.44	 -0.09	 0.00e+00	Simbad	129.10461338	+21.14895834
     372	 664305104230586240	129.11285727	+19.86512426	 14.5852	  2.04	  0.57	 0.00e+00	Simbad	129.11285727	+19.86512426
     373	 664727247975949312	129.11592643	+21.12107458	 13.6066	  1.06	  0.08	 0.00e+00	Simbad	129.11592643	+21.12107458
     374	 664380111539399552	129.11777266	+20.22853612	 12.3566	  0.28	 -0.24	 0.00e+00	Simbad	129.11777266	+20.22853612
     375	 664726045385110144	129.12246315	+21.05281197	 17.0101	 -0.97	 -0.17	 0.00e+00	Simbad	129.12246315	+21.05281197
     376	 664353757620109440	129.12692440	+19.92048602	 18.0659	  2.26	 -0.19	 0.00e+00	Simbad	129.12692440	+19.92048602
     377	 662796814795084160	129.12993194	+19.59255045	 16.8343	  0.98	 -0.53	 0.00e+00	Simbad	129.12993194	+19.59255045
     378	 659559783843349120	129.13112960	+18.31522717	 17.0739	 -1.68	  0.44	 0.00e+00	Simbad	129.13112960	+18.31522717
     379	 658033215026842368	129.13551505	+16.38394959	 14.6246	  0.16	 -0.21	 0.00e+00	Simbad	129.13551505	+16.38394959
     380	 664353757620108544	129.13893955	+19.91504615	 15.4484	 -0.08	  0.96	 0.00e+00	Simbad	129.13893955	+19.91504615
     381	 664380867453522432	129.14529775	+20.27513385	 15.7487	  0.10	  0.54	 0.00e+00	Simbad	129.14529775	+20.27513385
     382	 659765220718853504	129.15157828	+19.18515513	 14.0821	  1.06	 -0.32	 0.00e+00	Simbad	129.15157828	+19.18515513
     383	 664776279322590976	129.16044001	+21.19161813	 18.6772	 -3.39	 -0.11	 0.00e+00	Simbad	129.16044001	+21.19161813
     384	 664600804138934400	129.16661803	+20.60972806	 11.6792	 -0.16	 -0.04	 0.00e+00	Simbad	129.16661803	+20.60972806
     385	 601564153250177536	129.17031566	+10.90055503	 15.3355	  2.25	 -0.45	 1.14e-01	Simbad	129.17031566	+10.90055503
     386	 659547998453087488	129.17097515	+18.30725598	 15.4732	  0.34	 -0.51	 0.00e+00	Simbad	129.17097515	+18.30725598
     387	 664380695654828160	129.17143134	+20.27770310	 16.9999	  0.44	  0.21	 0.00e+00	Simbad	129.17143134	+20.27770310
     388	 664409175581692288	129.17408286	+20.41104112	 12.5950	  0.43	 -0.08	 0.00e+00	Simbad	129.17408286	+20.41104112
     389	 664380695654828416	129.17555716	+20.27298623	 17.5090	  1.10	 -0.50	 0.00e+00	Simbad	129.17555716	+20.27298623
     390	 659722752082318976	129.17773671	+18.89518806	 13.4700	 -0.25	 -1.15	 0.00e+00	Simbad	129.17773671	+18.89518806
     391	 664367020479085568	129.18741212	+20.14600134	 17.7613	 -0.51	  0.02	 0.00e+00	Simbad	129.18741212	+20.14600134
     392	 664366779961036288	129.19034668	+20.12389007	 11.4758	 -1.50	  0.31	 0.00e+00	Simbad	129.19034668	+20.12389007
     393	 657551010458556672	129.19199606	+14.86436654	 13.4979	  0.22	 -0.02	 0.00e+00	Simbad	129.19199606	+14.86436654
     394	3080340756461538688	129.19233069	+03.83645145	 17.5101	 -0.64	 -0.84	 1.14e-01	Simbad	129.19233069	+03.83645145
     395	 659661213791017600	129.19613423	+18.57964796	 12.5059	 -0.02	 -0.66	 0.00e+00	Simbad	129.19613423	+18.57964796
     396	 659768102641215744	129.20189925	+19.25735618	 13.3767	  0.08	  0.38	 0.00e+00	Simbad	129.20189925	+19.25735618
     397	 659774394768991744	129.20381014	+19.31642353	 15.4887	  1.96	 -0.05	 0.00e+00	Simbad	129.20381014	+19.31642353
     398	 659668841652926592	129.21037685	+18.68164010	 17.2876	  2.02	 -0.09	 0.00e+00	Simbad	129.21037685	+18.68164010
     399	3078713818555126016	129.21291475	+01.76581328	 18.3498	  1.62	 -1.16	 1.14e-01	Simbad	129.21291475	+01.76581328
     400	 659719419187699712	129.21494681	+18.83863601	 17.4776	  0.12	  0.24	 0.00e+00	Simbad	129.21494681	+18.83863601
     401	 659760650873719040	129.21498438	+19.07634499	 13.3435	 -0.56	  0.67	 0.00e+00	Simbad	129.21498438	+19.07634499
     402	 659656094190005376	129.22377125	+18.49580208	 13.4869	 -0.45	 -0.34	 0.00e+00	Simbad	129.22377125	+18.49580208
     403	 664286721770683136	129.22500346	+19.61709578	 17.8428	 -0.88	  0.08	 0.00e+00	Simbad	129.22500346	+19.61709578
     404	 659716601689157760	129.22528219	+18.75680845	 12.4259	 -0.61	 -0.52	 0.00e+00	Simbad	129.22528219	+18.75680845
     405	 664286446892777472	129.23308479	+19.59910949	 16.0480	  2.91	 -0.04	 0.00e+00	Simbad	129.23308479	+19.59910949
     406	 659724195191319936	129.23422908	+18.96327431	 14.2452	 -0.98	  0.09	 0.00e+00	Simbad	129.23422908	+18.96327431
     407	 664814727869793536	129.24079877	+21.56543798	 13.9020	  0.05	  0.22	 0.00e+00	Simbad	129.24079877	+21.56543798
     408	 659324694513778688	129.24592240	+17.70172456	 18.8421	 -4.81	  1.18	 1.14e-01	Simbad	129.24592240	+17.70172456
     409	 664407427531262464	129.24938612	+20.40645580	 14.2540	  0.52	 -0.19	 0.00e+00	Simbad	129.24938612	+20.40645580
     410	 666002578385539840	129.25140263	+22.54633341	 12.4488	  0.27	 -0.43	 0.00e+00	Simbad	129.25140263	+22.54633341
     411	 664708865516013952	129.25589290	+20.89662449	 18.3074	  0.66	 -0.33	 0.00e+00	Simbad	129.25589290	+20.89662449
     412	 664286481252512256	129.25829936	+19.60472834	  9.0622	  3.50	 -0.34	 0.00e+00	Simbad	129.25829936	+19.60472834
     413	 659774291689774848	129.26100606	+19.32841518	 15.7940	 -2.27	 -0.26	 0.00e+00	Simbad	129.26100606	+19.32841518
     414	 659763880689114240	129.26423863	+19.17804724	 13.1628	  0.59	 -0.36	 0.00e+00	Simbad	129.26423863	+19.17804724
     415	 659668635494494848	129.26544607	+18.66730284	 13.5903	  0.82	  0.21	 0.00e+00	Simbad	129.26544607	+18.66730284
     416	 664610562304515712	129.27961041	+20.77884076	 16.6705	  0.02	  0.05	 0.00e+00	Simbad	129.27961041	+20.77884076
     417	 664313384927507968	129.28173274	+19.95756905	 17.6140	  0.07	 -0.21	 0.00e+00	Simbad	129.28173274	+19.95756905
     418	1121636726600751488	129.29240656	+71.09897847	 16.3444	 -3.24	  0.30	 1.14e-01	Simbad	129.29240656	+71.09897847
     419	 664302424170984576	129.29770633	+19.80362659	 11.1380	  0.51	 -0.91	 0.00e+00	Simbad	129.29770633	+19.80362659
     420	 664608638159278080	129.29938716	+20.67978510	 15.8857	 -1.79	  0.62	 0.00e+00	Simbad	129.29938716	+20.67978510
     421	 664417494934591488	129.30238188	+20.54477941	 14.1449	  0.43	  0.60	 0.00e+00	Simbad	129.30238188	+20.54477941
     422	 659248858275152128	129.30751564	+17.51348568	 13.2668	  0.53	  0.14	 0.00e+00	Simbad	129.30751564	+17.51348568
     423	 659248862571213184	129.30828753	+17.51356495	 14.3454	 -0.30	  0.28	 0.00e+00	Simbad	129.30828753	+17.51356495
     424	 664288748995228160	129.32605855	+19.69894096	 11.2861	  0.96	  0.32	 0.00e+00	Simbad	129.32605855	+19.69894096
     425	 659354450047069824	129.33001745	+18.14820543	 13.9267	  0.46	  0.16	 0.00e+00	Simbad	129.33001745	+18.14820543
     426	 664387808120781440	129.34244927	+20.17695349	 11.2535	  0.70	 -0.07	 0.00e+00	Simbad	129.34244927	+20.17695349
     427	 659321499058103424	129.34496848	+17.68752109	 17.0067	  0.75	 -0.05	 0.00e+00	Simbad	129.34496848	+17.68752109
     428	 659777074828577024	129.35066396	+19.41695030	 14.9763	 -0.26	  0.62	 0.00e+00	Simbad	129.35066396	+19.41695030
     429	1122376010732316160	129.35132149	+72.91322344	 16.4331	 -2.38	  0.28	 1.14e-01	Simbad	129.35132149	+72.91322344
     430	 664301427738676992	129.35191765	+19.78660194	 17.4986	  0.74	  0.75	 0.00e+00	Simbad	129.35191765	+19.78660194
     431	 664394439550157312	129.35486118	+20.35546855	 14.8148	  0.12	  0.31	 0.00e+00	Simbad	129.35486118	+20.35546855
     432	 664281018054115968	129.35979224	+19.48684178	 13.3710	 -0.14	 -0.04	 0.00e+00	Simbad	129.35979224	+19.48684178
     433	 659750892708009088	129.35980731	+19.13208187	 14.1386	  0.50	 -0.63	 0.00e+00	Simbad	129.35980731	+19.13208187
     434	 659744295638254336	129.36257173	+18.97661971	 16.0836	 -0.83	 -0.24	 0.00e+00	Simbad	129.36257173	+18.97661971
     435	 659671624791715840	129.36261116	+18.81090321	 17.4003	 -0.09	  0.29	 0.00e+00	Simbad	129.36261116	+18.81090321
     436	 664309296118640128	129.36608188	+19.90346117	 16.2975	  2.54	 -0.60	 0.00e+00	Simbad	129.36608188	+19.90346117
     437	 664419556518886272	129.36841693	+20.60786508	 14.7492	 -0.04	  0.04	 0.00e+00	Simbad	129.36841693	+20.60786508
     438	 664730065474561024	129.37794949	+21.12780395	 16.9154	  0.50	  0.31	 0.00e+00	Simbad	129.37794949	+21.12780395
     439	 657982392677845120	129.37940437	+16.26971769	 18.4037	 -0.45	  0.06	 0.00e+00	Simbad	129.37940437	+16.26971769
     440	 658463772612207616	129.38318868	+16.95989727	 16.9317	 -0.58	 -0.36	 0.00e+00	Simbad	129.38318868	+16.95989727
     441	 659742367196651392	129.38411426	+18.88392722	 15.4770	 -0.59	  0.56	 0.00e+00	Simbad	129.38411426	+18.88392722
     442	 664281396011231744	129.38497228	+19.52160817	 15.2712	 -0.37	  0.66	 0.00e+00	Simbad	129.38497228	+19.52160817
     443	 664420381152602496	129.38760011	+20.66939675	 17.5609	  0.98	 -0.51	 0.00e+00	Simbad	129.38760011	+20.66939675
     444	 659665096441437184	129.38765842	+18.65428151	 10.5316	  0.60	 -0.25	 0.00e+00	Simbad	129.38765842	+18.65428151
     445	 659772195745778688	129.39031488	+19.31093846	 15.6514	  1.46	 -1.05	 0.00e+00	Simbad	129.39031488	+19.31093846
     446	 704792833217451008	129.39378808	+29.66455726	 16.3124	 -0.34	  0.30	 0.00e+00	Simbad	129.39378808	+29.66455726
     447	 664388357876585344	129.39590153	+20.22398011	 14.6669	  2.76	 -0.80	 0.00e+00	Simbad	129.39590153	+20.22398011
     448	 603482040830711040	129.39955719	+14.45453831	 15.5035	  0.78	 -0.11	 0.00e+00	Simbad	129.39955719	+14.45453831
     449	 659770340319909760	129.40084904	+19.26502005	 13.0902	 -0.17	  0.46	 0.00e+00	Simbad	129.40084904	+19.26502005
     450	 664288577196528128	129.40398578	+19.73286034	  7.7209	  3.88	  0.76	 0.00e+00	Simbad	129.40398578	+19.73286034
     451	 664836133986768768	129.40519773	+21.80680499	 18.4201	 -0.16	  0.11	 0.00e+00	Simbad	129.40519773	+21.80680499
     452	 659645030354241536	129.40910516	+18.48242838	 12.7713	  0.73	 -0.54	 0.00e+00	Simbad	129.40910516	+18.48242838
     453	 704706246674729600	129.41512762	+29.22014117	 10.2122	 -0.48	  0.53	 0.00e+00	Simbad	129.41512762	+29.22014117
     454	3073674962923554688	129.41670437	-00.45162784	 18.7337	 -0.37	 -1.02	 1.14e-01	Simbad	129.41670437	-00.45162784
     455	 664281911407300480	129.41905187	+19.55081693	 16.5764	  1.70	 -0.01	 0.00e+00	Simbad	129.41905187	+19.55081693
     456	 664281494793527936	129.41945035	+19.51836413	  8.1957	  0.20	 -0.06	 0.00e+00	Simbad	129.41945035	+19.51836413
     457	 659651004652040064	129.42295466	+18.51324882	 18.8891	  1.37	  0.27	 0.00e+00	Simbad	129.42295466	+18.51324882
     458	 658054307610371072	129.42526283	+16.43543248	 18.1316	 -3.00	 -0.62	 0.00e+00	Simbad	129.42526283	+16.43543248
     459	 659756493345357056	129.42635060	+19.13371984	  9.6871	 -0.44	 -0.42	 0.00e+00	Simbad	129.42635060	+19.13371984
     460	 664283522018090496	129.44321805	+19.59924357	 12.0923	 -0.27	 -0.65	 0.00e+00	Simbad	129.44321805	+19.59924357
     461	 661277461525418752	129.44404509	+19.43828756	 10.5043	  0.92	  0.61	 0.00e+00	Simbad	129.44404509	+19.43828756
     462	 659757283619334656	129.44532491	+19.18213379	 15.7898	  0.16	  0.34	 0.00e+00	Simbad	129.44532491	+19.18213379
     463	 659755630055476992	129.44730450	+19.10681979	 12.0267	 -0.57	  0.34	 0.00e+00	Simbad	129.44730450	+19.10681979
     464	3078753233469748480	129.44989612	+02.11571999	 17.1960	 -4.27	  1.06	 5.61e-01	Simbad	129.44989612	+02.11571999
     465	 659228074929597440	129.45447686	+17.25495924	 14.5106	  0.09	 -0.15	 0.00e+00	Simbad	129.45447686	+17.25495924
     466	 661279042073291776	129.45746274	+19.51405438	 15.0317	  0.76	 -0.27	 0.00e+00	Simbad	129.45746274	+19.51405438
     467	 664516107383262208	129.45748926	+20.79459635	 17.9323	  2.21	  0.02	 0.00e+00	Simbad	129.45748926	+20.79459635
     468	 601787010512920064	129.45841298	+11.82071303	 14.7610	 -2.64	 -0.51	 0.00e+00	Simbad	129.45841298	+11.82071303
     469	 661277186647511936	129.46574059	+19.41488179	 12.6367	  1.31	  0.90	 0.00e+00	Simbad	129.46574059	+19.41488179
     470	 664311392062657920	129.46686941	+19.98712654	 11.0967	  1.43	 -0.39	 0.00e+00	Simbad	129.46686941	+19.98712654
     471	 664705773139587968	129.47251468	+20.87290470	 17.8498	  0.36	 -0.61	 0.00e+00	Simbad	129.47251468	+20.87290470
     472	 664339910645611776	129.47721072	+20.13668797	 15.1510	 -0.69	  1.25	 0.00e+00	Simbad	129.47721072	+20.13668797
     473	 661278767195471360	129.47854665	+19.48597183	 16.7103	  4.02	 -0.49	 0.00e+00	Simbad	129.47854665	+19.48597183
     474	 659758967246506880	129.48748348	+19.23616115	 11.6453	 -0.11	 -0.16	 0.00e+00	Simbad	129.48748348	+19.23616115
     475	 661277908202012672	129.48788429	+19.46380570	 16.5869	  2.07	 -0.49	 0.00e+00	Simbad	129.48788429	+19.46380570
     476	 659744978536843264	129.48966952	+18.97307030	 18.1914	 -2.79	  1.75	 5.61e-01	Simbad	129.48966952	+18.97307030
     477	1034351171396636672	129.50182781	+57.13480969	 13.0341	 -1.65	  0.57	 0.00e+00	Simbad	129.50182781	+57.13480969
     478	 664310601788795392	129.50459331	+19.97855945	 16.9010	 -0.98	 -0.48	 0.00e+00	Simbad	129.50459331	+19.97855945
     479	 664403506224429184	129.50548745	+20.54146609	 18.2068	  3.44	 -1.14	 0.00e+00	Simbad	129.50548745	+20.54146609
     480	 664509987053483008	129.51014005	+20.62117960	 18.2610	  2.46	 -0.78	 0.00e+00	Simbad	129.51014005	+20.62117960
     481	 664732401936756992	129.51079886	+21.20546132	 13.7695	  0.00	  0.01	 0.00e+00	Simbad	129.51079886	+21.20546132
     482	 664290948018472064	129.51533899	+19.69750756	 16.1483	 -0.52	 -0.34	 0.00e+00	Simbad	129.51533899	+19.69750756
     483	 659228173712358272	129.51870404	+17.25646025	 18.9725	  1.40	  0.82	 0.00e+00	Simbad	129.51870404	+17.25646025
     484	 664510949126187136	129.51909748	+20.65972195	 16.9893	  1.93	 -0.12	 0.00e+00	Simbad	129.51909748	+20.65972195
     485	 596174033716780288	129.52078603	+07.39729650	 19.0134	  0.32	 -0.78	 1.14e-01	Simbad	129.52078603	+07.39729650
     486	 664340696622352512	129.52788628	+20.16230959	 18.0863	 -3.80	  0.88	 0.00e+00	Simbad	129.52788628	+20.16230959
     487	 661281206736808064	129.52801414	+19.57157352	 17.3523	  3.36	 -0.16	 0.00e+00	Simbad	129.52801414	+19.57157352
     488	 659230166577197056	129.52945609	+17.31053074	 15.1039	  0.33	 -0.21	 0.00e+00	Simbad	129.52945609	+17.31053074
     489	 659329126920001408	129.52966566	+17.78239190	 15.7483	  0.51	 -0.40	 0.00e+00	Simbad	129.52966566	+17.78239190
     490	 664402170491377920	129.53026275	+20.44874865	 15.5314	  1.49	  0.45	 0.00e+00	Simbad	129.53026275	+20.44874865
     491	 658465872852222720	129.53204148	+17.05062096	  9.6665	 -0.78	 -0.11	 0.00e+00	Simbad	129.53204148	+17.05062096
     492	 664335684397673472	129.53321723	+20.06399177	 17.4232	 -0.22	 -0.67	 0.00e+00	Simbad	129.53321723	+20.06399177
     493	 664401960036152960	129.53351784	+20.43948122	 11.5191	  0.29	 -0.18	 0.00e+00	Simbad	129.53351784	+20.43948122
     494	 659689865516277632	129.53355021	+18.74158963	 17.9173	 -3.35	  0.33	 0.00e+00	Simbad	129.53355021	+18.74158963
     495	 664401964332947584	129.53391426	+20.44609051	 15.4761	 -0.32	 -0.18	 0.00e+00	Simbad	129.53391426	+20.44609051
     496	 917400105279157120	129.54494941	+44.77516457	 13.6128	 -0.64	  0.56	 0.00e+00	Simbad	129.54494941	+44.77516457
     497	 664340426041558272	129.55175655	+20.13398563	 18.1166	  2.76	 -1.47	 0.00e+00	Simbad	129.55175655	+20.13398563
     498	 659753126090987776	129.55580872	+19.14157126	 17.6349	  0.27	 -0.52	 0.00e+00	Simbad	129.55580872	+19.14157126
     499	 664720238589375232	129.55780226	+21.15724409	 15.7991	  1.23	  0.21	 0.00e+00	Simbad	129.55780226	+21.15724409
     500	 664293387559886592	129.55787980	+19.78966756	 15.1620	  1.23	  1.18	 0.00e+00	Simbad	129.55787980	+19.78966756
     501	 664293387559886464	129.55911262	+19.78978901	 14.0416	  0.00	  0.44	 0.00e+00	Simbad	129.55911262	+19.78978901
     502	 664297991764819968	129.56034231	+19.87633183	 16.6532	 -1.99	 -0.58	 0.00e+00	Simbad	129.56034231	+19.87633183
     503	 664403991557398784	129.56224040	+20.56776085	 11.2448	 -0.54	  0.59	 0.00e+00	Simbad	129.56224040	+20.56776085
     504	 664759580489791872	129.56559588	+21.38560684	 14.8019	  0.52	  0.16	 0.00e+00	Simbad	129.56559588	+21.38560684
     505	 659703957305493632	129.56883014	+18.99125375	 16.1690	 -0.16	  0.06	 0.00e+00	Simbad	129.56883014	+18.99125375
     506	 664399078114921600	129.58897956	+20.44805140	 14.6038	 -0.53	  0.71	 0.00e+00	Simbad	129.58897956	+20.44805140
     507	 664337535526407680	129.58943902	+20.13732251	 17.8527	 -0.84	  1.26	 0.00e+00	Simbad	129.58943902	+20.13732251
     508	 664337123209519872	129.59097530	+20.09321580	 18.2214	 -2.59	 -1.26	 0.00e+00	Simbad	129.59097530	+20.09321580
     509	 664513049366544256	129.59926075	+20.72795150	 14.2572	  0.07	 -0.44	 0.00e+00	Simbad	129.59926075	+20.72795150
     510	 664337230586013312	129.60108630	+20.10600739	 10.4053	  0.97	 -0.42	 0.00e+00	Simbad	129.60108630	+20.10600739
     511	 658461680964201472	129.60354288	+16.97665376	 15.9063	  0.73	 -0.51	 0.00e+00	Simbad	129.60354288	+16.97665376
     512	 664396294976119680	129.60556298	+20.35576831	 18.1080	  2.90	 -0.87	 0.00e+00	Simbad	129.60556298	+20.35576831
     513	 659696982278606080	129.60558094	+18.94163448	 15.4410	  0.56	  0.81	 0.00e+00	Simbad	129.60558094	+18.94163448
     514	 658065444461396608	129.61030145	+16.62448047	 12.9478	  0.09	  0.10	 0.00e+00	Simbad	129.61030145	+16.62448047
     515	 664297064051880832	129.62330861	+19.86242789	 13.5259	  0.66	 -0.72	 0.00e+00	Simbad	129.62330861	+19.86242789
     516	 659443819726136704	129.62764437	+18.12172402	 14.9895	  0.11	 -0.72	 0.00e+00	Simbad	129.62764437	+18.12172402
     517	 658445218353519488	129.62910450	+16.79020769	 11.6138	 -0.15	 -0.24	 0.00e+00	Simbad	129.62910450	+16.79020769
     518	 659691656519169920	129.63452109	+18.78129620	 16.1254	 -0.73	  0.13	 0.00e+00	Simbad	129.63452109	+18.78129620
     519	 664292459846946560	129.63665937	+19.77372018	 15.3955	 -0.46	  0.17	 0.00e+00	Simbad	129.63665937	+19.77372018
     520	 659254394489166848	129.63679627	+17.39387458	 17.9491	 -0.54	 -0.06	 0.00e+00	Simbad	129.63679627	+17.39387458
     521	 666026419751609344	129.63934473	+22.67630751	 17.8439	 -0.35	  0.04	 0.00e+00	Simbad	129.63934473	+22.67630751
     522	 664513594826132480	129.64197273	+20.77474299	 17.3474	  3.04	 -0.09	 0.00e+00	Simbad	129.64197273	+20.77474299
     523	 659445743871414528	129.64293880	+18.18802260	 14.8447	  0.26	 -0.53	 0.00e+00	Simbad	129.64293880	+18.18802260
     524	 594706258708797312	129.65134814	+05.93956737	 16.5002	  1.09	 -0.37	 5.72e-04	Simbad	129.65134814	+05.93956737
     525	 664744427845176576	129.65435270	+21.24683880	 17.5088	 -0.13	 -0.37	 0.00e+00	Simbad	129.65435270	+21.24683880
     526	 661259525741991808	129.65596347	+19.25793223	 16.1859	  0.42	 -0.38	 0.00e+00	Simbad	129.65596347	+19.25793223
     527	 664322421538783104	129.65758732	+19.98968982	  8.1023	  1.04	  0.07	 0.00e+00	Simbad	129.65758732	+19.98968982
     528	 664343896375336320	129.66256669	+20.17071415	 16.0642	  1.73	 -0.11	 0.00e+00	Simbad	129.66256669	+20.17071415
     529	 659257551288578304	129.66292642	+17.49678035	 18.1357	  4.16	 -0.24	 0.00e+00	Simbad	129.66292642	+17.49678035
     530	 657562104358045824	129.66331790	+14.85404327	 18.7001	  0.31	  0.68	 5.72e-04	Simbad	129.66331790	+14.85404327
