#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/621/L2&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36219002
#Name: J/A+A/621/L2
#Title: Hyades tidal tails revealed by Gaia DR2 (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...621L...2R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/621/L2	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36219002	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-05-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_621_L2_stars:
#Name: J/A+A/621/L2/stars
#Title: All the star shown in Figures 3a to 3c
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F10.6)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	Member	(A8)	Membership to subgroups (1)	[ucd=meta.code.member]
#Column	Comment	(a8)	Comment may take the values (2)	[ucd=meta.note;stat.value]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	Member	Comment	Simbad	_RA.icrs	_DE.icrs
     398	3312960205303089664	067.48274179	+16.91391612	 11.971117	Cluster 	 -      	Simbad	067.48274179	+16.91391612
     399	3312951748510907648	067.49101308	+16.67271860	  8.853477	Cluster 	 -      	Simbad	067.49101308	+16.67271860
     400	 145830533592284288	067.50258936	+22.37485154	 16.168499	Cluster 	 -      	Simbad	067.50258936	+22.37485154
     401	3312536927686011520	067.53631161	+15.63773911	  5.591467	Cluster 	 -      	Simbad	067.53631161	+15.63773911
     402	 151319978535712896	067.57140048	+26.37374545	 14.971940	Cluster 	 -      	Simbad	067.57140048	+26.37374545
     403	3312849326426255616	067.64060589	+16.19390422	  4.706548	Cluster 	 -      	Simbad	067.64060589	+16.19390422
     404	3307782570688378496	067.65615114	+13.72431946	  5.326475	Cluster 	 -      	Simbad	067.65615114	+13.72431946
     405	 145919658456448128	067.65957798	+22.90782074	 11.917909	Cluster 	 -      	Simbad	067.65957798	+22.90782074
     406	3312628358950130176	067.66250081	+15.69177303	  5.410179	Cluster 	 -      	Simbad	067.66250081	+15.69177303
     407	3312406429399957760	067.67802518	+14.66143284	 15.223361	Cluster 	 -      	Simbad	067.67802518	+14.66143284
     408	 145858674218113280	067.68792325	+22.62990771	 13.567045	Cluster 	 -      	Simbad	067.68792325	+22.62990771
     409	3206232054703793792	067.71759647	-01.21291661	 14.706333	Cluster 	 -      	Simbad	067.71759647	-01.21291661
     410	 147877549363243520	067.73287543	+24.83791286	 14.697919	Cluster 	 -      	Simbad	067.73287543	+24.83791286
     411	3305871825637254912	067.73866599	+10.75172046	  6.904549	Cluster 	 -      	Simbad	067.73866599	+10.75172046
     412	3307342353720064384	067.73940223	+12.30370600	 12.841383	Cluster 	 -      	Simbad	067.73940223	+12.30370600
     413	3312882483575093760	067.79636319	+16.39576593	 13.815214	Cluster 	 -      	Simbad	067.79636319	+16.39576593
     414	3307371215900262784	067.80305491	+12.47726792	 15.410414	Cluster 	 -      	Simbad	067.80305491	+12.47726792
     415	 144171233106399104	067.81588085	+20.13300003	  8.393869	Cluster 	 -      	Simbad	067.81588085	+20.13300003
     416	3305860933600191872	067.81617241	+10.70423842	 13.631172	Cluster 	 -      	Simbad	067.81617241	+10.70423842
     417	3306588707218380288	067.81744697	+12.20008133	 14.403973	Cluster 	 -      	Simbad	067.81744697	+12.20008133
     418	3312440445540818304	067.81865014	+15.00322561	 16.117340	Cluster 	 -      	Simbad	067.81865014	+15.00322561
     419	3305881652522411520	067.83201529	+10.92373549	 14.884027	Cluster 	 -      	Simbad	067.83201529	+10.92373549
     420	3314150048683152896	067.87159902	+17.71852318	 11.183414	Cluster 	 -      	Simbad	067.87159902	+17.71852318
     421	 144574788234755584	067.93069826	+21.15308645	 15.943582	Cluster 	 -      	Simbad	067.93069826	+21.15308645
     422	 144574788234755200	067.93218902	+21.15446802	 15.878887	Cluster 	 -      	Simbad	067.93218902	+21.15446802
     423	3312613000147191808	067.93731544	+15.62924636	 11.263473	Cluster 	 -      	Simbad	067.93731544	+15.62924636
     424	3312564037520033792	067.96910451	+15.49937685	 10.498270	Cluster 	 -      	Simbad	067.96910451	+15.49937685
     425	3285426613077584384	068.02052089	+05.41007454	  6.250950	Cluster 	 -      	Simbad	068.02052089	+05.41007454
     426	3314137846679343872	068.03365043	+17.66434832	 14.008977	Cluster 	 -      	Simbad	068.03365043	+17.66434832
     427	3314232855652895104	068.09948359	+17.75059415	 13.362237	Cluster 	 -      	Simbad	068.09948359	+17.75059415
     428	3307504222447587584	068.10735463	+13.11315311	 10.509224	Cluster 	 -      	Simbad	068.10735463	+13.11315311
     429	3314248558053305216	068.12108257	+17.90455663	 14.165326	Cluster 	 -      	Simbad	068.12108257	+17.90455663
     430	 144338187075686016	068.12299403	+20.73537734	 15.070672	Cluster 	 -      	Simbad	068.12299403	+20.73537734
     431	3410639993682264960	068.15818836	+19.04653111	 13.765739	Cluster 	 -      	Simbad	068.15818836	+19.04653111
     432	3410640887035452928	068.17102227	+19.11333697	 10.119958	Cluster 	 -      	Simbad	068.17102227	+19.11333697
     433	 147908438767993216	068.18930676	+25.09255561	 15.267898	Cluster 	 -      	Simbad	068.18930676	+25.09255561
     434	3306592418070112384	068.18962262	+12.06660851	 13.763806	Cluster 	 -      	Simbad	068.18962262	+12.06660851
     435	3312644885984344704	068.24816281	+15.81885830	  8.468822	Cluster 	 -      	Simbad	068.24816281	+15.81885830
     436	3307489031146701696	068.36301871	+13.04538890	 12.263288	Cluster 	 -      	Simbad	068.36301871	+13.04538890
     437	 144377799556207488	068.40541889	+21.15065165	 10.198821	Cluster 	 -      	Simbad	068.40541889	+21.15065165
     438	3313259169388356608	068.40863659	+16.76238977	  9.152518	Cluster 	 -      	Simbad	068.40863659	+16.76238977
     439	3410453484725565312	068.42515255	+19.01388862	 10.269279	Cluster 	 -      	Simbad	068.42515255	+19.01388862
     440	3410439745127430016	068.42891064	+18.76626024	 13.983985	Cluster 	 -      	Simbad	068.42891064	+18.76626024
     441	3306722607119077120	068.43778177	+12.71114843	 14.262473	Cluster 	 -      	Simbad	068.43778177	+12.71114843
     442	3307528033746225664	068.44479677	+13.25180937	  6.500967	Cluster 	 -      	Simbad	068.44479677	+13.25180937
     443	3309419984020071552	068.46261629	+14.84432308	  4.544803	Cluster 	 -      	Simbad	068.46261629	+14.84432308
     444	3309420014084185600	068.46961790	+14.85076528	 15.225245	Cluster 	 -      	Simbad	068.46961790	+14.85076528
     445	3314294771901304192	068.48158209	+18.38062489	 14.997765	Cluster 	 -      	Simbad	068.48158209	+18.38062489
     446	3313285110990793472	068.48678695	+16.86894089	 13.766591	Cluster 	 -      	Simbad	068.48678695	+16.86894089
     447	3206196561094104704	068.50606904	-01.19119836	 13.156683	Cluster 	 -      	Simbad	068.50606904	-01.19119836
     448	3309336867813205760	068.52255132	+14.21747948	 11.633099	Cluster 	 -      	Simbad	068.52255132	+14.21747948
     449	3312602348628348032	068.63449772	+15.82746889	  9.407179	Cluster 	 -      	Simbad	068.63449772	+15.82746889
     450	3312575685471393664	068.64757642	+15.50450754	  7.772512	Cluster 	 -      	Simbad	068.64757642	+15.50450754
     451	3307516660672931584	068.77366688	+13.17359637	 13.729072	Cluster 	 -      	Simbad	068.77366688	+13.17359637
     452	3308269757418376576	068.95256210	+13.28796867	 13.635512	Cluster 	 -      	Simbad	068.95256210	+13.28796867
     453	3309956850635519488	069.02237394	+15.68390084	  9.133689	Cluster 	 -      	Simbad	069.02237394	+15.68390084
     454	 146740207663868032	069.12191228	+23.34062802	  5.902687	Cluster 	 -      	Simbad	069.12191228	+23.34062802
     455	3410466133403330944	069.12874475	+19.09070345	 13.975366	Cluster 	 -      	Simbad	069.12874475	+19.09070345
     456	 145218857232329472	069.15894256	+23.04175660	 13.093763	Cluster 	 -      	Simbad	069.15894256	+23.04175660
     457	3410390468964390400	069.16275986	+18.61558528	 12.314647	Cluster 	 -      	Simbad	069.16275986	+18.61558528
     458	 151650935831913216	069.18816724	+27.16367307	 15.625247	Pr_tail 	 Contam.	Simbad	069.18816724	+27.16367307
     459	 151650076838458112	069.20213219	+27.13155617	  7.717812	Pr_tail 	 -      	Simbad	069.20213219	+27.13155617
     460	 147710938992084096	069.22630342	+24.49873295	 15.709363	Cluster 	 -      	Simbad	069.22630342	+24.49873295
     461	 146727391481452544	069.24265023	+23.27716420	 17.235847	Cluster 	 -      	Simbad	069.24265023	+23.27716420
     462	 145168558871003776	069.27171619	+22.85712815	 17.346539	Cluster 	 -      	Simbad	069.27171619	+22.85712815
     463	3411274308810562688	069.27192205	+20.71801636	 14.023844	Cluster 	 -      	Simbad	069.27192205	+20.71801636
     464	3306443434245315200	069.29167921	+12.10546294	 14.828397	Cluster 	 -      	Simbad	069.29167921	+12.10546294
     465	3306247446297683072	069.31108115	+11.32406659	 14.674516	Cluster 	 -      	Simbad	069.31108115	+11.32406659
     466	3313173957237081984	069.38445694	+16.75856973	 14.529086	Cluster 	 -      	Simbad	069.38445694	+16.75856973
     467	3282226793722500224	069.43419345	+04.90188720	 13.522387	Cluster 	 -      	Simbad	069.43419345	+04.90188720
     468	3282171749421655168	069.49308796	+04.66980791	 10.897769	Cluster 	 -      	Simbad	069.49308796	+04.66980791
     469	3306483944376792832	069.53988626	+12.51077299	  4.188431	Cluster 	 -      	Simbad	069.53988626	+12.51077299
     470	3309974344039455488	069.54441639	+15.82138664	 14.414691	Cluster 	 -      	Simbad	069.54441639	+15.82138664
     471	3309978501567767808	069.61595116	+16.00291286	 17.049820	Cluster 	 -      	Simbad	069.61595116	+16.00291286
     472	3313207698500079360	069.63188374	+17.04055943	 13.641514	Cluster 	 -      	Simbad	069.63188374	+17.04055943
     473	 144833998098820992	069.68129870	+21.73712088	 15.141472	Cluster 	 -      	Simbad	069.68129870	+21.73712088
     474	 146677879098433152	069.71421118	+23.14973983	  7.367420	Cluster 	 -      	Simbad	069.71421118	+23.14973983
     475	3410505784542875008	069.72842552	+19.18206962	 12.913276	Cluster 	 -      	Simbad	069.72842552	+19.18206962
     476	3309170875916905856	069.73924477	+14.10547993	  7.795711	Cluster 	 -      	Simbad	069.73924477	+14.10547993
     477	3309918646903563264	069.74411994	+15.66135051	 16.750904	Cluster 	 -      	Simbad	069.74411994	+15.66135051
     478	3292227607891547264	069.77607475	+07.87098635	  5.307923	Cluster 	 -      	Simbad	069.77607475	+07.87098635
     479	3309979154400870400	069.81912604	+15.91788827	  4.574420	Cluster 	 -      	Simbad	069.81912604	+15.91788827
     480	3174811998112416768	069.93621171	-13.24996298	 13.882612	Tr_tail 	 -      	Simbad	069.93621171	-13.24996298
     481	 146717014840345216	069.93638454	+23.53260215	 15.702334	Cluster 	 -      	Simbad	069.93638454	+23.53260215
     482	3409548556593300480	069.93785768	+18.09469732	 16.226562	Cluster 	 -      	Simbad	069.93785768	+18.09469732
     483	3307992336891315968	069.96283831	+12.72840862	  9.659127	Cluster 	 -      	Simbad	069.96283831	+12.72840862
     484	3411434528270795648	069.98327312	+21.49422588	 12.747373	Cluster 	 -      	Simbad	069.98327312	+21.49422588
     485	 146687018788948224	069.98840771	+23.13764423	 10.749867	Cluster 	 -      	Simbad	069.98840771	+23.13764423
     486	 173708994511121536	070.02259127	+34.06729375	 16.016283	Cluster 	 -      	Simbad	070.02259127	+34.06729375
     487	 146698078328904064	070.02470197	+23.30438037	  9.172817	Cluster 	 -      	Simbad	070.02470197	+23.30438037
     488	 148184656704340352	070.02871855	+25.61240876	 13.145148	Cluster 	 -      	Simbad	070.02871855	+25.61240876
     489	 148183866430358016	070.03892161	+25.59212743	 10.089218	Cluster 	 -      	Simbad	070.03892161	+25.59212743
     490	 146712303261194624	070.04624765	+23.42044530	 17.116188	Cluster 	 -      	Simbad	070.04624765	+23.42044530
     491	3410529355323453312	070.05340873	+19.28592373	 12.563821	Cluster 	 -      	Simbad	070.05340873	+19.28592373
     492	3308403897837092992	070.09991489	+13.97932153	 14.931985	Cluster 	 -      	Simbad	070.09991489	+13.97932153
     493	3201138738887221632	070.10545946	-04.62208287	 17.319214	Tr_tail 	 -      	Simbad	070.10545946	-04.62208287
     494	3409550652537334656	070.11831207	+18.08760456	 13.678830	Cluster 	 -      	Simbad	070.11831207	+18.08760456
     495	3409356726172456960	070.13790394	+18.02826956	 16.066778	Cluster 	 -      	Simbad	070.13790394	+18.02826956
     496	3310131711641618816	070.15458635	+16.63563829	 16.147740	Cluster 	 -      	Simbad	070.15458635	+16.63563829
     497	3292663564251652608	070.21730056	+09.08758360	 14.819497	Cluster 	 -      	Simbad	070.21730056	+09.08758360
     498	3294248609046258048	070.25765010	+10.99439837	 13.864185	Cluster 	 -      	Simbad	070.25765010	+10.99439837
     499	3410944730200538496	070.25857804	+19.90921869	 16.209717	Cluster 	 -      	Simbad	070.25857804	+19.90921869
     500	3295883999449691264	070.37029127	+12.00928282	 12.023157	Cluster 	 -      	Simbad	070.37029127	+12.00928282
     501	3308127405023027328	070.37408255	+13.22112675	 10.488719	Cluster 	 -      	Simbad	070.37408255	+13.22112675
     502	3292367795624174592	070.42948234	+08.43925118	 14.101643	Cluster 	 -      	Simbad	070.42948234	+08.43925118
     503	3292367795624174720	070.43000996	+08.43808399	 15.501918	Cluster 	 -      	Simbad	070.43000996	+08.43808399
     504	3281410509417809152	070.44531621	+04.43674186	 12.926118	Cluster 	 -      	Simbad	070.44531621	+04.43674186
     505	3289131211348832000	070.44565333	+07.27570369	 14.513326	Cluster 	 -      	Simbad	070.44565333	+07.27570369
     506	3295878703753707136	070.51930972	+11.92042008	 12.467083	Cluster 	 -      	Simbad	070.51930972	+11.92042008
     507	3308433069254919424	070.55225580	+14.14750395	 15.036780	Cluster 	 -      	Simbad	070.55225580	+14.14750395
     508	3409290995993067648	070.57881377	+17.69383729	 13.782440	Cluster 	 -      	Simbad	070.57881377	+17.69383729
     509	3411031385460853248	070.62666284	+20.45301199	 12.154750	Cluster 	 -      	Simbad	070.62666284	+20.45301199
     510	3410154456217987584	070.71263138	+19.48701194	 13.733859	Cluster 	 -      	Simbad	070.71263138	+19.48701194
     511	3293856362569126400	070.71765770	+09.99639006	 14.369044	Cluster 	 -      	Simbad	070.71765770	+09.99639006
     512	 146592838746224384	070.71775734	+23.33939317	 13.761223	Cluster 	 -      	Simbad	070.71775734	+23.33939317
     513	3411128795318922496	070.74406856	+20.60466862	 13.790916	Cluster 	 -      	Simbad	070.74406856	+20.60466862
     514	 147232651433766528	070.85358334	+24.29644822	 12.920681	Cluster 	 -      	Simbad	070.85358334	+24.29644822
     515	3410076150374417408	071.02830247	+19.03534869	 15.574697	Cluster 	 -      	Simbad	071.02830247	+19.03534869
     516	3308851433430549632	071.03542361	+14.71479455	 15.490333	Cluster 	 -      	Simbad	071.03542361	+14.71479455
     517	3294081521934473216	071.10805261	+11.14607418	  5.310631	Cluster 	 -      	Simbad	071.10805261	+11.14607418
     518	3409379060002199168	071.11854275	+17.85297610	 14.568982	Cluster 	 -      	Simbad	071.11854275	+17.85297610
     519	 147022541634235392	071.13217219	+23.94087573	 14.229694	Cluster 	 -      	Simbad	071.13217219	+23.94087573
     520	3406246551373367168	071.25126888	+17.27198545	 16.207022	Cluster 	 -      	Simbad	071.25126888	+17.27198545
     521	3406246551373367296	071.25146560	+17.27216450	 16.170921	Cluster 	 -      	Simbad	071.25146560	+17.27216450
     522	3405952363294872960	071.38604437	+16.59814085	 15.319327	Cluster 	 -      	Simbad	071.38604437	+16.59814085
     523	3295637159089219200	071.50754251	+11.70555175	  5.298100	Tr_tail 	 -      	Simbad	071.50754251	+11.70555175
     524	3410118477275889024	071.51171931	+19.46817412	 16.833006	Cluster 	 -      	Simbad	071.51171931	+19.46817412
     525	3405865089559635968	071.52209732	+15.88988405	 15.115379	Cluster 	 -      	Simbad	071.52209732	+15.88988405
     526	3288876846205650816	071.53872285	+06.75007180	 13.588902	Cluster 	 -      	Simbad	071.53872285	+06.75007180
     527	3281064262038614912	071.57870951	+03.63639395	 10.391086	Cluster 	 -      	Simbad	071.57870951	+03.63639395
     528	3406352826045301632	071.61353176	+17.62647594	 14.598567	Cluster 	 -      	Simbad	071.61353176	+17.62647594
     529	3309006602007842048	071.62699696	+15.47193525	  8.126219	Cluster 	 -      	Simbad	071.62699696	+15.47193525
     530	 147258180719392512	071.68807741	+24.61090627	 16.848091	Cluster 	 -      	Simbad	071.68807741	+24.61090627
     531	3296045077903829888	071.72077185	+12.88377407	 13.831421	Cluster 	 -      	Simbad	071.72077185	+12.88377407
     532	3405096702730472320	071.77706541	+15.72819240	  9.789327	Cluster 	 -      	Simbad	071.77706541	+15.72819240
     533	3412605297699792512	071.78767769	+20.88209715	  9.477062	Cluster 	 -      	Simbad	071.78767769	+20.88209715
     534	 146989143968434688	071.79107518	+24.01981894	 11.506220	Cluster 	 -      	Simbad	071.79107518	+24.01981894
     535	3225707291850416512	071.81434872	-03.39440174	 16.099337	Cluster 	 -      	Simbad	071.81434872	-03.39440174
     536	3308470968047333248	071.81616288	+13.55665726	 16.146055	Cluster 	 -      	Simbad	071.81616288	+13.55665726
     537	3288784006192725248	071.82757718	+06.45323051	 10.689168	Cluster 	 -      	Simbad	071.82757718	+06.45323051
     538	3413082661841179520	071.85126221	+22.66332512	 16.338938	Cluster 	 -      	Simbad	071.85126221	+22.66332512
     539	3413146914550583680	071.85948614	+23.05074467	 10.303070	Cluster 	 -      	Simbad	071.85948614	+23.05074467
     540	3308896238528440448	071.89761966	+14.88898092	 10.928127	Cluster 	 -      	Simbad	071.89761966	+14.88898092
     541	3293176074109393152	071.90506500	+10.23296787	 13.742318	Cluster 	 -      	Simbad	071.90506500	+10.23296787
     542	3288997483247358592	071.97557663	+07.37071781	 15.193224	Cluster 	 -      	Simbad	071.97557663	+07.37071781
     543	 147469115153030528	071.98250298	+25.57952618	 13.516589	Cluster 	 -      	Simbad	071.98250298	+25.57952618
     544	3409855590918086400	071.98633715	+19.02376098	 12.553482	Cluster 	 -      	Simbad	071.98633715	+19.02376098
     545	3409855590918757760	071.98696308	+19.02455513	 13.188044	Cluster 	 -      	Simbad	071.98696308	+19.02455513
     546	 254769286680229888	072.01934422	+46.48495880	 15.333501	Pr_tail 	 Contam.	Simbad	072.01934422	+46.48495880
     547	3411781729134007424	072.12429838	+20.44591433	 16.065880	Cluster 	 -      	Simbad	072.12429838	+20.44591433
     548	3405909374965722368	072.12805480	+16.38840366	 11.648766	Cluster 	 -      	Simbad	072.12805480	+16.38840366
     549	3409827214070099840	072.14621507	+18.72890758	 14.742400	Cluster 	 -      	Simbad	072.14621507	+18.72890758
     550	3405127244241184256	072.21565296	+15.94745096	  9.468653	Cluster 	 -      	Simbad	072.21565296	+15.94745096
     551	3406823245223942528	072.26507909	+18.64107894	  8.747406	Cluster 	 -      	Simbad	072.26507909	+18.64107894
     552	3292741835736351616	072.26745127	+08.98125677	 15.979464	Cluster 	 -      	Simbad	072.26745127	+08.98125677
     553	3308501926171656832	072.29438828	+13.81134846	 14.307178	Cluster 	 -      	Simbad	072.29438828	+13.81134846
     554	3406697179343851136	072.29651002	+17.71532531	 13.014482	Cluster 	 -      	Simbad	072.29651002	+17.71532531
     555	 147182172683187712	072.30450996	+24.80261228	  9.226789	Cluster 	 -      	Simbad	072.30450996	+24.80261228
     556	3409959567782077184	072.36833438	+19.27722230	 15.093545	Cluster 	 -      	Simbad	072.36833438	+19.27722230
     557	3405113740864365440	072.38424228	+15.88863313	  7.582520	Cluster 	 -      	Simbad	072.38424228	+15.88863313
     558	3406094750050845696	072.40278244	+17.03294444	 14.786235	Cluster 	 -      	Simbad	072.40278244	+17.03294444
     559	3288018093264886016	072.46749767	+06.10935946	 13.424611	Cluster 	 -      	Simbad	072.46749767	+06.10935946
     560	 154422804645274368	072.49201575	+27.20990818	 14.125993	Cluster 	 -      	Simbad	072.49201575	+27.20990818
     561	3405988677241799040	072.50335001	+16.41194415	 10.176132	Cluster 	 -      	Simbad	072.50335001	+16.41194415
     562	3411811317161811328	072.56986865	+20.62563322	 13.155478	Cluster 	 -      	Simbad	072.56986865	+20.62563322
     563	4893986285991525120	072.63673053	-24.22289992	 14.221334	Tr_tail 	 -      	Simbad	072.63673053	-24.22289992
     564	3404812685132622592	072.64129926	+15.08334643	  7.555648	Cluster 	 -      	Simbad	072.64129926	+15.08334643
     565	3409968703177094656	072.67913880	+19.30404511	 15.481022	Cluster 	 -      	Simbad	072.67913880	+19.30404511
     566	3405220088550711808	072.70263790	+16.21033783	  7.152123	Cluster 	 -      	Simbad	072.70263790	+16.21033783
     567	3406734906335151872	072.70775138	+18.14104031	 16.392690	Cluster 	 -      	Simbad	072.70775138	+18.14104031
     568	 153453550785049984	072.82891299	+25.94228594	 15.613754	Cluster 	 -      	Simbad	072.82891299	+25.94228594
     569	3404850790082434176	072.84702291	+15.43338639	  7.760077	Cluster 	 -      	Simbad	072.84702291	+15.43338639
     570	3406431406767566464	072.95528013	+17.27360320	 10.852497	Cluster 	 -      	Simbad	072.95528013	+17.27360320
     571	 147118233505518976	072.97271267	+24.60988528	 15.845406	Cluster 	 -      	Simbad	072.97271267	+24.60988528
     572	3289865341519273088	072.98899861	+09.28136231	 15.241535	Cluster 	 -      	Simbad	072.98899861	+09.28136231
     573	3406417903390509056	073.09166802	+17.17405964	 15.688292	Cluster 	 -      	Simbad	073.09166802	+17.17405964
     574	3406943091991364608	073.09840829	+18.99675572	  9.932267	Cluster 	 -      	Simbad	073.09840829	+18.99675572
     575	3294522907134516864	073.09977753	+10.71938293	 11.955279	Cluster 	 -      	Simbad	073.09977753	+10.71938293
     576	3224589191603747840	073.42080944	-04.47583518	 15.462780	Tr_tail 	 -      	Simbad	073.42080944	-04.47583518
     577	3411910578149733504	073.43071252	+21.05572039	 12.602796	Tr_tail 	 -      	Simbad	073.43071252	+21.05572039
     578	3289809060267929856	073.48793349	+09.26632312	 14.495178	Cluster 	 -      	Simbad	073.48793349	+09.26632312
     579	3180473452202805632	073.63356494	-11.91366011	  9.140973	Tr_tail 	 -      	Simbad	073.63356494	-11.91366011
     580	3291312951656888320	073.65782557	+09.40905372	 14.656556	Cluster 	 -      	Simbad	073.65782557	+09.40905372
     581	3408504261063819520	073.68419963	+19.68072458	 12.842712	Cluster 	 -      	Simbad	073.68419963	+19.68072458
     582	3289363105224130944	073.70385851	+07.73887811	 13.450744	Cluster 	 -      	Simbad	073.70385851	+07.73887811
     583	3411727788638518144	073.72300283	+20.86929429	 16.954334	Tr_tail 	 -      	Simbad	073.72300283	+20.86929429
     584	3408463510414294784	073.74345984	+19.48526210	  6.274106	Cluster 	 -      	Simbad	073.74345984	+19.48526210
     585	3411758128287351808	073.81220448	+21.36389213	 15.268176	Cluster 	 -      	Simbad	073.81220448	+21.36389213
     586	3419656057748048512	073.95477372	+24.36249166	 13.760089	Cluster 	 -      	Simbad	073.95477372	+24.36249166
     587	3412374060957023232	074.02585084	+21.89781439	 16.193085	Cluster 	 -      	Simbad	074.02585084	+21.89781439
     588	3412131068887787776	074.06990503	+21.36702961	 14.046713	Cluster 	 -      	Simbad	074.06990503	+21.36702961
     589	3392628893706422272	074.09610331	+14.10102057	 16.460220	Cluster 	 -      	Simbad	074.09610331	+14.10102057
     590	 198824279632396160	074.11794187	+38.15158214	  9.346002	other   	 -      	Simbad	074.11794187	+38.15158214
     591	3392422013721349632	074.25312001	+13.91226808	 10.486551	Cluster 	 -      	Simbad	074.25312001	+13.91226808
     592	3412163946860515712	074.32729515	+21.60221417	 15.392594	Cluster 	 -      	Simbad	074.32729515	+21.60221417
     593	3412367287795107712	074.36251621	+22.01734580	 16.414042	Cluster 	 -      	Simbad	074.36251621	+22.01734580
     594	3392423078873226112	074.36513031	+13.94514118	 15.015662	Cluster 	 -      	Simbad	074.36513031	+13.94514118
     595	3405394739101039232	074.44377876	+16.47222551	 14.448177	Tr_tail 	 -      	Simbad	074.44377876	+16.47222551
     596	3392446821452424192	074.45658287	+14.00211176	  8.699641	Cluster 	 -      	Simbad	074.45658287	+14.00211176
     597	3392664627834274688	074.49114491	+14.45190133	 14.397709	Cluster 	 -      	Simbad	074.49114491	+14.45190133
     598	2987438036870254464	074.56060743	-14.34206761	 15.741190	Tr_tail 	 -      	Simbad	074.56060743	-14.34206761
     599	3408234502757515648	074.59300101	+19.31702548	 15.949321	Cluster 	 -      	Simbad	074.59300101	+19.31702548
     600	3228064060664253952	074.61725677	-00.44654927	 16.146309	Cluster 	 -      	Simbad	074.61725677	-00.44654927
     601	3405338148611960448	074.65935981	+16.22226906	 15.321011	Cluster 	 -      	Simbad	074.65935981	+16.22226906
     602	3295377880503113216	074.76337946	+12.26240310	 15.074843	Cluster 	 -      	Simbad	074.76337946	+12.26240310
     603	3291495436226226688	074.83293728	+10.38596754	 12.811378	Cluster 	 -      	Simbad	074.83293728	+10.38596754
     604	3408317000489415296	074.86535541	+19.34359374	 14.268033	Cluster 	 -      	Simbad	074.86535541	+19.34359374
     605	3393284752392701312	074.93505594	+15.91660470	  6.626940	Cluster 	 -      	Simbad	074.93505594	+15.91660470
     606	3393305093357807744	075.01410801	+15.91466682	 14.996900	Cluster 	 -      	Simbad	075.01410801	+15.91466682
     607	3419526585958441216	075.16259049	+24.38262304	 16.565125	Cluster 	 -      	Simbad	075.16259049	+24.38262304
     608	3291151392166490496	075.16575353	+09.12609044	 16.624756	Cluster 	 -      	Simbad	075.16575353	+09.12609044
     609	3239389683266590208	075.20400722	+04.73315481	  9.446108	Cluster 	 -      	Simbad	075.20400722	+04.73315481
     610	3407395193133161728	075.23048254	+18.80722596	 15.528206	Cluster 	 -      	Simbad	075.23048254	+18.80722596
     611	3407257105639932032	075.31324010	+17.69385912	 15.544423	Cluster 	 -      	Simbad	075.31324010	+17.69385912
